#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination	Time_taken
ew_2ow3i1ho.slha	262.101339	265.955754	264.095415	1942.17204	3031.82385	1942.34362	-1	-1	-1	-1	-1	-1	-1	2979.46185	1806.00052	254.008591	44.7532671	['ATLAS-SUSY-2016-07']	00:00:04
ew__o64k6fa.slha	298.906747	304.297246	301.50441	1525.42736	1728.63686	1525.62778	-1	-1	-1	-1	-1	-1	-1	1677.44308	1397.3826	290.832705	29.828795	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:02
ew_f14td82x.slha	408.756737	413.018922	410.911843	1988.79741	2011.03524	2001.75335	-1	-1	-1	-1	-1	-1	-1	1936.7717	1856.10194	396.805337	25.3998461	['ATLAS-SUSY-2016-07']	00:00:02
ew_27qqrdtr.slha	217.888412	225.874275	222.98343	520.510434	1875.71336	1875.87903	0.05704051	0.03460528	ATLAS-SUSY-2019-09	0.05704051	ATLAS-SUSY-2019-09	0.03460528	ATLAS-SUSY-2019-09	498.236969	1732.90654	214.859352	20.3888095	-1	00:00:05
ew_7_cxnele.slha	173.71322	347.013676	346.966808	476.900794	500.983427	501.584738	0.9441819	1.069334	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.61711	ATLAS-SUSY-2019-08	0.7298674	ATLAS-SUSY-2019-08	158.39852	304.978102	457.314738	32.3553729	-1	00:44:13
ew_1gasbs1m.slha	88.7984257	580.112885	579.026093	581.405319	2947.05997	2947.22489	2.385187	2.315563	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.988251	ATLAS-SUSY-2018-41	1.365935	ATLAS-SUSY-2018-41	84.5557017	2778.90322	560.282864	20.5376875	-1	00:36:31
ew_89dalw3x.slha	122.860367	126.800136	124.991219	1714.95189	2150.66505	2150.82627	-1	-1	-1	-1	-1	-1	-1	1669.91027	1999.16093	119.999044	28.9397584	['ATLAS-SUSY-2016-32', 'CMS-EXO-13-006']	00:00:05
ew_u3413b1c.slha	409.047058	416.680604	414.356875	687.003153	2238.45288	2238.6179	-1	-1	-1	-1	-1	-1	-1	663.59959	2085.85194	400.761893	15.1194591	['ATLAS-SUSY-2016-07']	00:00:02
ew_1pe9d1ed.slha	323.362922	1008.55789	1008.57113	1016.96313	1420.63493	1420.80582	0.4515382	0.5619011	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.5490091	ATLAS-SUSY-2018-41	0.3834167	CMS-SUS-21-002	308.505986	1292.38982	988.216421	28.01944	-1	00:40:33
ew_57qsg504.slha	217.19997	222.308344	219.809772	1463.29225	1666.96546	1667.11155	-1	-1	-1	-1	-1	-1	-1	1416.31036	1530.89793	211.671703	24.8273511	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:05
ew_rqcqg_lz.slha	296.391225	661.594767	659.859291	661.822803	3043.7673	3043.93234	0.9786486	0.911025	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.7512443	ATLAS-SUSY-2018-41	0.5219665	CMS-SUS-21-002	289.85675	2873.65588	639.035744	39.7117288	-1	00:37:11
ew_g9u7zbnm.slha	177.9861	203.804159	203.92061	885.245893	887.856136	889.584934	0.5675239	0.5295771	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,CMS-SUS-16-048	0.4691534	CMS-SUS-16-048	0.5102188	CMS-SUS-16-048	164.654654	162.505549	858.022497	47.8915505	-1	00:00:59
ew_a8v_3it3.slha	82.7626197	510.064858	510.228836	2952.61202	2953.34497	2954.10787	3.828746	4.602954	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.1449	ATLAS-SUSY-2018-41	3.410383	CMS-SUS-21-002	78.5797884	453.389181	2902.53498	17.2831153	-1	00:54:59
ew_gw018l9v.slha	298.136354	301.745786	300.060188	1964.51015	2419.442	2419.60338	-1	-1	-1	-1	-1	-1	-1	1918.67205	2261.88123	290.006261	13.4488987	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:05
ew_4uou_7q8.slha	297.388674	460.433526	454.297586	461.322734	1076.04552	1076.20774	0.2855835	0.2020825	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.2286722	ATLAS-SUSY-2019-09	0.1699957	ATLAS-SUSY-2019-09	287.506613	963.691385	445.276134	6.82624207	-1	00:47:27
ew_xhs00ao5.slha	115.864685	802.436883	801.959624	806.759095	1678.61855	1678.78466	1.389487	1.464884	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.495018	ATLAS-SUSY-2018-41	1.036922	ATLAS-SUSY-2018-41	108.873039	1544.7913	782.906123	8.3172843	-1	00:52:05
ew_v9g7jnhx.slha	48.2606843	325.819363	323.924628	328.439985	1663.4059	1663.5728	2.628309	2.801258	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.687842	ATLAS-SUSY-2019-09	1.677389	ATLAS-SUSY-2018-05-ewk	42.5287173	1527.52178	312.466919	39.3747889	-1	00:51:12
ew_554m55i_.slha	428.153673	431.465042	429.975739	2407.27103	2548.83612	2548.844	-1	-1	-1	-1	-1	-1	-1	2354.54837	2387.7508	414.891727	48.3748581	['ATLAS-SUSY-2016-07']	00:00:02
ew_rtqi2pek.slha	317.841739	867.178814	867.343413	2306.60381	2308.1153	2308.87322	1.427736	1.726073	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.622349	ATLAS-SUSY-2018-41	1.201072	CMS-SUS-21-002	307.162968	782.91589	2264.16863	38.3236375	-1	01:13:07
ew_nlcbm3cg.slha	305.884926	309.859163	308.342474	1106.77967	2979.20748	2979.37273	-1	-1	-1	-1	-1	-1	-1	1083.03564	2809.36931	296.515036	44.1990078	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:02
ew_vw9syb1g.slha	24.813669	316.126285	313.660352	317.475463	2381.90444	2382.06994	2.766348	2.948151	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.816999	ATLAS-SUSY-2019-09	1.771905	ATLAS-SUSY-2018-05-ewk	21.2095833	2225.27652	302.784901	16.2485369	-1	00:42:15
ew_qo3t1yjg.slha	44.9039566	637.454183	636.936473	639.58422	2591.00416	2591.16933	2.317016	2.285771	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.180111	ATLAS-SUSY-2018-41	1.497552	ATLAS-SUSY-2018-41	40.252183	2429.85529	616.851035	36.2727926	-1	00:37:54
ew_2i9a9zbr.slha	423.11102	432.103832	425.814065	1059.07522	1792.66808	1059.29094	0.151444	0.1820407	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.1885675	ATLAS-SUSY-2018-41	0.131247	ATLAS-SUSY-2018-41	1741.57981	955.215969	417.184595	7.00269755	-1	00:50:51
ew_9c5h42od.slha	134.355895	669.089874	668.662853	680.515572	1013.08082	1013.25121	1.660863	1.721122	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.606333	ATLAS-SUSY-2018-41	1.077561	ATLAS-SUSY-2018-41	124.242143	900.536427	658.741517	8.84936102	-1	00:39:31
ew_ze9qi1le.slha	410.875877	984.516998	984.681317	2999.84235	3000.97518	3001.6117	0.836558	1.054898	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.9820887	ATLAS-SUSY-2018-41	0.7484161	CMS-SUS-21-002	401.237135	896.594824	2950.9677	21.713564	-1	00:38:21
ew_o3h2e4ta.slha	293.961698	297.780022	296.179712	1408.05183	2593.23769	2593.40239	-1	-1	-1	-1	-1	-1	-1	1375.46419	2431.13611	284.832446	41.7059033	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:05
ew_ijmp8hzu.slha	41.7476735	500.605517	500.770053	1685.24546	1686.78422	1687.86146	4.475255	4.867925	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.825809	CMS-SUS-21-002	3.531302	CMS-SUS-21-002	35.6538606	438.812843	1647.4479	34.9650241	-1	00:39:53
ew_q7qcry30.slha	331.358537	335.948156	333.939185	1253.70964	2153.45036	2153.61439	-1	-1	-1	-1	-1	-1	-1	1219.07548	2002.42552	321.673047	39.333021	['ATLAS-SUSY-2016-07']	00:00:05
ew_sk8k38ts.slha	384.231799	388.658016	386.838075	1192.90313	2436.60461	2436.76923	-1	-1	-1	-1	-1	-1	-1	1162.7766	2278.52663	372.961628	31.1323627	['ATLAS-SUSY-2016-07']	00:00:02
ew_jx5kcmkc.slha	486.073991	507.929288	489.278488	679.937887	2063.80354	680.508283	0.03591969	0.03710021	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.0287195	ATLAS-SUSY-2016-24	0.02747218	CMS-SUS-21-002	2011.16558	588.284452	488.743153	45.2793876	-1	00:53:33
ew_p_ufuazi.slha	134.790518	141.041227	137.824294	1241.94825	1567.12857	1242.1509	0.01554169	0.02762466	CMS-SUS-21-002	0.01554169	CMS-SUS-21-002	0.02762466	CMS-SUS-21-002	1516.94804	1125.7176	132.667422	31.1316498	-1	00:01:25
ew_tt71z9zi.slha	354.422914	357.589844	356.233849	2131.20129	2775.89331	2776.05664	-1	-1	-1	-1	-1	-1	-1	2087.6714	2610.09442	342.998572	39.4947333	['ATLAS-SUSY-2016-07']	00:00:06
ew_tk631bjq.slha	33.0107431	220.302843	220.463872	1041.98458	1043.83437	1045.5541	5.609909	5.714438	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.698792	ATLAS-SUSY-2019-09	3.636789	ATLAS-SUSY-2018-32	25.4240757	178.876197	1011.754	36.8723174	-1	00:49:18
ew_9mgbvsrb.slha	175.859023	1103.58799	1103.45265	1106.31653	2464.55118	2464.71625	0.3978315	0.4994286	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.4324163	ATLAS-SUSY-2018-41	0.3645102	CMS-SUS-21-002	169.021473	2308.58057	1075.86096	13.8960652	-1	00:03:59
ew_560ymxc7.slha	362.042386	382.036718	378.880554	454.23168	1846.2368	1846.40205	0.05162656	0.0592488	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.06268707	ATLAS-SUSY-2019-09	0.05503274	ATLAS-SUSY-2019-09	422.437297	1705.38698	368.244731	8.30661422	-1	00:06:25
ew_recms5kx.slha	392.889035	398.429438	395.311485	1522.92175	1931.1158	1523.10967	-1	-1	-1	-1	-1	-1	-1	1879.09437	1397.28719	383.037867	14.8522932	['ATLAS-SUSY-2016-07']	00:00:02
ew_7g4lghrq.slha	402.643486	649.943096	647.229973	651.190824	2268.06382	2268.22872	0.1567155	0.1218146	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.1271359	CMS-SUS-21-002	0.09337029	CMS-SUS-21-002	394.504785	2116.21989	630.22055	7.49997829	-1	00:39:05
ew_il3bapof.slha	113.037945	116.237001	114.852577	1946.79345	2709.64777	2709.81221	-1	-1	-1	-1	-1	-1	-1	1905.50117	2544.27262	109.889816	47.4905253	['ATLAS-SUSY-2016-32', 'CMS-EXO-13-006']	00:00:05
ew_vh0hf060.slha	52.4906397	258.046504	254.179212	258.357509	2590.57564	2590.74108	2.998232	2.931348	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.41829	ATLAS-SUSY-2019-09	2.182895	ATLAS-SUSY-2019-09	50.0339367	2428.83869	245.257599	15.6183867	-1	00:40:48
ew_gsw7_ueo.slha	89.606275	1026.6884	1026.90205	1093.48225	1147.20958	1147.51763	0.887462	1.184064	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.036953	ATLAS-SUSY-2018-41	0.8790751	CMS-SUS-21-002	81.1590773	975.858282	1065.80492	10.8521296	-1	00:35:39
ew_5vjsob34.slha	392.00872	828.670337	827.335592	829.451092	2731.55049	2731.71533	0.6436387	0.6221688	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.6028207	ATLAS-SUSY-2018-41	0.4106577	ATLAS-SUSY-2018-41	382.830519	2568.1627	803.343018	23.3456363	-1	00:27:16
ew_0jbajizi.slha	139.733289	177.20761	173.410821	203.867331	2349.86657	2350.03237	0.9353968	0.9148512	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048	0.9146099	ATLAS-SUSY-2019-09	0.9065921	ATLAS-SUSY-2019-09	161.097604	2193.41801	166.727083	23.7282748	-1	00:05:14
ew__d5ejqbu.slha	127.267943	483.892951	484.056901	3039.29477	3039.88067	3040.68203	2.961328	3.617539	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.147961	CMS-SUS-21-002	2.740451	CMS-SUS-21-002	122.219307	428.646943	2989.36096	25.4858659	-1	01:12:40
ew_c0euka60.slha	206.756088	1033.76712	1033.93116	2117.5638	2120.37411	2120.9242	0.9506332	1.279204	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.051592	ATLAS-SUSY-2018-41	0.9967293	CMS-SUS-21-002	198.689609	942.106587	2076.29492	11.4397694	-1	00:36:43
ew_k18u0r5a.slha	105.986371	110.348214	108.375256	1137.83259	2272.35454	2272.51974	-1	-1	-1	-1	-1	-1	-1	1107.09637	2117.59954	104.678323	18.2654285	['ATLAS-SUSY-2016-32', 'CMS-EXO-13-006']	00:00:05
ew_yhrm9kn9.slha	20.0752495	144.222189	144.378838	2174.45708	2174.92014	2176.0667	14.05018	11.61855	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012	12.42609	ATLAS-SUSY-2019-09	10.70839	ATLAS-SUSY-2019-09	15.5000356	116.185341	2130.28431	30.6328997	-1	00:01:23
ew_lr95rcvr.slha	208.079285	232.892587	213.106472	404.98284	1569.99219	405.922164	0.05271763	0.06123745	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.03777151	ATLAS-SUSY-2018-32	0.0424629	ATLAS-SUSY-2018-32	1519.94877	328.638907	218.825692	23.5846124	-1	00:50:01
ew_hud3t99b.slha	90.4796178	960.315627	960.814814	972.698674	1253.74564	1253.93417	0.7341514	0.9120145	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.8537022	ATLAS-SUSY-2018-41	0.6201004	CMS-SUS-21-002	81.4283214	1128.74643	944.884476	38.031464	-1	00:42:08
ew_jj8250gf.slha	438.055346	451.734668	441.544632	774.911383	1652.71073	775.233968	0.2213789	0.2411124	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.2485966	ATLAS-SUSY-2018-41	0.1682108	ATLAS-SUSY-2018-41	1602.09013	682.240601	433.589395	34.0109644	-1	00:51:16
ew_6l8rsi5x.slha	493.424601	1005.77888	1005.6998	1064.85961	1120.49597	1120.56397	0.4494134	0.5562737	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.5282339	ATLAS-SUSY-2018-41	0.3849226	CMS-SUS-21-002	471.375312	955.415557	1036.81471	24.2984408	-1	00:45:57
