#SLHA_file	 m_N1	 m_N2	 m_C1	 m_N3	 m_N4	 m_C2	 r_obs(comb)	 r_exp(comb)	 Combination	 max_r_obs	 Most_Constraining_Analysis	 max_r_exp	 Most_sensitive_Analysis	 M1	 M2	 Mu	 Tan_Beta	 Time taken
ew_56x41z4k.slha	212.106429	215.34974	213.893259	2408.95626	2739.30607	2409.1298	-1	-1	-1	-1	-1	-1	-1	2686.12771	2254.56188	205.326296	36.0272738	00:00:20
