#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination	Time_taken
ew_4dr7mlhm.slha	154.207432	162.69651	158.331745	689.408928	1196.92048	1197.0783	0.04204947	0.05294135	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.05041349	ATLAS-SUSY-2018-41	0.03682197	ATLAS-SUSY-2018-41	657.357824	1078.88719	155.871356	6.81297891	-1	00:03:02
ew_cl_elw7l.slha	209.760724	232.944396	214.383977	422.533595	2155.54622	423.307971	0.5704091	0.6784119	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4531437	ATLAS-SUSY-2019-09	0.4382499	ATLAS-SUSY-2019-09	2102.72052	349.211275	219.528146	15.8699914	-1	00:41:29
ew_m0007vde.slha	82.1706339	595.786558	595.963983	604.29844	1042.95238	1043.13152	2.359175	2.296254	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.028264	ATLAS-SUSY-2018-41	1.392125	ATLAS-SUSY-2018-41	72.8175344	929.747623	582.399927	39.1298375	-1	00:42:44
ew_xcrt0v36.slha	51.1217022	779.49887	779.683531	1057.278	1067.47443	1068.41607	2.789666	3.134833	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.034168	ATLAS-SUSY-2018-41	2.110303	ATLAS-SUSY-2018-41	42.8264462	700.597826	1029.84025	46.1635167	-1	00:44:03
ew_klbiniqm.slha	191.396165	194.912346	193.305913	2217.85196	2545.83544	2218.02726	-1	-1	-1	-1	-1	-1	-1	2492.41296	2068.3027	185.488644	38.5062782	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:21
ew_q2q9rt5v.slha	482.517061	489.887611	484.961322	1162.80621	3038.66749	1162.99909	0.02511262	0.04413894	CMS-SUS-21-002	0.02511262	CMS-SUS-21-002	0.04413894	CMS-SUS-21-002	2986.61542	1060.27306	471.478171	20.4246139	-1	00:01:44
ew_5ic29q52.slha	204.731	209.640248	207.288893	1511.5192	1720.64223	1720.79022	-1	-1	-1	-1	-1	-1	-1	1464.13005	1582.5279	199.241191	36.1567749	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:06
ew_p133x6kr.slha	157.520948	172.98565	162.494529	490.391123	2728.2799	490.816762	0.151411	0.177369	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1136176	CMS-SUS-21-002	0.1277934	CMS-SUS-21-002	2675.16408	420.268598	161.134995	33.3577301	-1	00:52:17
ew_d_j7v6ar.slha	392.721876	399.148808	395.232252	1241.74331	2679.16993	1241.92961	0.01218775	0.02153708	CMS-SUS-21-002	0.01218775	CMS-SUS-21-002	0.02153708	CMS-SUS-21-002	2626.11698	1133.72671	383.000609	23.1450293	-1	00:01:19
ew_rc36r0rg.slha	191.839815	203.032842	199.822451	356.222779	1933.02294	1933.18898	0.1868429	0.143012	ATLAS-SUSY-2019-09	0.1868429	ATLAS-SUSY-2019-09	0.143012	ATLAS-SUSY-2019-09	335.009372	1788.15126	191.97154	34.2475708	-1	00:00:14
ew_yln6ibew.slha	309.844816	1125.64381	1125.80826	2516.38337	2518.20012	2518.8357	0.6664167	0.8426858	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.6618199	ATLAS-SUSY-2018-41	0.6672487	CMS-SUS-21-002	300.332663	1028.42665	2471.47542	22.7729525	-1	00:02:16
ew_7n0ux92u.slha	176.618258	188.262796	181.45604	705.102029	941.543154	705.458406	1.529031	1.478436	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.566364	ATLAS-SUSY-2018-41	1.060138	ATLAS-SUSY-2018-41	897.916101	612.075737	176.578179	42.3903902	-1	00:55:17
ew_9sxzdxqb.slha	167.922233	355.364481	355.527765	2499.79249	2500.39085	2501.34171	1.34726	1.51344	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.9813149	ATLAS-SUSY-2019-08	1.172293	ATLAS-SUSY-2019-08	160.841105	308.19222	2454.63294	38.2563914	-1	00:54:35
ew_05w3g0wt.slha	295.374205	299.423484	297.403441	1982.14397	2311.34391	1982.32228	-1	-1	-1	-1	-1	-1	-1	2258.1845	1840.02427	287.041162	17.6653818	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:19
ew_5l66jsw_.slha	474.446043	878.147712	877.070442	881.393488	1687.67285	1687.83894	0.2768517	0.3111253	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.2960136	ATLAS-SUSY-2018-41	0.2178976	CMS-SUS-21-002	458.026477	1551.81509	854.843236	37.1237973	-1	00:57:51
ew_h4xmqeyy.slha	128.292609	135.670278	132.352233	618.921284	1485.51966	1485.68504	-1	-1	-1	-1	-1	-1	-1	591.849218	1355.36582	127.030972	42.3656334	['ATLAS-SUSY-2016-32', 'CMS-EXO-13-006']	00:00:07
ew_poq9fjrt.slha	381.002687	389.740924	384.195912	980.466526	1800.30544	980.686226	0.2932274	0.3147842	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.3460493	ATLAS-SUSY-2018-41	0.2382835	ATLAS-SUSY-2018-41	1748.70344	879.571376	373.414719	43.3785456	-1	01:10:30
ew_ob2t_9g8.slha	130.089641	1004.68306	1004.85226	1464.17882	1470.30298	1471.05584	1.103558	1.468835	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.272402	ATLAS-SUSY-2018-41	1.097251	CMS-SUS-21-002	120.96691	911.724697	1431.0341	35.2619854	-1	01:12:20
ew_iet_mfgv.slha	107.967679	114.389387	111.005684	1230.90375	1409.23223	1231.12806	0.01614153	0.02878228	CMS-SUS-21-002	0.01614153	CMS-SUS-21-002	0.02878228	CMS-SUS-21-002	1360.39176	1113.84	107.691877	16.4288489	-1	00:02:05
ew_e9mra7f0.slha	349.210613	477.02819	475.623185	577.90722	616.039912	614.569325	0.03054906	0.05077186	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.03757593	CMS-SUS-21-002	0.03176077	CMS-SUS-21-002	330.392922	437.792841	558.598979	9.13690541	-1	01:10:43
ew_1inycwez.slha	126.650416	137.911213	130.993688	629.348395	2653.62666	629.625199	1.878897	1.812052	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.779501	ATLAS-SUSY-2018-41	1.21796	ATLAS-SUSY-2018-41	2600.40562	552.527398	128.183209	25.3769243	-1	00:35:38
ew_nagy8jeh.slha	29.3699537	959.753731	959.918014	2587.04846	2588.82192	2589.39834	1.43114	1.888383	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.59352	ATLAS-SUSY-2018-41	1.437172	CMS-SUS-21-002	26.190464	874.337501	2541.1093	9.75765935	-1	00:51:14
ew_0qq99d0d.slha	460.949789	465.972201	463.423059	1638.75905	1797.30428	1797.44036	-1	-1	-1	-1	-1	-1	-1	1589.61428	1657.42586	448.173492	27.7259398	['ATLAS-SUSY-2016-07']	00:00:06
ew_7kgw1_qo.slha	497.103495	501.46249	499.376729	1733.06188	2102.95941	2103.11775	-1	-1	-1	-1	-1	-1	-1	1686.97288	1953.81568	482.791797	33.4045227	['ATLAS-SUSY-2016-07']	00:00:02
ew_3cvawphy.slha	221.300834	224.998691	223.449477	1384.61907	2687.72543	2687.8904	-1	-1	-1	-1	-1	-1	-1	1353.51715	2523.41782	214.473794	37.9660687	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:03
ew_91of4ep8.slha	17.4543181	278.396981	276.298887	281.429218	1630.42834	1630.59542	3.114631	3.233603	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.483577	ATLAS-SUSY-2019-09	2.094485	ATLAS-SUSY-2019-09	12.1345914	1495.66023	266.251613	34.9648081	-1	00:51:26
ew_qubl_xnd.slha	205.588607	210.706136	208.083361	1441.07969	2578.1564	1441.25828	-1	-1	-1	-1	-1	-1	-1	2524.7633	1322.65681	200.1651	45.7277443	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:03
ew_i7qwlyyr.slha	21.5273905	623.357638	622.762172	625.147703	3107.16725	3107.33235	2.384532	2.367842	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.231276	ATLAS-SUSY-2018-41	1.531355	ATLAS-SUSY-2018-41	17.7406946	2935.81796	602.801812	45.1953197	-1	00:40:05
ew_2ejhmgsj.slha	381.227609	487.464811	487.50894	887.179706	896.143718	896.122475	0.2796083	0.2841206	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.2957773	ATLAS-SUSY-2019-09	0.2784248	ATLAS-SUSY-2019-09	362.077093	427.366367	861.281474	11.3519072	-1	00:14:46
ew_juilx6eq.slha	420.289699	430.168871	423.276009	934.439231	2006.5628	934.6691	0.2903202	0.3038043	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.3556408	ATLAS-SUSY-2018-41	0.242949	ATLAS-SUSY-2018-41	1954.2943	837.563794	413.240332	15.9835176	-1	00:57:49
ew_088npmem.slha	345.939886	349.12144	347.777768	2028.30611	2818.10277	2818.26682	-1	-1	-1	-1	-1	-1	-1	1987.22783	2651.3362	334.808355	46.1148918	['ATLAS-SUSY-2016-07']	00:00:03
ew_zpzewyp9.slha	33.8187228	271.907767	272.069948	2543.62796	2544.08038	2545.08021	4.607903	5.36079	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.828353	ATLAS-SUSY-2018-32	3.660457	ATLAS-SUSY-2019-08	29.3936917	232.23153	2498.03419	38.7436726	-1	01:05:08
ew_428c7t2h.slha	177.950989	181.974577	180.175469	1521.00455	2224.81875	2224.98233	-1	-1	-1	-1	-1	-1	-1	1481.42132	2071.43998	172.857952	36.8682564	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:02
ew_1zo6q8by.slha	484.321974	487.795318	486.435533	1539.2034	3057.79042	3057.95505	-1	-1	-1	-1	-1	-1	-1	1509.51077	2887.11727	469.520818	35.9956379	[]	00:00:02
ew_5gisw2a5.slha	233.535998	532.9932	533.153685	1016.6005	1022.034	1023.00249	1.246751	1.715786	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.091076	CMS-SUS-21-002	1.351767	CMS-SUS-21-002	219.161606	466.73786	988.458887	40.0527963	-1	01:19:27
ew_0g4ql9gg.slha	135.268154	143.415751	139.976	515.297428	1626.74478	1626.9102	0.1168704	0.07090284	ATLAS-SUSY-2019-09	0.1168704	ATLAS-SUSY-2019-09	0.07090284	ATLAS-SUSY-2019-09	491.796836	1492.22925	138.110478	6.41193034	-1	00:00:09
ew_gezsel8z.slha	168.455842	862.37653	862.5427	1303.04424	1309.86943	1310.54788	1.861243	2.307701	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	2.138118	ATLAS-SUSY-2018-41	1.600169	CMS-SUS-21-002	157.954166	778.119818	1271.25551	19.4909248	-1	00:39:05
ew_57a9vex8.slha	362.152349	368.95089	364.909496	1205.24827	1991.90723	1205.442	0.0161509	0.02862981	CMS-SUS-21-002	0.0161509	CMS-SUS-21-002	0.02862981	CMS-SUS-21-002	1939.57152	1094.79865	353.551734	22.7617755	-1	00:01:36
ew_ehso7ez_.slha	457.965179	462.288787	460.04704	1997.68489	2091.8466	1997.89066	-1	-1	-1	-1	-1	-1	-1	2039.24378	1853.73199	445.416524	15.1402599	['ATLAS-SUSY-2016-07']	00:00:05
ew_bi47_j3e.slha	136.254637	227.788273	222.228444	244.24664	405.755699	405.966813	0.1824599	0.2479369	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-13-012	0.2041672	ATLAS-SUSY-2019-09	0.2962656	ATLAS-SUSY-2019-09	126.447473	312.577356	228.067743	41.0602596	-1	00:01:26
ew_wzd7tknt.slha	272.994359	282.716271	280.478256	440.652292	2797.90819	2798.07369	0.08236603	0.04996974	ATLAS-SUSY-2019-09	0.08236603	ATLAS-SUSY-2019-09	0.04996974	ATLAS-SUSY-2019-09	422.009886	2631.42293	269.612785	44.8546726	-1	00:00:02
ew_pb56c6fx.slha	298.486414	308.51631	302.333902	874.322522	1195.65295	874.596611	0.6530559	0.6538302	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.7136069	ATLAS-SUSY-2018-41	0.4920501	ATLAS-SUSY-2018-41	1149.03709	774.516597	294.144298	23.6563016	-1	00:34:09
ew_3jx6oy0k.slha	326.302588	331.081522	328.538054	1589.82264	2805.78312	1589.9982	-1	-1	-1	-1	-1	-1	-1	2752.85574	1466.66795	316.938887	32.3166978	['ATLAS-SUSY-2016-07']	00:00:02
ew_tmnmjqyw.slha	267.312172	271.973549	270.00613	1059.55366	2322.61108	2322.77592	-1	-1	-1	-1	-1	-1	-1	1030.96223	2167.2577	260.269621	18.7057113	['ATLAS-SUSY-2016-07']	00:00:02
ew_5mn_l1b0.slha	217.940776	517.408992	515.573239	519.200468	1703.75467	1703.92103	0.8945869	0.9864675	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6745459	ATLAS-SUSY-2018-05-ewk	0.5854354	CMS-SUS-21-002	208.887464	1567.01992	499.375406	32.5422091	-1	00:23:18
ew_o4nmv71m.slha	213.903848	314.090937	215.357589	343.042995	1962.51672	348.09662	0.7297193	0.554681	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.573679	ATLAS-SUSY-2018-32	0.4214656	ATLAS-SUSY-2018-32	1910.27162	204.528985	297.49634	30.0101736	-1	00:18:58
ew_pgtxgben.slha	114.847759	125.074347	120.395744	449.145977	1097.84088	1098.00624	0.2430066	0.1813446	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-21-002	0.2563039	ATLAS-SUSY-2019-09	0.1554942	ATLAS-SUSY-2019-09	422.448076	983.195948	115.920958	37.0485718	-1	01:15:53
ew_k5wb9vap.slha	180.071284	687.324007	687.488598	2274.36865	2275.55641	2276.41139	2.967341	3.415678	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.267592	ATLAS-SUSY-2018-41	2.270915	CMS-SUS-21-002	172.166748	614.398043	2231.6453	37.8836694	-1	00:46:09
ew_3cxmf4p3.slha	235.457386	1122.65695	1122.71527	1127.27301	1909.1263	1909.2929	0.3534119	0.4442892	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.3859454	ATLAS-SUSY-2018-41	0.324371	CMS-SUS-21-002	225.315116	1767.28365	1096.38112	21.1487292	-1	00:02:12
ew_2yxhx75f.slha	230.421935	444.988252	442.876726	448.166778	3150.09751	3150.26239	0.4340906	0.5519046	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4248764	ATLAS-SUSY-2019-09	0.4139511	ATLAS-SUSY-2019-09	229.201435	2978.97628	431.690045	5.76065198	-1	01:10:07
ew_m0tj73t7.slha	412.290764	416.564112	414.637046	1473.34288	2280.12986	2280.29326	-1	-1	-1	-1	-1	-1	-1	1435.7688	2126.28277	400.554932	19.2670335	['ATLAS-SUSY-2016-07']	00:00:03
ew_m24tqaof.slha	100.968684	649.409709	649.581509	1012.55424	1020.22509	1021.19191	3.838612	4.186969	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.968312	ATLAS-SUSY-2018-41	2.720613	CMS-SUS-21-002	91.0731189	577.04177	984.591195	31.8165568	-1	01:27:19
ew_wiwp1_av.slha	347.325648	459.472531	459.623651	1228.17237	1231.42546	1232.32026	0.3917816	0.3997547	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4168548	ATLAS-SUSY-2019-09	0.3847823	ATLAS-SUSY-2019-09	330.879261	399.256167	1195.96877	28.2026128	-1	00:12:44
ew_w8pfi9ln.slha	470.704594	516.51539	474.371437	591.370001	861.093535	594.104631	0.003836817	0.004506906	ATLAS-SUSY-2013-11,CMS-SUS-13-012,CMS-SUS-21-002	0.00359096	CMS-SUS-21-002	0.003565811	CMS-SUS-21-002	817.863573	476.361148	496.807664	35.0976244	-1	00:04:22
ew_9cmkqs9i.slha	421.44879	425.15515	423.09443	2208.07405	2967.32175	2208.24505	-1	-1	-1	-1	-1	-1	-1	2915.16838	2063.50939	411.747278	7.0463389	['ATLAS-SUSY-2016-07']	00:00:05
ew_ryp_9u_m.slha	329.798293	432.810953	425.488817	437.46943	726.166989	726.312259	0.02022121	0.07923465	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.07518463	ATLAS-SUSY-2019-09	0.08208649	ATLAS-SUSY-2019-09	316.318847	624.561016	419.186287	44.0547625	-1	00:00:54
ew_cco6i94q.slha	197.212516	713.661646	713.825162	2755.53889	2757.28303	2757.70972	2.760168	3.378505	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.295776	ATLAS-SUSY-2018-41	2.215323	CMS-SUS-21-002	192.23061	646.561477	2708.25065	5.88566951	-1	01:38:36
ew_5lekuel_.slha	310.735934	442.492237	437.193505	444.756516	1249.35273	1249.51824	0.09507524	0.09498742	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.09220991	ATLAS-SUSY-2019-09	0.09277527	ATLAS-SUSY-2019-09	302.849204	1129.92294	426.199655	9.13851435	-1	00:20:00
ew_v6i7rdaj.slha	129.612957	187.725468	183.06678	200.500538	1649.83094	1649.99786	1.823892	1.894701	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048	1.866757	ATLAS-SUSY-2019-09	1.920454	ATLAS-SUSY-2019-09	136.589233	1514.12402	175.954507	35.4666112	-1	00:14:55
ew_0mhexfrv.slha	196.337317	201.525847	199.209866	1006.30979	1935.66911	1935.8336	-1	-1	-1	-1	-1	-1	-1	974.740712	1790.79056	191.509177	27.8794706	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:03
ew_6zk42a_7.slha	357.631446	748.46902	746.860795	749.004556	2706.83186	2706.99675	0.7764626	0.7126563	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6679673	ATLAS-SUSY-2018-41	0.4542257	ATLAS-SUSY-2018-41	349.209122	2543.7646	724.513137	22.7660035	-1	00:28:17
ew_6tdbncl_.slha	356.551087	1168.16483	1168.04443	1170.66516	2513.64824	2513.81343	0.2642714	0.330769	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.2912786	ATLAS-SUSY-2018-41	0.2398093	CMS-SUS-21-002	345.81137	2355.21486	1139.77761	49.1805852	-1	00:01:53
ew_3g3rarys.slha	101.718539	905.781183	906.158412	916.68364	1244.47192	1244.65319	0.9003448	1.076146	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.03968	ATLAS-SUSY-2018-41	0.7255441	ATLAS-SUSY-2018-41	92.5344763	1121.56976	889.404313	25.6155569	-1	00:48:42
ew_dmy8my4j.slha	63.2756934	609.82969	609.993771	2131.64966	2133.1535	2133.94754	4.108853	4.804236	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	4.322817	ATLAS-SUSY-2018-41	3.314549	CMS-SUS-21-002	58.1608899	543.498438	2088.39593	14.7757383	-1	00:50:29
ew_kjc8yh41.slha	265.378054	268.874256	267.352255	1855.47637	2524.91162	2525.07504	-1	-1	-1	-1	-1	-1	-1	1813.30822	2364.28228	256.930318	40.7559982	['ATLAS-SUSY-2016-07']	00:00:04
ew_9wmceqq3.slha	386.95876	400.317143	397.127146	515.397246	1685.78245	1685.94802	-1	-1	-1	-1	-1	-1	-1	487.361322	1549.38875	383.678444	33.6453277	['ATLAS-SUSY-2016-07']	00:00:02
ew_wjjiraoa.slha	44.4953928	415.572736	415.952944	496.23894	535.90625	536.859308	3.717391	3.99874	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.451619	CMS-SUS-21-002	2.742241	CMS-SUS-21-002	34.1692339	383.700502	476.159197	29.0125182	-1	01:05:45
ew_nm1aepw_.slha	176.477417	186.781183	180.576055	721.001846	1945.6832	721.255097	1.498997	1.448819	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.57951	ATLAS-SUSY-2018-41	1.076381	ATLAS-SUSY-2018-41	1893.30776	635.340474	175.548223	46.7062189	-1	00:39:50
