#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination	Time_taken
ew_5rp18n48.slha	337.69604	346.911564	341.058132	933.456062	1572.85616	933.68748	0.6065321	0.6280032	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.6988925	ATLAS-SUSY-2018-41	0.4815854	ATLAS-SUSY-2018-41	1522.81891	833.769828	331.712741	22.7029363	-1	00:42:40
ew_br2j_wx5.slha	235.98841	239.659507	238.082315	1511.97457	2597.66736	2597.83196	-1	-1	-1	-1	-1	-1	-1	1477.54613	2435.52009	228.913739	25.5918573	[]	00:00:01
ew_zy2dbcn9.slha	301.531647	439.130829	435.714125	441.933547	1729.75857	1729.92458	0.08037983	0.1442351	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.146922	ATLAS-SUSY-2019-09	0.1397792	ATLAS-SUSY-2019-09	294.818452	1592.16452	421.49539	24.8087418	-1	00:12:23
ew_xyub7_1d.slha	78.1466038	130.933608	124.888551	144.972055	1565.28784	1565.4553	4.243947	4.591602	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-16-048	4.279177	ATLAS-SUSY-2019-09	4.758605	ATLAS-SUSY-2019-09	87.6456765	1432.42692	120.04498	30.2250359	-1	00:11:05
ew_h9siapdf.slha	441.854281	447.886032	444.007024	1040.12094	1046.40575	1046.40426	0.1720034	0.1746689	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.1975651	ATLAS-SUSY-2018-41	0.1353014	ATLAS-SUSY-2018-41	425.351173	387.171657	1011.53727	9.02900159	-1	00:46:49
ew_mrsworxd.slha	65.8730614	143.771202	139.052578	170.37865	287.635867	288.150887	0.9555426	3.182157	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	3.337341	ATLAS-SUSY-2019-09	3.050222	ATLAS-SUSY-2019-09	57.5868359	192.908614	153.073464	28.6697076	-1	00:49:38
ew_fdmrvh8h.slha	481.53225	632.407888	632.559454	1796.44909	1799.84927	1800.07126	0.03579902	0.04057553	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.02820968	CMS-SUS-21-002	0.03262667	ATLAS-SUSY-2019-08	466.609452	566.785603	1758.40748	6.09263872	-1	00:59:54
ew_o6tuad5p.slha	202.688805	275.913072	276.013563	768.52564	774.124707	775.215518	0.4428633	0.5265176	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	0.4919243	ATLAS-SUSY-2019-09	0.5538558	ATLAS-SUSY-2019-09	188.443009	229.777553	742.954475	16.4758373	-1	00:58:11
ew_aap03esl.slha	226.94768	269.963039	270.121626	1766.96398	1767.96437	1769.09759	0.5270216	0.4183979	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.3268442	ATLAS-SUSY-2019-09	0.2539036	ATLAS-SUSY-2019-09	216.443709	227.759982	1727.49312	32.7679665	-1	00:04:02
ew_c5whv8nk.slha	498.62987	504.394983	500.954484	1511.07911	2141.99074	1511.26366	-1	-1	-1	-1	-1	-1	-1	2089.35605	1387.85596	486.272271	14.5144252	[]	00:00:01
ew_1qvd31a4.slha	278.096209	343.868647	344.011193	1339.11468	1341.99062	1342.75753	0.3048834	0.3116879	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.3065028	ATLAS-SUSY-2019-09	0.3113118	ATLAS-SUSY-2019-09	265.129735	295.58753	1304.84882	10.5126042	-1	00:06:12
ew_8vool5pc.slha	452.121912	566.90594	567.00052	986.785534	994.154042	994.44289	0.01738223	0.01614763	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.06541609	CMS-SUS-16-039-agg	0.04776553	CMS-SUS-16-039-agg	430.686233	499.193793	959.072964	29.2891863	-1	00:57:30
ew_ln9miwa6.slha	244.147479	257.894862	254.586503	369.403861	1763.78861	1763.95467	0.1625476	0.1209694	ATLAS-SUSY-2019-09	0.1625476	ATLAS-SUSY-2019-09	0.1209694	ATLAS-SUSY-2019-09	344.938206	1624.55134	245.153515	28.5192516	-1	00:00:10
ew_o7c46cbp.slha	358.924345	367.37134	363.552259	749.648968	1382.07892	1382.24028	-1	-1	-1	-1	-1	-1	-1	717.731408	1256.94274	352.210017	16.548049	['CMS-SUS-16-039-agg']	00:00:04
ew_5iuy0811.slha	133.074478	146.144358	141.505903	320.49518	1310.79181	1310.95802	0.5606638	0.4325563	ATLAS-SUSY-2019-09	0.5606638	ATLAS-SUSY-2019-09	0.4325563	ATLAS-SUSY-2019-09	296.759531	1188.09757	139.616995	6.53697489	-1	00:00:20
ew_c8csr7pp.slha	492.102851	1197.96827	1198.13211	2639.96231	2642.0929	2642.56487	0.228551	0.400678	CMS-SUS-21-002	0.228551	CMS-SUS-21-002	0.400678	CMS-SUS-21-002	480.253235	1099.26359	2594.3982	11.6526278	-1	00:01:57
ew_byib2wc9.slha	256.746271	762.186806	761.851933	767.731423	1375.22932	1375.39826	1.151839	1.13583	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.147304	ATLAS-SUSY-2018-41	0.78029	ATLAS-SUSY-2018-41	243.910511	1249.98585	742.973181	32.4771318	-1	00:31:45
ew_fc844i16.slha	460.927771	895.019932	895.163715	1228.69704	1238.66236	1238.87613	0.7072741	0.8792176	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.8228029	ATLAS-SUSY-2018-41	0.604573	CMS-SUS-21-002	441.388973	810.724998	1198.52461	17.132572	-1	00:44:27
ew_ocfos841.slha	221.790994	748.195894	747.434514	756.477665	1199.07385	1199.23892	1.20784	1.208394	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.127118	ATLAS-SUSY-2018-41	0.7555774	ATLAS-SUSY-2018-41	210.107742	1080.96746	733.778893	7.95303904	-1	00:27:05
ew_rlk8sn58.slha	431.989298	1049.29754	1049.2047	1058.18557	1422.13512	1422.30527	0.3496129	0.392667	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.3978797	ATLAS-SUSY-2018-41	0.2746654	ATLAS-SUSY-2018-41	413.792455	1292.66345	1029.68058	45.7523632	-1	01:30:01
ew_q0q_anpn.slha	205.432688	503.498433	502.577378	515.211085	798.477229	798.656968	0.5196138	0.681826	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4039706	CMS-SUS-21-002	0.4702237	CMS-SUS-21-002	191.511453	693.764003	495.179383	23.2149256	-1	01:38:16
ew_e328m24x.slha	442.906658	453.399647	446.206498	906.206931	1708.35261	906.457047	0.3672981	0.3934375	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.439391	ATLAS-SUSY-2018-41	0.2994239	ATLAS-SUSY-2018-41	1657.2723	807.922405	435.539289	46.6989713	-1	00:45:03
ew_fmn2qekv.slha	328.819282	783.535518	782.530859	785.952528	1909.98933	1910.15497	0.863866	0.847006	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.8328268	ATLAS-SUSY-2018-41	0.5667752	ATLAS-SUSY-2018-41	317.395226	1767.61248	760.923006	19.9985077	-1	00:41:35
ew_ly84nr6b.slha	229.591053	246.915944	236.997467	486.688425	616.235016	616.162684	0.1269381	0.1477386	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1069708	ATLAS-SUSY-2018-41	0.1062544	CMS-SUS-21-002	451.681793	521.764712	232.90575	27.7864921	-1	00:47:51
ew_eezjgzd0.slha	205.83675	210.983024	208.890263	826.864181	2337.11774	2337.28304	-1	-1	-1	-1	-1	-1	-1	802.830747	2181.12076	200.932469	22.9451326	[]	00:00:00
ew_sdypvffj.slha	343.001518	448.034182	442.745892	452.002532	1216.7587	1216.92455	0.1407599	0.127267	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1320019	ATLAS-SUSY-2019-09	0.1210637	ATLAS-SUSY-2019-09	335.446885	1098.30288	430.69974	13.4947465	-1	00:17:30
ew_f1bjd8n5.slha	249.119656	272.498941	253.680131	444.368698	2379.8333	445.171259	0.3941956	0.4463301	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3390768	ATLAS-SUSY-2019-09	0.3199233	ATLAS-SUSY-2019-09	2326.4852	369.406555	257.779872	49.9139064	-1	01:18:27
ew_kovo7y2q.slha	327.326119	331.793937	329.478634	1708.90033	2779.29677	1709.07456	-1	-1	-1	-1	-1	-1	-1	2726.2982	1580.61517	317.688463	33.8837618	[]	00:00:00
ew_kpueeo19.slha	184.357657	251.726387	187.238351	300.099349	1707.0085	304.487062	0.5724201	0.4176363	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3452204	ATLAS-SUSY-2018-32	0.2864771	ATLAS-SUSY-2018-32	1656.0485	194.548887	235.970967	24.8680342	-1	00:07:49
ew_qmktkwh6.slha	295.942973	299.521195	297.974493	1701.71136	2570.00675	2570.17079	-1	-1	-1	-1	-1	-1	-1	1663.27187	2408.55852	286.643742	32.4343923	[]	00:00:00
ew_exbegkte.slha	489.661112	496.108388	493.82827	878.250018	2230.63332	2230.79796	-1	-1	-1	-1	-1	-1	-1	851.874537	2078.55379	478.391858	13.5818428	[]	00:00:00
ew_bcgpd3ma.slha	383.129999	628.193809	627.288439	668.136368	746.737106	746.70588	0.210117	0.2616021	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.178365	CMS-SUS-21-002	0.2012752	CMS-SUS-21-002	361.468805	616.413347	646.210192	49.1919493	-1	01:01:27
ew_qvkwbhcg.slha	121.690196	127.749445	124.698868	1193.10074	1396.54498	1396.68521	-1	-1	-1	-1	-1	-1	-1	1148.94011	1270.06007	120.502861	18.7896357	['CMS-SUS-16-039-agg']	00:00:06
ew_cag2s1fx.slha	217.219794	429.378296	424.516085	430.464754	1219.33345	1219.49778	0.408603	0.506909	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3353597	ATLAS-SUSY-2019-09	0.3780139	ATLAS-SUSY-2018-05-ewk	209.635945	1101.65035	416.270711	5.27679544	-1	00:43:59
ew_q86sh8i8.slha	131.108672	140.376588	135.479192	718.757548	987.159749	987.295605	0.5853984	0.6792461	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.710567	ATLAS-SUSY-2018-41	0.4960703	ATLAS-SUSY-2018-41	682.699724	877.746699	132.13062	12.8326086	-1	00:48:32
ew_nbxxpfit.slha	176.18555	969.762577	969.738751	973.414376	1985.50745	1985.67353	0.6583189	0.8044532	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.7606133	ATLAS-SUSY-2018-41	0.5387262	CMS-SUS-21-002	167.656178	1841.04238	944.728062	25.87372	-1	00:44:20
ew_mmhifwu7.slha	362.320029	793.248415	793.412267	2037.55448	2039.51274	2040.23577	1.246788	1.496897	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.411694	ATLAS-SUSY-2018-41	1.020782	CMS-SUS-21-002	349.846166	713.316427	1996.18099	24.3866557	-1	01:04:45
ew_64im27b1.slha	243.346699	250.14033	246.811081	969.349481	1375.78108	1375.93693	-1	-1	-1	-1	-1	-1	-1	931.434044	1250.33794	237.981331	29.3134234	['CMS-SUS-16-039-agg']	00:00:06
ew_y9ckprd4.slha	196.2539	213.445837	201.254288	502.247154	1258.11606	502.750115	0.01787817	0.1259453	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.08075853	CMS-SUS-21-002	0.09199432	CMS-SUS-21-002	1210.87028	422.968751	200.648134	19.5387763	-1	00:37:54
ew_8wyy7dv5.slha	286.442038	289.550033	288.288543	1790.19634	3060.81282	3060.97778	-1	-1	-1	-1	-1	-1	-1	1756.37108	2889.41314	277.080262	49.4847453	[]	00:00:03
ew_8v3c_u0c.slha	270.225487	840.833389	839.94738	841.969035	2968.23798	2968.40272	0.9468889	0.9830396	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.9911056	ATLAS-SUSY-2018-41	0.6815572	ATLAS-SUSY-2018-41	263.44521	2800.5438	815.776283	17.2389739	-1	00:38:45
ew_dtr46ipd.slha	180.460368	188.519489	185.144405	552.056866	1509.11518	1509.28086	0.04986249	0.03025053	ATLAS-SUSY-2019-09	0.04986249	ATLAS-SUSY-2019-09	0.03025053	ATLAS-SUSY-2019-09	526.602296	1378.3418	177.97642	39.2248276	-1	00:00:06
ew_38ammlws.slha	329.583616	332.793293	331.466073	1792.99361	2949.02172	2949.18625	-1	-1	-1	-1	-1	-1	-1	1757.86056	2779.94475	318.969703	32.7492921	[]	00:00:00
ew_pqpaethg.slha	424.607423	430.747447	427.290673	1380.0789	1829.49358	1380.2723	-1	-1	-1	-1	-1	-1	-1	1777.7299	1259.61814	413.713697	43.3658871	['CMS-SUS-16-039-agg']	00:00:04
ew_94mgfi8t.slha	287.602071	1091.20639	1091.20659	1094.97017	2025.85348	2026.01976	0.3526802	0.4591607	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4151214	ATLAS-SUSY-2018-41	0.3337657	CMS-SUS-21-002	276.468114	1879.99021	1064.79008	38.9569081	-1	01:15:34
ew_z0rsyubk.slha	181.305334	357.274706	354.696225	359.825727	2918.13296	2918.29808	0.6947573	0.761085	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6587027	ATLAS-SUSY-2019-09	0.57598	ATLAS-SUSY-2019-09	179.237485	2749.97192	342.307418	17.6757403	-1	01:07:09
ew_rjijfqju.slha	196.503596	202.21966	199.164389	1257.72033	2910.39615	1257.90233	0.05960417	0.1037207	CMS-SUS-21-002	0.05960417	CMS-SUS-21-002	0.1037207	CMS-SUS-21-002	2857.66762	1149.66413	191.794247	37.6783362	-1	00:01:44
ew_gfb7d_zo.slha	434.419202	440.848801	438.786011	776.197706	2398.25722	2398.42223	-1	-1	-1	-1	-1	-1	-1	752.743948	2241.20543	423.52636	33.5152412	[]	00:00:01
ew_7zqi4bvy.slha	164.412877	168.747112	166.68706	1792.38561	2133.00734	1792.56661	-1	-1	-1	-1	-1	-1	-1	2079.9342	1655.51176	159.920621	48.1514747	[]	00:00:00
ew_0u_4w16j.slha	442.383687	446.417091	444.205366	1977.35204	3047.66957	1977.52357	-1	-1	-1	-1	-1	-1	-1	2995.68226	1841.07386	430.434464	12.3913513	[]	00:00:00
ew_2fz_ohv3.slha	413.589013	434.445833	428.046189	507.111121	993.1372	993.2952	0.03201581	0.04142937	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.03681457	ATLAS-SUSY-2018-41	0.0303304	CMS-SUS-21-002	469.035268	882.580519	416.691854	47.6285194	-1	01:04:44
ew_j3nq9kim.slha	20.1411007	249.615724	246.499117	251.000522	2541.89247	2542.05809	3.150852	3.322925	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.915961	ATLAS-SUSY-2019-09	2.552498	ATLAS-SUSY-2019-09	16.3593392	2380.79666	236.855229	44.7756636	-1	00:43:08
ew_6k6okyju.slha	289.063102	299.626553	297.547388	436.468117	3092.67416	3092.83933	0.07996444	0.04851275	ATLAS-SUSY-2019-09	0.07996444	ATLAS-SUSY-2019-09	0.04851275	ATLAS-SUSY-2019-09	418.097844	2921.06759	286.197132	29.4487148	-1	00:00:02
ew_8i7iguf1.slha	364.42454	891.099294	890.324976	893.50788	2074.5571	2074.72248	0.6626847	0.6739335	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.6907038	ATLAS-SUSY-2018-41	0.4736963	ATLAS-SUSY-2018-41	352.700439	1927.60001	866.451413	20.2621247	-1	00:25:00
ew_euq6hovx.slha	251.411603	255.709437	254.063464	956.876182	2902.42811	2902.5933	-1	-1	-1	-1	-1	-1	-1	934.903079	2734.03671	244.12144	30.735782	[]	00:00:02
ew_3j2qg1h5.slha	159.682778	163.248812	161.591555	2089.81153	2983.12778	2089.98275	-1	-1	-1	-1	-1	-1	-1	2930.58031	1947.74721	154.990125	36.5487213	[]	00:00:00
ew_y1ndvlh1.slha	258.360184	296.949679	266.925558	396.653369	429.40326	410.34718	0.009979615	0.009041649	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.009954305	CMS-SUS-21-002	0.007332125	CMS-SUS-21-002	380.257762	310.970621	280.616737	29.5759992	-1	00:25:45
ew_kcamcd_f.slha	80.3261643	386.10785	384.140892	387.847915	1926.93171	1927.0977	2.014553	2.113633	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.325209	ATLAS-SUSY-2018-05-ewk	1.265773	ATLAS-SUSY-2018-05-ewk	74.9441609	1782.99117	371.091271	21.4921898	-1	00:42:50
ew_6lymq14e.slha	374.433201	402.75888	377.986145	532.048853	2041.03954	532.989291	0.01878142	0.1347227	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1233094	ATLAS-SUSY-2019-09	0.1171972	ATLAS-SUSY-2019-09	1988.40656	444.462332	385.535824	49.128863	-1	00:50:38
ew_guamt20i.slha	277.91164	303.743757	283.404608	466.897439	781.971834	468.092331	0.01845053	0.02153627	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.01622791	CMS-SUS-21-002	0.01611009	CMS-SUS-21-002	740.534593	378.829339	287.927449	39.0342951	-1	00:53:23
ew_5vc4ebj2.slha	328.939631	947.706417	947.87072	2429.43318	2431.06941	2431.74194	1.115478	1.411137	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.284912	ATLAS-SUSY-2018-41	1.013333	CMS-SUS-21-002	318.779185	860.01767	2384.68596	22.2496059	-1	01:14:32
ew_y915e3zq.slha	80.5579796	127.999847	110.417583	140.163605	369.342318	369.57494	2.708057	2.842182	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	2.59444	ATLAS-SUSY-2019-09	2.891065	ATLAS-SUSY-2019-09	95.9906119	283.134177	113.072661	23.4208754	-1	00:56:00
ew_ubu1eee_.slha	355.333507	947.523596	946.913526	949.289763	2546.82462	2546.98961	0.5692905	0.626997	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.6346402	ATLAS-SUSY-2018-41	0.4372772	ATLAS-SUSY-2018-41	345.364864	2387.53504	920.940173	31.2307294	-1	01:02:04
ew__lzw6m3h.slha	459.985539	578.792361	578.955932	2923.7082	2924.46403	2925.214	0.02198578	0.01793613	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,CMS-SUS-13-012,CMS-SUS-21-002	0.06219703	CMS-SUS-16-039-agg	0.04608251	CMS-SUS-16-039-agg	449.100816	515.942858	2875.11558	28.9895183	-1	00:02:39
ew_lhly8kuf.slha	38.5190872	390.371009	390.534563	2172.94082	2173.74694	2174.75519	3.654732	4.549265	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.940496	CMS-SUS-21-002	3.371754	CMS-SUS-21-002	33.5220638	339.410507	2129.58134	31.0051852	-1	01:45:23
ew_u9ssr2kr.slha	421.080176	1034.75366	1034.65357	1044.33866	1384.50432	1384.67488	0.3749314	0.4196337	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4296901	ATLAS-SUSY-2018-41	0.2962537	ATLAS-SUSY-2018-41	403.027715	1256.12402	1015.62883	37.9467797	-1	00:52:15
ew_njooe44y.slha	37.9882995	1096.32417	1096.48892	1865.93036	1870.02495	1870.59112	0.7939761	1.083094	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.8450995	ATLAS-SUSY-2018-41	0.8626285	CMS-SUS-21-002	33.1783394	1001.01971	1827.87532	11.192137	-1	01:26:11
ew_9e2bu8we.slha	268.914022	275.151412	271.616198	1398.97089	1419.22856	1411.1032	-1	-1	-1	-1	-1	-1	-1	1351.1568	1285.62682	265.028944	7.36624005	['CMS-SUS-16-039-agg']	00:00:07
