#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination	Time_taken
ew_977eof11.slha	387.525593	394.699115	390.277218	1117.02634	2615.83223	1117.22069	0.09867534	0.1155899	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.1144066	ATLAS-SUSY-2018-41	0.07937282	ATLAS-SUSY-2018-41	2562.55728	1014.21985	378.523466	47.4132336	-1	00:03:09
ew_ptedvsp0.slha	165.736641	169.65079	167.839123	1450.52763	2404.4943	2404.65871	-1	-1	-1	-1	-1	-1	-1	1414.99546	2246.87781	163.371014	9.57360202	['ATLAS-SUSY-2016-07', 'ATLAS-SUSY-2016-32']	00:00:04
#Has files from 2 to 4
