#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination	Time_taken
ew_gj6x3mln.slha	299.128201	304.78267	301.694657	1358.80706	2344.33937	1358.98953	-1	-1	-1	-1	-1	-1	-1	2291.06379	1243.02222	291.177074	37.2116705	['CMS-SUS-16-039-agg']	00:00:06
ew_byfmlo3m.slha	173.104745	176.96702	175.175516	2024.59704	2300.98482	2024.77635	-1	-1	-1	-1	-1	-1	-1	2247.6139	1880.0015	168.026798	44.0775691	[]	00:00:00
ew_9358228_.slha	370.374371	375.400307	372.962923	1487.89836	1782.32399	1782.47794	-1	-1	-1	-1	-1	-1	-1	1442.22417	1642.43288	359.955449	43.5145455	[]	00:00:00
ew_1sget9f7.slha	478.180709	482.182076	480.134817	2041.78734	2593.92479	2041.96132	-1	-1	-1	-1	-1	-1	-1	2540.74566	1899.79181	464.094132	28.5105876	[]	00:00:00
ew_w6wpmla5.slha	138.70227	193.780374	143.346829	254.831864	1018.62631	259.561137	0.5530659	0.6126431	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4546617	ATLAS-SUSY-2018-32	0.5256522	ATLAS-SUSY-2018-32	974.03629	160.478866	177.891929	44.0066481	-1	00:19:21
ew_vhjoy3sf.slha	441.894288	486.12609	483.679488	508.15286	2267.84936	2268.01458	0.006177334	0.005501972	ATLAS-SUSY-2013-11,CMS-SUS-16-048	0.006074275	CMS-SUS-16-048	0.005501412	CMS-SUS-16-048	452.438322	2114.36191	467.542363	26.2195809	-1	00:01:03
ew_hxosirak.slha	36.0613634	225.60706	221.461722	226.104526	2392.31581	2392.48153	4.288164	3.648007	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.269841	ATLAS-SUSY-2019-09	2.730343	ATLAS-SUSY-2019-09	32.8520873	2234.88786	212.817532	31.2099017	-1	00:31:00
ew_e0af134q.slha	407.210712	414.428181	411.85194	740.028319	1933.46971	1933.6347	-1	-1	-1	-1	-1	-1	-1	713.54058	1789.04324	397.681323	38.2877739	[]	00:00:02
ew_4kd3mfe5.slha	159.038902	222.263842	212.619646	227.72501	645.104389	645.286927	1.33853	1.167302	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	1.24788	ATLAS-SUSY-2019-09	1.106363	ATLAS-SUSY-2019-09	159.074044	549.557045	207.96822	48.4864227	-1	00:37:02
ew_8ga79bl0.slha	332.894095	643.960365	641.919339	644.462846	2903.96229	2904.12712	0.5270165	0.5509226	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3591011	ATLAS-SUSY-2018-05-ewk	0.3512397	CMS-SUS-21-002	326.534715	2737.0118	622.372221	14.6296797	-1	00:39:33
ew_71l936r9.slha	330.104903	336.178228	334.055975	728.331597	2352.35183	2352.51706	-1	-1	-1	-1	-1	-1	-1	705.711247	2196.08792	321.70071	39.8608498	[]	00:00:05
ew_gf5_k80e.slha	271.325816	515.018505	515.013443	642.453697	667.377914	667.608738	0.6789109	0.8645048	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.5548876	CMS-SUS-21-002	0.6955163	ATLAS-SUSY-2019-08	253.324563	462.62897	620.799278	36.1987763	-1	00:46:53
ew_p7kqnumo.slha	482.035296	485.509916	483.830328	2373.48176	2676.90326	2373.65645	-1	-1	-1	-1	-1	-1	-1	2623.81627	2220.62239	467.457553	26.1310084	[]	00:00:01
ew_fx3f8_kg.slha	423.639072	452.240782	428.326016	590.610688	861.031941	591.947989	0.04756823	0.03639873	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.03507577	ATLAS-SUSY-2016-24	0.02814722	ATLAS-SUSY-2016-24	818.194904	491.928133	433.684947	28.2535233	-1	00:55:01
ew_4lwe8a_p.slha	405.887776	453.847777	409.12717	523.529009	978.201563	526.042072	0.009952687	0.01708757	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,CMS-SUS-13-012,CMS-SUS-21-002	0.04050716	CMS-SUS-16-039-agg	0.03030582	CMS-SUS-16-039-agg	933.835972	411.678801	435.498182	49.8843645	-1	00:03:23
ew_kbt2a2i1.slha	415.876505	419.979586	418.069682	1759.63109	2186.66364	2186.82382	-1	-1	-1	-1	-1	-1	-1	1714.29385	2035.02039	403.46179	33.1035926	[]	00:00:04
ew_ppfiouxa.slha	298.267916	325.631503	316.920903	375.744768	746.871034	747.022169	0.1285783	0.1221334	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	0.1033948	ATLAS-SUSY-2019-09	0.09156618	ATLAS-SUSY-2019-09	335.900349	646.824493	309.753497	38.4530536	-1	01:13:44
ew_bmv5cz11.slha	386.635997	585.186198	582.520962	586.574039	2158.79933	2158.96462	0.1507026	0.1725973	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1180198	ATLAS-SUSY-2019-09	0.122241	ATLAS-SUSY-2019-09	377.874949	2008.53339	564.289211	24.4144428	-1	01:05:39
ew_vqpjuuch.slha	427.045435	445.886342	430.363042	655.502002	2452.6331	655.966119	0.08797429	0.08675236	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.06795976	CMS-SUS-21-002	0.07264188	CMS-SUS-21-002	2399.42082	570.241537	427.787345	34.4670239	-1	01:09:26
ew_okuzno9r.slha	186.178908	713.028371	713.19655	1116.02435	1122.84969	1123.72338	2.733749	3.11672	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.989328	ATLAS-SUSY-2018-41	2.066675	CMS-SUS-21-002	173.826697	635.920365	1087.27713	43.0690135	-1	01:13:46
ew_l0bqojdw.slha	430.691848	433.711518	432.373598	2698.93756	2759.25814	2749.82363	-1	-1	-1	-1	-1	-1	-1	2645.84852	2585.11269	416.995715	37.0827007	[]	00:00:04
ew_l6ol77e4.slha	136.208151	142.261289	138.997826	1281.2406	1684.62229	1281.43617	0.05029318	0.0876027	CMS-SUS-21-002	0.05029318	CMS-SUS-21-002	0.0876027	CMS-SUS-21-002	1633.72835	1164.32073	134.977483	13.598157	-1	00:01:38
ew_fo6a2k_6.slha	378.504162	390.33859	383.872424	731.988566	933.357221	933.453039	0.08332946	0.09411325	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.09532901	ATLAS-SUSY-2018-41	0.06465562	ATLAS-SUSY-2018-41	693.845051	825.611396	373.573946	36.0439525	-1	01:16:33
ew_s3gga86g.slha	358.854182	427.735034	361.229064	480.931116	929.074365	484.398188	0.009466904	0.0551899	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.05468686	ATLAS-SUSY-2019-09	0.05414203	ATLAS-SUSY-2019-09	885.777319	354.81505	410.841198	9.3813248	-1	00:18:21
ew_bicwrma0.slha	136.139259	142.284023	139.038275	1167.17742	2479.48753	1167.3643	0.2209357	0.2691593	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.2528636	ATLAS-SUSY-2018-41	0.1820101	CMS-SUS-21-002	2426.09464	1061.1368	133.851238	34.0665629	-1	00:02:39
ew_12m1dlwk.slha	403.062254	1054.43571	1053.90527	1055.84848	2983.66779	2983.83272	0.3410429	0.4231752	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4184066	ATLAS-SUSY-2018-41	0.2897926	ATLAS-SUSY-2018-41	393.621718	2815.46634	1025.933	42.0926771	-1	00:52:53
ew_a3s_m6yn.slha	357.865352	361.920266	359.914309	1932.15974	2147.4522	2147.60472	-1	-1	-1	-1	-1	-1	-1	1882.39025	1997.23079	348.386673	12.2905684	[]	00:00:01
ew_6ygfam7x.slha	127.433273	1143.89192	1144.02919	1146.84685	2459.78075	2459.94626	0.3437806	0.4388356	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.3688252	ATLAS-SUSY-2018-41	0.3263836	CMS-SUS-21-002	120.838215	2302.78188	1115.51127	39.4450626	-1	00:02:43
ew_toijcgd8.slha	408.90109	412.503714	410.908617	1914.47207	2486.66874	2486.83143	-1	-1	-1	-1	-1	-1	-1	1870.553	2327.16541	396.350059	46.9124971	[]	00:00:03
ew_uyhv0_ri.slha	346.857946	352.804021	350.318279	893.611918	1957.72523	1957.88971	-1	-1	-1	-1	-1	-1	-1	864.779935	1812.86939	338.560991	16.2569193	[]	00:00:00
ew_wv6q4zs_.slha	128.495552	625.765281	625.92649	1862.73119	1865.93373	1866.27233	3.552832	4.335046	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	4.049225	ATLAS-SUSY-2018-41	2.964389	CMS-SUS-21-002	122.788195	561.934857	1824.07841	5.14644375	-1	00:48:01
ew_13rb_gxp.slha	462.373507	466.574536	464.407193	1835.69102	2251.35935	2251.5186	-1	-1	-1	-1	-1	-1	-1	1790.1867	2099.23479	452.115626	6.79336001	[]	00:00:03
ew_qpzce81z.slha	261.96149	266.873403	264.535956	1425.85431	1792.37301	1792.53045	-1	-1	-1	-1	-1	-1	-1	1381.99613	1652.12169	254.644147	32.6714649	[]	00:00:00
ew_fvo2fbto.slha	364.847046	368.429746	367.050165	1322.74653	3162.47141	3162.63624	-1	-1	-1	-1	-1	-1	-1	1297.46638	2990.07274	354.022999	18.830969	[]	00:00:00
ew__5qk1wv0.slha	100.403071	587.201836	586.956219	591.984537	1386.04384	1386.21295	2.29693	2.222193	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.962172	ATLAS-SUSY-2018-41	1.347511	ATLAS-SUSY-2018-41	91.8875146	1260.31672	570.485284	43.516063	-1	00:45:34
ew_6wre2eta.slha	382.596172	931.524887	931.682638	1205.42287	1216.77712	1217.20599	0.999077	1.214875	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.148111	ATLAS-SUSY-2018-41	0.8452673	CMS-SUS-21-002	364.874922	845.523447	1175.69501	29.8769187	-1	00:41:00
ew_3s_7avsz.slha	301.864092	311.04038	305.589543	932.636588	1268.05823	932.889369	0.6669915	0.6968858	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.7571912	ATLAS-SUSY-2018-41	0.5242376	ATLAS-SUSY-2018-41	1220.50928	829.947869	296.578827	44.0788201	-1	00:41:31
ew_6g66n3c9.slha	423.268562	448.411771	447.941178	1372.55937	1375.09852	1375.99098	8.70822e-05	7.001976e-05	ATLAS-SUSY-2013-11,CMS-SUS-16-048	7.286926e-05	CMS-SUS-16-048	6.271689e-05	CMS-SUS-16-048	405.461084	388.696944	1338.63875	34.9688387	-1	00:01:13
ew_0hy5k0ei.slha	110.02327	128.112683	123.923484	203.947744	2142.09137	2142.25754	1.627506	1.452175	ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048	1.570952	ATLAS-SUSY-2019-09	1.354283	ATLAS-SUSY-2019-09	179.884717	1990.92238	119.155537	24.4556286	-1	00:09:38
ew_96p91v4o.slha	431.050302	437.62532	433.95807	1376.49098	1457.62848	1376.76741	-1	-1	-1	-1	-1	-1	-1	1408.40507	1253.27969	420.414681	24.2825138	['CMS-SUS-16-039-agg']	00:00:05
ew_vcvlc8dm.slha	466.555308	886.506701	886.611268	1044.6044	1064.58721	1064.72919	0.6446669	0.7965159	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.7470776	ATLAS-SUSY-2018-41	0.54447	CMS-SUS-21-002	444.862049	808.933804	1017.80444	42.4670109	-1	01:15:12
ew_czarck6b.slha	246.986624	254.677779	250.057565	966.347093	2782.44234	966.548447	0.6085875	0.6830916	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.7248521	ATLAS-SUSY-2018-41	0.50428	ATLAS-SUSY-2018-41	2729.47257	872.18221	242.179503	28.9138905	-1	00:47:12
ew_8hk8yncw.slha	301.277657	317.355662	314.14487	403.566462	1757.45902	1757.62494	0.1117503	0.08761658	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.09583454	ATLAS-SUSY-2019-09	0.07744245	ATLAS-SUSY-2019-09	375.954647	1618.56033	302.901894	29.8376047	-1	00:03:56
ew_o79kt3gv.slha	266.729056	269.773661	268.469338	2374.23401	2752.27645	2752.43799	-1	-1	-1	-1	-1	-1	-1	2325.79482	2586.67459	257.934213	42.8642684	[]	00:00:00
ew_1odxsxti.slha	144.74165	1071.59798	1071.76241	1940.52551	1944.02229	1944.59854	0.8516165	1.166135	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.9060184	ATLAS-SUSY-2018-41	0.9354072	CMS-SUS-21-002	137.434283	977.167451	1901.28467	12.7375183	-1	00:45:44
ew_dnygf43x.slha	181.029667	381.451378	381.611428	2057.16503	2059.21731	2059.72869	1.253379	1.527235	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.9690868	ATLAS-SUSY-2019-08	1.258729	ATLAS-SUSY-2019-08	174.39047	335.904841	2014.74752	5.97603831	-1	01:34:25
ew__xrl7tjz.slha	29.8287267	927.520802	927.776026	1052.08996	1076.99736	1077.72992	1.474948	1.889236	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.693768	ATLAS-SUSY-2018-41	1.329249	CMS-SUS-21-002	22.3329243	853.244051	1024.61152	36.8779013	-1	01:02:53
ew_jw6m4e0r.slha	388.426056	395.362667	394.374818	1700.78624	1703.16098	1703.7444	-1	-1	-1	-1	-1	-1	-1	374.808833	344.167796	1662.10084	8.70496651	[]	00:00:02
ew_ljdb7otw.slha	172.52241	720.2991	719.891129	723.423709	1852.98145	1853.14781	1.57972	1.582799	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.587327	ATLAS-SUSY-2018-41	1.082955	ATLAS-SUSY-2018-41	163.809381	1711.68957	699.323016	37.0683161	-1	00:30:50
ew_8xzrmkhu.slha	94.9455938	744.964064	744.494148	746.975948	2613.48642	2613.65146	1.686399	1.754416	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.788583	ATLAS-SUSY-2018-41	1.233812	ATLAS-SUSY-2018-41	89.7176751	2452.40447	722.181335	23.5463952	-1	00:38:04
ew_27go1t75.slha	303.7658	307.392586	305.84804	1404.84188	3019.97989	3020.14465	-1	-1	-1	-1	-1	-1	-1	1377.204	2850.37976	298.820687	5.77393303	[]	00:00:02
ew_vl9ae1ww.slha	76.7798737	976.111539	976.584113	1016.08527	1097.94554	1098.29755	0.9544388	1.205026	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.097173	ATLAS-SUSY-2018-41	0.8529587	CMS-SUS-21-002	67.6548533	952.596003	988.117486	32.8545534	-1	01:14:57
ew_4amo_6gp.slha	315.537956	319.214927	317.607772	1647.65394	2540.42034	2540.58434	-1	-1	-1	-1	-1	-1	-1	1609.93503	2379.84699	305.987226	22.9090433	[]	00:00:03
ew_opbf6s7a.slha	29.5448247	514.858967	515.025993	1115.62109	1119.50442	1120.70714	4.686886	5.044309	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.313269	ATLAS-SUSY-2018-41	3.563484	CMS-SUS-21-002	22.3608719	450.160224	1085.30675	32.1832858	-1	00:46:50
ew_yuv7lkah.slha	254.264893	258.572181	256.918716	966.884118	2910.51898	2910.6841	-1	-1	-1	-1	-1	-1	-1	944.890979	2742.18215	247.64678	17.0714802	[]	00:00:03
ew_vpujykha.slha	321.724313	1166.5168	1166.67925	2152.20943	2156.10307	2156.3839	0.5773819	0.7287364	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.5614149	ATLAS-SUSY-2018-41	0.5831617	CMS-SUS-21-002	312.140746	1070.89489	2112.65744	6.44634708	-1	00:02:11
ew_hjjejs1w.slha	253.565489	1054.12387	1054.2851	1586.0334	1592.67487	1593.03355	0.8385311	1.128804	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.9228035	ATLAS-SUSY-2018-41	0.8832326	CMS-SUS-21-002	242.624014	962.033961	1552.05719	9.19288978	-1	00:52:47
ew_fn4saoej.slha	388.325488	978.060969	977.565297	980.5652	2182.34512	2182.51067	0.4896321	0.5428668	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.543835	ATLAS-SUSY-2018-41	0.3746764	ATLAS-SUSY-2018-41	376.073886	2032.02154	952.024227	36.9771571	-1	00:45:13
ew_f7gasq5s.slha	315.127566	318.366397	316.862441	2486.23374	2562.73945	2555.48682	-1	-1	-1	-1	-1	-1	-1	2433.04906	2394.87607	305.897085	15.6283649	[]	00:00:03
ew_fnfv4fci.slha	469.381477	475.092524	472.685156	1041.84064	1976.65505	1976.81903	-1	-1	-1	-1	-1	-1	-1	1009.71418	1831.06387	456.93023	37.4754322	[]	00:00:00
ew_z2ml6bf3.slha	432.000427	442.625848	435.266512	892.811337	1747.73104	893.061731	0.386656	0.415493	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.4652886	ATLAS-SUSY-2018-41	0.3168452	ATLAS-SUSY-2018-41	1696.53631	795.833627	424.829515	31.2808797	-1	01:23:41
ew_x3jvzc8k.slha	139.767007	289.233476	289.392822	1138.58713	1140.88186	1142.23654	1.361789	1.191343	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.850733	ATLAS-SUSY-2018-32	0.8161987	ATLAS-SUSY-2018-32	129.276177	242.554863	1106.86	26.7478904	-1	00:41:06
ew_l4d1mkac.slha	362.462954	420.766042	417.23797	435.489082	1634.35026	1634.51614	0.00650523	0.005684504	ATLAS-SUSY-2013-11,CMS-SUS-16-048	0.006465273	CMS-SUS-16-048	0.005681401	CMS-SUS-16-048	365.519295	1500.07667	403.812926	19.8625339	-1	00:00:51
ew_gr8hf32x.slha	329.734916	333.700938	331.836908	2084.82648	2100.66551	2090.95371	-1	-1	-1	-1	-1	-1	-1	2032.51018	1942.19093	319.692974	47.5859177	[]	00:00:03
ew_a6jkgebb.slha	61.2298566	487.747937	487.912163	2573.99378	2574.66006	2575.5709	4.185447	4.746746	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.786999	CMS-SUS-21-002	3.503454	CMS-SUS-21-002	56.3148642	430.108562	2528.75699	39.3367249	-1	00:48:39
ew_y17jsd7m.slha	205.832212	209.420837	207.738242	2102.59069	2915.55961	2102.76203	-1	-1	-1	-1	-1	-1	-1	2862.83208	1959.82879	199.512494	33.6596947	[]	00:00:02
ew_s6e3vd7o.slha	164.699334	167.655416	166.397433	2352.10223	2821.00778	2821.17065	-1	-1	-1	-1	-1	-1	-1	2305.19732	2653.70395	159.424295	41.8396725	[]	00:00:00
ew_5tojm_ue.slha	389.283431	858.615297	858.779803	2708.57711	2709.68834	2710.40853	1.099868	1.326472	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.292839	ATLAS-SUSY-2018-41	0.8829606	CMS-SUS-21-002	378.730894	776.360546	2662.62329	34.4800646	-1	00:39:22
ew_r63pf2yi.slha	442.705186	449.390549	446.573119	909.130517	1844.66985	1844.83359	-1	-1	-1	-1	-1	-1	-1	878.66319	1703.82084	433.060782	11.816296	[]	00:00:03
ew_nlpg8kjg.slha	201.875558	378.90251	379.057423	925.310205	929.726337	930.937292	0.9223807	1.02446	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6025024	ATLAS-SUSY-2018-32	0.7291705	ATLAS-SUSY-2019-08	188.109005	323.594121	897.686164	34.8071468	-1	00:48:13
ew_i_tl4whp.slha	332.768043	434.850199	428.03559	436.390881	980.62393	980.790505	0.01083642	0.06531762	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-13-012	0.0687947	CMS-SUS-16-039-agg	0.07772679	CMS-SUS-16-039-agg	322.698404	870.990332	416.785986	32.3692762	-1	00:00:47
ew_vsd727ed.slha	492.413277	504.192873	495.24658	871.682182	2857.98548	871.938606	0.2319759	0.2472333	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.2670401	ATLAS-SUSY-2018-41	0.1804753	ATLAS-SUSY-2018-41	2805.34268	780.97139	485.066702	26.2054339	-1	00:48:52
ew_r2w4pfow.slha	387.329569	1181.69946	1181.67953	1186.22895	1931.41136	1931.57802	0.2465039	0.3077165	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.2718621	ATLAS-SUSY-2018-41	0.2228448	CMS-SUS-21-002	373.458594	1788.30474	1154.80811	36.1338648	-1	00:02:30
ew_srvw1weh.slha	479.773897	488.546731	482.760502	1065.88694	1755.35287	1066.10673	0.2480914	0.2742741	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.3063726	ATLAS-SUSY-2018-41	0.2111687	ATLAS-SUSY-2018-41	1704.16172	960.418043	469.856671	26.6847693	-1	00:52:33
