#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_4k9fx8vo.slha	440.789131	445.116878	443.305361	1297.21868	2463.33459	2463.49896	-1	-1	-1	-1	-1	-1	-1	1265.43554	2304.92308	428.13453	22.3718018	[]
ew__pwninar.slha	242.101667	244.973535	243.778692	2081.5134	3149.44498	3149.60956	-1	-1	-1	-1	-1	-1	-1	2044.28289	2976.81284	234.526599	21.7268331	[]
ew_rn2ta274.slha	325.997526	329.120344	327.723549	2590.22701	2690.58401	2590.4122	-1	-1	-1	-1	-1	-1	-1	2637.37252	2430.15334	315.446345	32.5822859	[]
ew_oyk2pdvd.slha	361.899685	366.031964	363.868179	1860.26575	3016.28199	1860.43791	-1	-1	-1	-1	-1	-1	-1	2964.04123	1727.67987	351.337266	21.255432	[]
ew_eifcp_1i.slha	486.563588	491.243182	488.757132	1801.41983	2192.18289	1801.60077	-1	-1	-1	-1	-1	-1	-1	2139.24962	1665.72369	472.823168	29.8871629	[]
ew_r06p77rp.slha	257.70561	261.973764	260.249275	1077.26201	2602.09142	2602.25656	-1	-1	-1	-1	-1	-1	-1	1050.81095	2439.6531	250.046781	45.0455336	[]
ew_2pp7uuii.slha	435.712447	513.309173	511.337005	525.127998	2926.74547	2926.91036	0.001933891	0.001660603	CMS-SUS-16-048	0.001933891	CMS-SUS-16-048	0.001660603	CMS-SUS-16-048	438.877868	2758.98586	494.969519	14.4425928	-1
ew_8bmjh9tk.slha	136.769218	140.260407	138.695969	2052.44816	2367.95085	2368.11051	-1	-1	-1	-1	-1	-1	-1	2003.65086	2210.70896	132.973932	34.3205092	[]
ew_g5_vz5_q.slha	226.886045	231.985893	229.183216	1504.15711	2348.59962	1504.33607	-1	-1	-1	-1	-1	-1	-1	2295.42837	1382.03703	222.120911	12.2050506	[]
ew_6cig6o4c.slha	126.91638	133.120561	129.340499	1167.38066	2691.99279	1167.56584	0.263657	0.3262153	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.3013217	ATLAS-SUSY-2018-41	0.2221795	CMS-SUS-21-002	2638.89999	1062.83656	127.855628	7.14346957	-1
ew_xaa9md8u.slha	195.980998	208.336586	203.626975	390.365189	1136.79639	1136.9632	0.2904031	0.3008792	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-09,CMS-SUS-21-002	0.2667081	ATLAS-SUSY-2018-41	0.1899985	CMS-SUS-21-002	364.010698	1020.43343	196.367927	48.6494767	-1
ew_fp3elyhk.slha	290.707975	299.148864	294.900024	805.194018	1201.83234	1201.9848	0.08351091	0.146586	CMS-SUS-21-002	0.08351091	CMS-SUS-21-002	0.146586	CMS-SUS-21-002	769.547334	1083.62228	285.708414	17.3335755	-1
ew_8pq4lcxq.slha	453.789254	498.091873	456.467764	582.455362	1443.98091	584.047452	0.01314123	0.01079134	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,CMS-SUS-13-012,CMS-SUS-21-002	0.0256801	CMS-SUS-16-039-agg	0.01809891	CMS-SUS-16-039-agg	1395.19363	474.212376	479.486325	12.6349179	-1
ew_8hk8yncw.slha	301.277657	317.355662	314.14487	403.566462	1757.45902	1757.62494	0.1117503	0.08761658	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.09583454	ATLAS-SUSY-2019-09	0.07744245	ATLAS-SUSY-2019-09	375.954647	1618.56033	302.901894	29.8376047	-1
ew_ueqqkuki.slha	239.25628	251.623749	242.963652	659.99164	2382.81826	660.279867	1.255933	1.211713	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.114559	ATLAS-SUSY-2018-41	0.7535308	ATLAS-SUSY-2018-41	2329.65441	579.748347	239.066628	14.5793997	-1
ew__ab_bkyj.slha	395.572185	400.831734	398.202527	1428.627	1756.42494	1756.57948	-1	-1	-1	-1	-1	-1	-1	1384.25683	1617.96251	385.053485	19.1751907	[]
ew_2narv004.slha	174.845113	180.813312	178.307254	719.876776	2054.94465	2055.10998	-1	-1	-1	-1	-1	-1	-1	695.705076	1906.75612	173.227656	10.1397541	[]
