#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_ft9y5vtn.slha	383.126587	386.370814	384.942454	2052.779	2781.59512	2781.75859	-1	-1	-1	-1	-1	-1	-1	2010.92703	2616.13048	371.593804	17.7331589	[]
ew_hz2w0aik.slha	410.937474	415.362153	413.382876	1441.27821	2168.07244	2168.23572	-1	-1	-1	-1	-1	-1	-1	1402.65358	2016.65516	399.011934	47.8819981	[]
ew_syv0rlui.slha	249.954719	255.808866	252.85236	1411.40349	1442.72534	1434.97532	-1	-1	-1	-1	-1	-1	-1	1362.80261	1307.52393	243.605334	41.2909153	['CMS-SUS-16-039-agg']
ew_n5q8waln.slha	201.688843	356.834731	356.997766	2652.2317	2652.83346	2653.72688	0.9756861	0.8273364	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.7439951	ATLAS-SUSY-2018-32	0.5995503	ATLAS-SUSY-2018-32	194.473502	310.411083	2604.89323	29.4820248	-1
ew_4u9btb08.slha	202.46926	205.372145	204.128681	2157.97596	3032.09269	3032.25705	-1	-1	-1	-1	-1	-1	-1	2117.86865	2861.34157	196.727011	17.1561535	[]
ew_gu1mgl3f.slha	195.103587	755.71636	754.661746	756.784142	2955.23548	2955.40024	1.430141	1.426114	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.458575	ATLAS-SUSY-2018-41	0.9988561	ATLAS-SUSY-2018-41	189.768366	2787.93734	733.129815	11.3996205	-1
ew_ph1k2buh.slha	115.496686	874.334927	874.49966	3007.41395	3008.24134	3008.9938	1.886999	2.371007	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	2.154647	ATLAS-SUSY-2018-41	1.685816	CMS-SUS-21-002	110.316708	791.831678	2960.69395	40.6904911	-1
ew_9en_cqo2.slha	225.943992	232.766977	230.582378	562.467071	2631.34984	2631.51514	-1	-1	-1	-1	-1	-1	-1	544.085428	2468.82348	224.055007	8.77154986	[]
ew_vnwvfeq5.slha	154.205215	162.20518	157.070851	922.092335	2486.50516	922.296031	1.124169	1.259497	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.354876	ATLAS-SUSY-2018-41	0.9556316	ATLAS-SUSY-2018-41	2433.29205	829.10005	154.962823	7.5452796	-1
ew__7mwptem.slha	319.33388	323.60951	321.439264	1782.5655	2810.12482	1782.73891	-1	-1	-1	-1	-1	-1	-1	2757.16665	1651.43068	309.774718	37.5266687	[]
ew_1gntrzvx.slha	357.685144	360.95081	359.413523	1963.60338	2922.22023	2922.38421	-1	-1	-1	-1	-1	-1	-1	1925.61391	2754.67104	350.90061	5.63746109	[]
ew_jcnj3ycu.slha	79.3082785	307.161159	307.366667	442.313166	464.054419	465.491741	2.817416	3.259853	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.680035	CMS-SUS-21-002	1.851029	ATLAS-SUSY-2019-08	67.0761181	266.521073	422.894626	41.3127578	-1
ew_nw6ewxm_.slha	211.23772	252.045207	248.744149	275.100064	2099.84186	2100.00776	0.5512256	0.4914469	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.5162788	ATLAS-SUSY-2019-09	0.4692615	ATLAS-SUSY-2019-09	227.037932	1950.1076	239.163161	40.3032403	-1
ew_qjlrushf.slha	446.640456	983.780606	983.449198	995.734552	1269.25387	1269.41948	0.3763678	0.4036382	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4541577	ATLAS-SUSY-2018-41	0.3107803	ATLAS-SUSY-2018-41	427.281306	1143.70069	967.61217	23.870161	-1
ew_ku1c90gb.slha	300.557984	1065.25887	1065.42397	1847.49354	1850.93945	1851.61183	0.7449974	1.013081	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.8407545	ATLAS-SUSY-2018-41	0.7823387	CMS-SUS-21-002	288.527253	968.853101	1809.65209	32.8002631	-1
