#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_189tv3ss.slha	130.728657	135.587793	133.26805	1381.59225	1770.52855	1770.68714	-1	-1	-1	-1	-1	-1	-1	1338.51143	1630.67752	128.246499	23.7121635	[]
ew_w_j4eqjz.slha	148.661196	838.765985	838.187588	840.167318	3169.04572	3169.21041	1.132905	1.257669	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.258101	ATLAS-SUSY-2018-41	0.8737412	ATLAS-SUSY-2018-41	143.798436	2997.87886	813.789186	17.8403618	-1
ew_50wh_lgx.slha	171.981522	178.212559	175.474896	737.932512	1849.64444	1849.80952	-1	-1	-1	-1	-1	-1	-1	711.655495	1707.70892	170.640627	9.82136118	[]
ew_2a6r06rn.slha	419.41311	435.515148	422.398261	713.766708	2469.58816	714.112318	0.139021	0.1671734	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.1279655	CMS-SUS-21-002	0.1530972	CMS-SUS-21-002	2416.59539	628.203474	418.842001	10.6245805	-1
ew_4ciyg6sm.slha	482.595515	536.620947	533.366028	554.014941	1776.91559	1777.08081	0.003957545	0.003808778	ATLAS-SUSY-2013-11,CMS-SUS-16-048	0.003857634	CMS-SUS-16-048	0.003808847	CMS-SUS-16-048	485.933209	1638.30087	517.332138	15.6703935	-1
ew__gdgehle.slha	302.07968	305.659848	304.028234	2282.15597	2300.45698	2290.42725	-1	-1	-1	-1	-1	-1	-1	2229.2015	2136.18005	292.573313	47.5815345	[]
ew_vo4eznks.slha	362.384187	396.23402	394.118147	426.068213	2904.42371	2904.58903	0.08061815	0.08090258	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.07971661	ATLAS-SUSY-2019-09	0.08007879	ATLAS-SUSY-2019-09	383.98466	2736.10426	379.960083	48.5497846	-1
ew_r6z_w1u2.slha	435.125692	438.845686	437.441747	1313.07636	3065.21078	3065.37577	-1	-1	-1	-1	-1	-1	-1	1286.91533	2894.18712	421.870949	43.0591855	[]
ew_9462ljnf.slha	439.477985	444.366376	441.980449	1572.52525	1856.74699	1856.90073	-1	-1	-1	-1	-1	-1	-1	1525.99708	1714.60814	427.147107	43.7773066	[]
ew_b51bbdol.slha	208.226006	474.071612	471.50227	474.115264	2476.63843	2476.8039	0.3845392	0.3673801	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.2869631	CMS-SUS-21-002	0.2272625	CMS-SUS-21-002	202.229977	2317.57923	455.536451	44.7242129	-1
ew__4nepmk7.slha	449.188108	453.60734	451.232293	1824.9346	2629.71572	1825.10906	-1	-1	-1	-1	-1	-1	-1	2576.61007	1691.51521	436.371273	22.5197157	[]
ew_rjijfqju.slha	196.503596	202.21966	199.164389	1257.72033	2910.39615	1257.90233	0.07000053	0.1221828	CMS-SUS-21-002	0.07000053	CMS-SUS-21-002	0.1221828	CMS-SUS-21-002	2857.66762	1149.66413	191.794247	37.6783362	-1
ew_8w9e8we1.slha	406.176299	415.193257	409.213666	960.815219	2158.79148	961.034117	0.5970458	0.6415082	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.7306468	ATLAS-SUSY-2018-41	0.5091217	ATLAS-SUSY-2018-41	2105.89878	863.265057	398.181722	36.3763363	-1
ew_87vrwdby.slha	182.005072	188.12661	185.052677	1296.86568	1363.47492	1361.58515	-1	-1	-1	-1	-1	-1	-1	1249.18706	1236.42789	178.077005	34.3791212	['CMS-SUS-16-039-agg']
ew_r9ipiyrf.slha	94.0879155	291.316682	291.478664	1350.9761	1352.51699	1353.85625	2.533278	2.915432	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.552723	ATLAS-SUSY-2019-08	1.771267	ATLAS-SUSY-2019-08	85.6826039	245.201524	1316.53114	33.111525	-1
ew_7fi2nqg_.slha	280.36973	284.687509	282.789607	1243.03835	2382.98252	2383.14704	-1	-1	-1	-1	-1	-1	-1	1211.50032	2226.33758	273.658966	11.6571003	[]
ew_9rlz0731.slha	108.482354	123.762746	119.344721	243.545945	1578.65504	1578.8217	1.622076	1.305548	ATLAS-SUSY-2019-09,CMS-SUS-16-048	1.460828	ATLAS-SUSY-2019-09	1.205347	ATLAS-SUSY-2019-09	220.446039	1445.6591	117.458323	7.76055302	-1
ew_ghhj19pf.slha	121.831474	1073.76389	1073.56152	1076.23305	2604.16035	2604.32526	0.4289622	0.5640236	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4963055	ATLAS-SUSY-2018-41	0.4156984	CMS-SUS-21-002	116.517482	2445.27633	1046.72635	10.910485	-1
ew_mufdg4bz.slha	112.926185	292.583864	289.047238	293.354558	2311.2799	2311.44575	2.083815	1.639423	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.499921	ATLAS-SUSY-2019-09	1.312563	ATLAS-SUSY-2019-09	109.270841	2155.78317	278.203843	49.8482143	-1
ew_vsehungs.slha	310.418914	313.60687	312.203762	2431.32579	2594.65381	2594.80277	-1	-1	-1	-1	-1	-1	-1	2378.98649	2432.53095	300.344787	41.3215396	[]
ew_1zkbc4pe.slha	223.147766	548.534146	546.778853	550.420579	1725.62514	1725.79129	1.068887	1.102152	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6739915	ATLAS-SUSY-2018-05-ewk	0.6739427	CMS-SUS-21-002	214.137971	1588.55615	530.172151	20.1053668	-1
ew_od5o8p1d.slha	406.119078	409.663827	408.159468	1709.0892	2682.35604	2682.52019	-1	-1	-1	-1	-1	-1	-1	1672.02026	2518.63463	393.502962	38.5514891	[]
ew_qfgkb3no.slha	308.195978	608.630078	606.698074	609.3426	3138.71016	3138.87496	0.5716923	0.5670839	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3975874	ATLAS-SUSY-2018-05-ewk	0.346688	CMS-SUS-21-002	302.876976	2967.43578	587.576603	16.7276884	-1
ew_5aylng42.slha	118.922151	417.636376	417.800016	2887.50393	2888.0799	2888.92156	2.536348	3.359498	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.117728	CMS-SUS-21-002	2.479187	CMS-SUS-21-002	113.727998	367.101996	2838.39175	26.2269138	-1
ew__4v9ma8w.slha	151.280072	157.197992	154.270664	1353.77939	1389.91371	1384.5365	-1	-1	-1	-1	-1	-1	-1	1305.58257	1258.58729	148.212719	44.8065017	['CMS-SUS-16-039-agg']
ew_recfgmbb.slha	408.328591	915.511229	915.675391	2335.11985	2336.8061	2337.48882	0.9686791	1.177935	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.135892	ATLAS-SUSY-2018-41	0.8118563	CMS-SUS-21-002	396.091481	829.030978	2291.4241	26.8104591	-1
ew_puh8ud_o.slha	364.676085	941.663143	941.821839	1402.94948	1410.10768	1410.49967	1.040878	1.293014	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.205569	ATLAS-SUSY-2018-41	0.9105617	CMS-SUS-21-002	349.278249	854.015711	1370.40007	13.8406264	-1
ew__wrtpwwj.slha	348.932684	355.787477	353.967098	615.472623	3019.11878	3019.28392	-1	-1	-1	-1	-1	-1	-1	597.588207	2848.75063	340.782852	41.296542	[]
ew_j_6d2vql.slha	48.9967137	886.843806	887.024985	1155.46609	1166.72896	1167.50042	1.803314	2.256895	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	2.063979	ATLAS-SUSY-2018-41	1.577205	CMS-SUS-21-002	41.4430071	803.768389	1126.04046	24.6803176	-1
ew_dnm3smy9.slha	281.306757	293.559012	291.401376	403.484642	3094.51939	3094.68462	0.1204984	0.08890031	ATLAS-SUSY-2019-09	0.1204984	ATLAS-SUSY-2019-09	0.08890031	ATLAS-SUSY-2019-09	383.871919	2922.74124	280.122763	39.1197573	-1
ew_u0e3k6eg.slha	188.859461	890.567101	890.731573	2620.84715	2622.09768	2622.8191	1.708314	2.140414	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.962148	ATLAS-SUSY-2018-41	1.51753	CMS-SUS-21-002	181.895922	806.685956	2574.48563	24.3225955	-1
ew_gt267uwq.slha	120.103258	124.694533	122.455653	1638.5493	2253.70218	1638.72768	-1	-1	-1	-1	-1	-1	-1	2200.44638	1509.12485	117.538213	34.6609128	[]
ew_ncx68cds.slha	256.493093	275.554747	261.266434	518.135633	1161.04984	518.720304	0.4889578	0.5753311	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3563727	ATLAS-SUSY-2018-05-ewk	0.3186176	CMS-SUS-21-002	1114.87502	435.494489	261.074797	21.2524973	-1
