#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_zoj1b_wh.slha	258.408786	261.375466	260.096967	2295.7439	2893.89207	2894.0554	-1	-1	-1	-1	-1	-1	-1	2251.19261	2725.77925	250.336779	21.5180796	[]
ew_217xvo2u.slha	198.482778	202.090474	200.465557	1813.94054	2416.85482	2417.01784	-1	-1	-1	-1	-1	-1	-1	1771.05106	2258.85057	192.94703	20.6608267	[]
ew_kdy8mfc6.slha	350.432315	353.461954	352.225367	1948.2733	3076.24017	3076.40468	-1	-1	-1	-1	-1	-1	-1	1912.15786	2904.87294	339.013095	40.6129536	[]
ew_ybg734z9.slha	336.857335	342.819016	339.583914	1449.10303	1530.67826	1449.3591	-1	-1	-1	-1	-1	-1	-1	1480.9098	1323.16494	328.734168	16.2812567	['CMS-SUS-16-039-agg']
ew_bkz9kugt.slha	328.137501	334.358181	330.555085	1267.59665	2573.27092	1267.78114	0.06167306	0.107434	CMS-SUS-21-002	0.06167306	CMS-SUS-21-002	0.107434	CMS-SUS-21-002	2520.17282	1158.03081	321.054713	11.7641345	-1
ew__bwpy516.slha	473.021123	558.895272	550.261031	575.330859	705.878887	705.605174	1.592972e-05	2.724178e-05	ATLAS-SUSY-2013-11,CMS-SUS-13-012,CMS-SUS-21-002	2.991919e-05	CMS-SUS-21-002	2.583228e-05	CMS-SUS-21-002	454.586524	592.691326	554.609979	41.8652424	-1
ew_4dr7mlhm.slha	154.207432	162.69651	158.331745	689.408928	1196.92048	1197.0783	0.1956366	0.2416344	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.2238508	ATLAS-SUSY-2018-41	0.1644163	CMS-SUS-21-002	657.357824	1078.88719	155.871356	6.81297891	-1
ew_3a4x9re9.slha	436.139826	442.84595	438.605996	1364.68159	1788.77118	1364.87945	-1	-1	-1	-1	-1	-1	-1	1737.68867	1245.93773	428.020991	7.12671503	['CMS-SUS-16-039-agg']
ew_6petm9l2.slha	352.460437	356.56084	354.687105	1702.28688	2171.02829	2171.18944	-1	-1	-1	-1	-1	-1	-1	1657.87026	2019.44017	341.836379	45.3556728	[]
ew_m0s5ca2t.slha	374.39142	380.082941	376.832361	1400.06853	2358.4753	1400.25073	-1	-1	-1	-1	-1	-1	-1	2305.30551	1282.80576	364.541713	23.8779334	['CMS-SUS-16-039-agg']
ew_v8hqkqki.slha	126.763414	220.519587	216.463575	226.416169	2019.4555	2019.62157	0.2264906	0.2929402	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-13-012	0.3355976	CMS-SUS-16-039-agg	0.5977092	CMS-SUS-16-039-agg	127.625746	1872.11775	208.158137	29.5560577	-1
ew_60o95nvy.slha	390.812877	1156.55139	1156.46055	1160.383	2033.51551	2033.68167	0.2682272	0.3300675	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.2974633	ATLAS-SUSY-2018-41	0.2359367	CMS-SUS-21-002	377.418337	1887.55285	1129.26655	37.346137	-1
ew_44bns9m6.slha	178.379009	190.250854	182.708647	623.461255	2571.11175	623.752945	1.633823	1.601545	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.442362	ATLAS-SUSY-2018-41	0.9847113	ATLAS-SUSY-2018-41	2517.73548	546.093604	178.602289	47.1810352	-1
ew_zcroh9b2.slha	480.953079	522.674523	484.117388	605.326623	1125.35012	607.15441	0.005551603	0.005934965	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,CMS-SUS-13-012,CMS-SUS-21-002	0.01970269	CMS-SUS-16-039-agg	0.01554699	CMS-SUS-16-039-agg	1079.35556	494.600954	502.93712	36.8886534	-1
ew_t6qluqmp.slha	172.402233	183.042357	177.24341	784.702999	813.767774	811.096039	1.020503	0.9995156	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.033399	ATLAS-SUSY-2018-41	0.7008315	ATLAS-SUSY-2018-41	744.154782	709.127079	171.751686	48.871651	-1
ew_ttu88lnm.slha	277.334631	288.035211	280.884498	745.530243	2702.58245	745.782127	1.104005	1.066861	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.122426	ATLAS-SUSY-2018-41	0.761088	ATLAS-SUSY-2018-41	2649.4652	662.045541	274.01203	34.4921234	-1
ew_7eyrft5t.slha	276.907373	280.782047	279.132907	1325.13856	2691.69818	2691.86295	-1	-1	-1	-1	-1	-1	-1	1295.34766	2527.93608	270.050839	11.7028837	[]
ew_yf4nehhx.slha	452.152022	1062.66449	1061.98494	1064.43918	2567.69102	2567.85588	0.3002203	0.3626317	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.3640121	ATLAS-SUSY-2018-41	0.2517497	ATLAS-SUSY-2018-41	440.702806	2408.69923	1034.31076	19.870105	-1
ew_s4n9lrw0.slha	477.051063	986.939447	987.103567	2449.59505	2451.26722	2451.91269	0.6775647	0.8292076	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.7897858	ATLAS-SUSY-2018-41	0.5733561	CMS-SUS-21-002	463.939149	896.731168	2405.13917	26.8002576	-1
ew_7guk32s5.slha	184.707936	322.228883	318.480352	342.130681	498.242206	498.34013	0.5512222	0.3347372	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3068056	ATLAS-SUSY-2019-09	0.2119898	ATLAS-SUSY-2019-09	171.913417	399.696374	325.511405	14.653194	-1
ew_112gg5l3.slha	171.73954	176.60536	174.42713	1060.72028	2049.5731	2049.73777	-1	-1	-1	-1	-1	-1	-1	1029.21783	1901.27891	167.831787	22.2694302	[]
ew_mwbr2hr1.slha	343.914658	1107.27667	1107.44374	1501.46248	1508.86086	1509.45213	0.6582905	0.8257176	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.6738539	ATLAS-SUSY-2018-41	0.6407171	CMS-SUS-21-002	328.904843	1009.4622	1469.14242	45.4740903	-1
ew_5fecxtyz.slha	403.165157	416.039045	406.484957	772.362632	1946.11965	772.654721	0.3904691	0.4238292	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.4543278	ATLAS-SUSY-2018-41	0.3079798	ATLAS-SUSY-2018-41	1894.03631	682.551108	398.95698	20.2612397	-1
ew_6ef_t9th.slha	211.838261	439.887127	440.050585	2366.64828	2367.54494	2368.42091	0.9243841	1.199858	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.7259673	CMS-SUS-21-002	0.8722857	ATLAS-SUSY-2019-08	203.80894	386.078844	2321.11546	23.4230143	-1
ew_rain_aim.slha	130.669667	162.213549	140.646389	309.86901	343.733696	338.454037	0.4544759	0.5617602	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	0.3336232	ATLAS-SUSY-2019-09	0.3827996	ATLAS-SUSY-2019-09	281.867281	250.165614	148.336948	15.9124434	-1
ew_7gbzuaha.slha	149.529278	1041.24064	1041.49416	1046.48015	1747.79599	1747.9642	0.4816112	0.6294271	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.5670006	ATLAS-SUSY-2018-41	0.4564314	CMS-SUS-21-002	140.550315	1609.91585	1017.24464	41.1747859	-1
ew_felee1yi.slha	219.6336	225.402258	223.335015	639.4959	2655.32131	2655.48693	-1	-1	-1	-1	-1	-1	-1	620.356212	2491.56663	214.358237	48.1239736	[]
