#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_c23sw7se.slha	343.057029	347.143152	345.104691	1944.59951	2457.75893	1944.77469	-1	-1	-1	-1	-1	-1	-1	2404.47118	1804.97589	332.78147	27.3973225	[]
ew_c95r8d6t.slha	498.214367	504.4922	501.881251	983.500755	1879.46999	1879.63396	-1	-1	-1	-1	-1	-1	-1	951.431371	1736.784	485.641256	42.8104168	[]
ew_i7fyz81o.slha	141.642951	145.994114	144.218318	881.803619	2850.80579	2850.97141	-1	-1	-1	-1	-1	-1	-1	860.552121	2682.7645	138.062518	48.4496919	[]
ew_tfy4u0qm.slha	384.421944	393.444992	391.497314	564.494938	2830.01921	2830.18432	-1	-1	-1	-1	-1	-1	-1	544.700501	2663.32259	377.312043	35.4743477	[]
ew_e3fus2pm.slha	379.193276	385.257039	382.886705	856.803135	2100.13899	2100.3037	-1	-1	-1	-1	-1	-1	-1	830.02083	1951.29426	370.444174	13.7852163	[]
ew_qt02ch5j.slha	189.616085	194.660081	191.853155	1506.9181	2384.58626	1507.09658	-1	-1	-1	-1	-1	-1	-1	2331.38079	1384.85724	186.68584	9.73614614	[]
ew_ncqh9lvi.slha	374.590885	379.163326	376.603583	1939.95122	1953.09117	1943.49564	-1	-1	-1	-1	-1	-1	-1	1889.33057	1800.60399	367.644425	5.8152395	[]
ew_24oy3bpp.slha	258.987846	262.189273	260.732981	2495.69454	2659.95086	2495.87354	-1	-1	-1	-1	-1	-1	-1	2606.72519	2338.23576	250.920347	23.4297965	[]
ew_07ofjamd.slha	284.482523	291.436554	288.096442	929.077736	1393.11639	1393.27461	-1	-1	-1	-1	-1	-1	-1	892.422748	1266.72976	277.946956	46.4029054	['CMS-SUS-16-039-agg']
ew_1won9n62.slha	246.156172	255.271771	252.697497	481.226854	2271.43797	2271.60327	0.09009149	0.05465662	ATLAS-SUSY-2019-09	0.09009149	ATLAS-SUSY-2019-09	0.05465662	ATLAS-SUSY-2019-09	461.017867	2117.82912	246.57582	6.65112315	-1
ew_3hy0gxz2.slha	312.186419	320.023415	315.539696	1108.6001	1280.87201	1108.85519	0.3468865	0.4151161	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.4027901	ATLAS-SUSY-2018-41	0.2833035	ATLAS-SUSY-2018-41	1233.33262	997.049377	305.804259	21.6977905	-1
ew_ojycq_qw.slha	301.147019	427.303615	424.757324	431.944644	2405.12096	2405.28626	0.1448945	0.1419292	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1423358	ATLAS-SUSY-2019-09	0.1396284	ATLAS-SUSY-2019-09	297.936071	2247.99761	410.09453	26.8724859	-1
ew_mkrnfnxz.slha	257.053539	261.230857	259.635587	988.498484	2961.42526	2961.59065	-1	-1	-1	-1	-1	-1	-1	966.402079	2791.75497	249.364521	45.8859369	[]
ew_qry4ofkm.slha	246.110861	257.556935	249.883061	704.123581	2062.5798	704.394467	1.229812	1.184694	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.186229	ATLAS-SUSY-2018-41	0.8004005	ATLAS-SUSY-2018-41	2009.97761	619.997352	244.493756	20.9809679	-1
ew_cvnskeeg.slha	213.814137	218.424833	216.138194	1714.27245	2016.78048	1714.45676	-1	-1	-1	-1	-1	-1	-1	1964.21598	1580.21345	208.045758	25.6906722	[]
ew_0rsc8mqc.slha	38.3936072	596.720644	596.750839	602.031322	1368.96764	1369.13741	2.446349	2.406842	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.135295	ATLAS-SUSY-2018-41	1.464498	ATLAS-SUSY-2018-41	31.3558066	1243.87277	580.196596	43.2967772	-1
