#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_hce7t5tv.slha	264.539352	269.197964	267.445476	880.988479	2793.02714	2793.19231	-1	-1	-1	-1	-1	-1	-1	859.398827	2626.89493	257.343516	23.4817989	[]
ew_p1dwhsvm.slha	485.207078	491.771206	489.852302	804.30503	2631.99982	2632.16467	-1	-1	-1	-1	-1	-1	-1	781.920676	2470.07058	473.936445	15.7163548	[]
ew_sp138oq7.slha	316.530982	320.092237	318.427413	1721.64522	2715.56524	2715.72931	-1	-1	-1	-1	-1	-1	-1	1685.10502	2551.82851	310.60411	6.23709322	[]
ew_xtl91iqb.slha	438.570502	442.151604	440.415636	2247.5166	2742.98338	2247.68909	-1	-1	-1	-1	-1	-1	-1	2689.9386	2099.11436	425.126698	33.8865784	[]
ew_pkedecxo.slha	104.78757	109.073572	107.231004	963.280084	2642.36376	2642.52943	-1	-1	-1	-1	-1	-1	-1	939.247069	2478.60808	102.895831	29.8477943	[]
ew_8sgtests.slha	161.57387	166.162592	163.862928	1750.74282	1850.33114	1750.95373	-1	-1	-1	-1	-1	-1	-1	1798.45645	1613.67713	158.431819	15.0491061	[]
ew_uzr6q71g.slha	440.506301	444.588974	442.704526	1758.42035	2217.94561	2218.1065	-1	-1	-1	-1	-1	-1	-1	1713.56489	2065.33973	427.447735	42.1670298	[]
ew_cpsmo8ff.slha	421.433202	425.358472	423.136026	2115.68196	2770.41529	2115.85438	-1	-1	-1	-1	-1	-1	-1	2717.77278	1973.10162	412.146149	6.60962619	[]
ew_vygmjatt.slha	127.661805	135.553273	132.182345	512.835089	1577.83456	1578.0007	0.08638237	0.05240637	ATLAS-SUSY-2019-09	0.08638237	ATLAS-SUSY-2019-09	0.05240637	ATLAS-SUSY-2019-09	488.96963	1444.40777	126.864643	38.1668319	-1
ew_nfdf3m8g.slha	291.614774	305.832351	302.229937	414.444127	1523.09187	1523.25827	0.09902219	0.07349145	ATLAS-SUSY-2019-09	0.09902219	ATLAS-SUSY-2019-09	0.07349145	ATLAS-SUSY-2019-09	387.300446	1391.86866	291.563399	49.2470626	-1
ew_0c6um72s.slha	214.581556	264.612692	264.773702	2600.24989	2600.83148	2601.74516	0.3832696	0.3541656	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.3394269	ATLAS-SUSY-2018-05-ewk	0.3082837	ATLAS-SUSY-2018-05-ewk	207.10522	226.477679	2552.53632	24.6611438	-1
ew_ecuk8c_k.slha	308.882588	365.245868	311.416142	423.820521	2363.73297	426.432039	0.05450104	0.06783272	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.06149786	ATLAS-SUSY-2019-09	0.06892721	ATLAS-SUSY-2019-09	2310.53574	319.966769	348.266187	34.9428428	-1
ew_boo98lw2.slha	104.691666	235.590894	232.142211	239.190261	3070.95847	3071.12378	0.6219217	0.716941	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.5308498	CMS-SUS-16-039-agg	0.6357878	CMS-SUS-16-039-agg	104.893554	2899.56387	223.150664	26.3065388	-1
ew_797v8ozt.slha	398.119438	459.533969	406.64739	469.973541	528.176857	520.914962	0.02473648	0.03249013	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.03302161	ATLAS-SUSY-2019-09	0.03056849	ATLAS-SUSY-2019-09	429.400264	382.713642	451.102072	45.9784448	-1
ew_mdw5wl7v.slha	355.007194	363.485518	360.968832	586.840181	2072.5269	2072.69227	-1	-1	-1	-1	-1	-1	-1	563.600338	1923.8751	348.037497	38.4544165	[]
ew_rb4hukaa.slha	307.750236	313.700104	310.325921	1295.20663	2421.04595	1295.39061	0.05113447	0.08943155	CMS-SUS-21-002	0.05113447	CMS-SUS-21-002	0.08943155	CMS-SUS-21-002	2367.79486	1183.07536	299.926299	25.5466114	-1
ew_mtsh0a1m.slha	130.704018	202.188241	192.600993	204.980407	650.127558	650.314003	2.201046	2.105852	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	2.152614	ATLAS-SUSY-2019-09	2.058051	ATLAS-SUSY-2019-09	129.170669	554.626159	188.13834	46.1919588	-1
ew_q3araxy8.slha	411.647189	1039.51151	1039.67595	2279.64908	2281.68179	2282.33478	0.7084805	0.9195047	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.8147169	ATLAS-SUSY-2018-41	0.6813763	CMS-SUS-21-002	399.060399	945.735505	2236.96585	28.7207868	-1
ew_w97vxir3.slha	382.944115	399.017436	387.096649	762.168317	955.56589	762.6938	0.546231	0.5196792	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.512054	ATLAS-SUSY-2018-41	0.3471173	ATLAS-SUSY-2018-41	912.064842	665.340195	385.351337	5.0792457	-1
ew_kf57i5no.slha	481.377133	485.089475	483.263609	2181.54345	2737.80267	2181.71618	-1	-1	-1	-1	-1	-1	-1	2684.68611	2035.24358	467.079657	47.1664672	[]
