#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_yq3dn2aa.slha	66.4771031	667.007823	667.172952	1730.76652	1732.70848	1733.68083	3.969679	4.291175	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	4.095108	ATLAS-SUSY-2018-41	2.797759	CMS-SUS-21-002	59.7788402	593.375979	1693.41791	39.9073317	-1
ew_0vg_zyr7.slha	478.279739	733.425369	731.109986	736.882814	1339.79538	1339.9608	0.07679716	0.08054519	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.05437282	CMS-SUS-21-002	0.05926452	CMS-SUS-21-002	460.465944	1215.80712	712.959268	33.7031222	-1
ew_ttt6au67.slha	191.961272	222.286828	219.275695	256.439873	2743.33688	2743.50242	0.5355159	0.512479	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.5130817	ATLAS-SUSY-2019-09	0.4987027	ATLAS-SUSY-2019-09	220.287066	2577.80062	210.456967	44.1813674	-1
ew_zloiymea.slha	325.447157	331.023151	328.490999	1060.14684	1814.54996	1814.71315	-1	-1	-1	-1	-1	-1	-1	1025.86041	1673.89248	316.868224	25.2514689	[]
ew_s8o0h7rq.slha	253.804984	258.829506	256.193009	1569.24857	2064.48222	1569.43072	-1	-1	-1	-1	-1	-1	-1	2011.83937	1442.11504	247.325214	18.8073991	[]
ew_yz8_11tt.slha	223.173925	226.478898	225.049453	1969.09699	2634.60128	2634.76485	-1	-1	-1	-1	-1	-1	-1	1926.38316	2471.46096	216.057807	35.3605205	[]
ew_8zq7jqbk.slha	195.754846	199.862013	197.980383	1657.49087	2095.66204	2095.82282	-1	-1	-1	-1	-1	-1	-1	1612.89826	1945.96931	190.137895	32.5070444	[]
ew_875vne33.slha	388.112373	403.115574	391.535316	685.277235	2471.16092	685.626983	0.2561793	0.2821819	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1864188	ATLAS-SUSY-2018-05-ewk	0.1892572	CMS-SUS-21-002	2417.9284	601.470775	386.021997	33.6781055	-1
ew_xtkh_k4w.slha	320.00005	561.536642	561.700554	2702.17726	2703.00807	2703.79811	0.530733	0.6717676	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4465221	CMS-SUS-21-002	0.5246087	ATLAS-SUSY-2019-08	310.820884	499.37998	2654.68055	26.7665364	-1
ew_k8uo0hj4.slha	472.94214	583.180592	574.899958	583.460042	1024.23382	1024.38689	0.001582768	0.001517666	ATLAS-SUSY-2013-11,CMS-SUS-13-012,CMS-SUS-21-002	0.0229097	CMS-SUS-16-039-agg	0.01868416	CMS-SUS-16-039-agg	458.714423	912.472478	562.57717	16.051141	-1
ew_a9gpa7kd.slha	226.281033	233.58585	229.341597	1006.23854	2651.31002	1006.43591	0.6386826	0.7718861	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.8133405	ATLAS-SUSY-2018-41	0.5744062	ATLAS-SUSY-2018-41	2598.09261	909.37948	221.75932	32.3248868	-1
ew_pww44ej5.slha	50.5229553	660.675255	660.385213	663.466925	2162.62809	2162.7938	2.207767	2.174201	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.136926	ATLAS-SUSY-2018-41	1.46755	ATLAS-SUSY-2018-41	44.9075334	2011.91305	640.62636	48.1556834	-1
ew_cm6jaxb3.slha	194.700783	200.982761	198.459254	658.110919	2016.61014	2016.77574	-1	-1	-1	-1	-1	-1	-1	634.624194	1869.09359	190.527926	41.7822362	[]
ew_it07p5kk.slha	411.35141	478.445292	413.167759	531.718549	1683.28573	534.149805	0.007576231	0.01057034	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,CMS-SUS-13-012,CMS-SUS-21-002	0.01686477	CMS-SUS-16-039-agg	0.01246761	CMS-SUS-16-039-agg	1632.75624	407.364566	460.447945	11.4923007	-1
ew_tqlkey0a.slha	266.818337	271.989258	268.930209	1521.49653	2438.5292	1521.67474	-1	-1	-1	-1	-1	-1	-1	2385.42428	1399.60462	262.321339	7.32401353	[]
ew_o7kxmp9q.slha	254.915839	264.826308	258.686909	803.826132	1704.29786	804.070198	1.641918	1.573761	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.723371	ATLAS-SUSY-2018-41	1.201987	ATLAS-SUSY-2018-41	1653.16591	711.808915	251.518301	48.0502172	-1
ew_j5t7s7t9.slha	347.588867	351.101079	349.478731	2295.48594	2535.04798	2295.66346	-1	-1	-1	-1	-1	-1	-1	2481.61344	2143.41933	336.727157	49.8109867	[]
ew_vxkpkrly.slha	253.730055	258.719481	256.402452	1274.84051	1836.15991	1836.32154	-1	-1	-1	-1	-1	-1	-1	1235.47609	1694.43594	246.696113	35.5144451	[]
ew_2zgfm7iq.slha	95.4760384	116.630768	103.170629	382.709134	587.542338	383.78475	1.564885	1.746651	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	1.039396	ATLAS-SUSY-2018-05-ewk	1.021699	ATLAS-SUSY-2018-05-ewk	549.300433	302.868369	104.162824	46.2961246	-1
ew_j_ipk7mn.slha	454.335297	457.642864	456.108948	2019.12761	2892.70548	2892.86916	-1	-1	-1	-1	-1	-1	-1	1979.7938	2725.90774	443.471135	7.28262985	[]
ew_4sqw5jyx.slha	467.158852	884.599555	884.763312	2668.14998	2669.69144	2670.25454	0.6896021	0.8614151	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.8035901	ATLAS-SUSY-2018-41	0.5846116	CMS-SUS-21-002	455.792606	802.846385	2621.14301	12.7034516	-1
ew_tidhqpyy.slha	158.031888	434.67197	433.1334	439.709399	1051.94874	1052.12044	1.220329	1.296214	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.9047851	ATLAS-SUSY-2018-05-ewk	0.797594	ATLAS-SUSY-2018-05-ewk	147.80787	939.699635	421.363001	23.6401606	-1
ew_x9w3r3f5.slha	349.569733	519.602453	516.962724	522.101801	2215.58571	2215.75098	0.02931107	0.1706096	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1391701	ATLAS-SUSY-2019-09	0.1368235	ATLAS-SUSY-2019-09	342.915756	2063.7693	500.485143	18.8425689	-1
ew_4on4ewh9.slha	340.068448	794.128065	793.973714	822.139585	938.671342	938.789899	0.7353818	0.7959098	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6944882	ATLAS-SUSY-2018-41	0.5318502	CMS-SUS-21-002	321.136629	811.666651	797.029423	29.3793719	-1
ew_gxe6l7nj.slha	405.275935	425.988554	423.117431	707.049298	722.899406	721.164516	0.00326644	0.002762199	ATLAS-SUSY-2016-24,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	0.00323953	CMS-SUS-16-048	0.002569373	CMS-SUS-16-048	387.200201	371.764945	685.551659	6.62525831	-1
ew_11wtrre8.slha	194.046032	277.339249	268.688892	285.039373	503.410793	503.567287	0.149808	0.1473921	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	0.1477426	ATLAS-SUSY-2019-09	0.1467506	ATLAS-SUSY-2019-09	185.435615	409.905404	268.942927	41.7835606	-1
ew_3l8uo8tv.slha	354.374037	751.078857	751.243105	2787.89898	2788.87344	2789.60142	1.272502	1.504029	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.426377	ATLAS-SUSY-2018-41	1.006546	CMS-SUS-21-002	344.84439	676.189886	2740.30104	27.1755839	-1
ew_c0rpkmxb.slha	415.677616	424.840715	421.506586	683.576474	1646.38362	1646.5478	-1	-1	-1	-1	-1	-1	-1	655.314196	1512.056	409.015869	11.3685601	[]
ew_jegea786.slha	147.471206	151.454917	149.59823	1942.91528	2288.93835	1943.09357	-1	-1	-1	-1	-1	-1	-1	2235.55149	1801.2008	143.396338	48.0349415	[]
ew_lsmv4r5w.slha	198.195851	206.649788	202.17895	956.029849	1020.00897	1019.12827	0.2702416	0.3588782	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.2849594	ATLAS-SUSY-2018-41	0.2681869	CMS-SUS-21-002	912.482324	907.87694	195.255327	38.8489309	-1
ew_73xz4zbp.slha	368.168828	374.684901	370.892556	1236.22547	2121.37493	1236.41578	0.06643187	0.117236	CMS-SUS-21-002	0.06643187	CMS-SUS-21-002	0.117236	CMS-SUS-21-002	2068.53366	1124.89363	358.98112	37.3377067	-1
ew_qk7hiigr.slha	271.493651	870.653838	870.819367	1463.04854	1467.53544	1468.30423	1.563029	1.87433	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.767002	ATLAS-SUSY-2018-41	1.303008	CMS-SUS-21-002	258.262175	783.707154	1430.50564	47.9944965	-1
ew_2fu7dd4k.slha	495.224343	499.448005	497.312538	2003.39504	2222.08731	2003.57923	-1	-1	-1	-1	-1	-1	-1	2169.02995	1859.86256	480.870283	37.1329169	[]
ew___9e4s91.slha	485.317982	491.247441	489.403412	852.78927	2648.37671	2648.5416	-1	-1	-1	-1	-1	-1	-1	829.965623	2485.77126	472.743202	27.9052169	[]
ew_aev2ht_e.slha	239.30784	256.285075	244.00953	525.564294	1567.34111	526.044197	0.5315948	0.6958865	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.443904	ATLAS-SUSY-2018-05-ewk	0.4185396	CMS-SUS-21-002	1517.19304	446.294019	242.199828	42.5870746	-1
ew_38nhlsr6.slha	303.721165	363.348973	363.50844	1701.89492	1703.17075	1704.24586	0.157991	0.1313246	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.1350324	ATLAS-SUSY-2019-09	0.1092725	ATLAS-SUSY-2019-09	290.861091	312.244283	1664.4026	43.0856169	-1
ew_hxnrz58b.slha	405.243591	805.341902	805.504163	1689.43553	1692.6207	1693.24446	0.9426664	1.158698	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.090254	ATLAS-SUSY-2018-41	0.7734235	CMS-SUS-21-002	390.150579	723.995788	1652.01216	19.5099339	-1
ew_0wxo8xtt.slha	250.34492	256.205434	253.862953	762.476166	2088.82273	2088.98796	-1	-1	-1	-1	-1	-1	-1	737.5571	1939.58848	244.243097	28.3445498	[]
ew_3e66pzoj.slha	418.556943	1153.67719	1153.84355	1457.52878	1467.3992	1467.89169	0.5090926	0.633899	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.5177282	ATLAS-SUSY-2018-41	0.4925817	CMS-SUS-21-002	401.185797	1055.14428	1426.31872	49.0762272	-1
ew_4irshop4.slha	398.385084	521.238637	521.328919	951.202666	958.97513	959.177995	0.2819816	0.307149	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3071472	ATLAS-SUSY-2019-09	0.2898048	ATLAS-SUSY-2019-09	378.847237	457.872779	923.97926	15.0029429	-1
ew_ej6ds2tr.slha	324.360229	332.060184	327.354339	1016.20799	2460.65272	1016.40947	0.5276609	0.6218835	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.6684511	ATLAS-SUSY-2018-41	0.469745	ATLAS-SUSY-2018-41	2407.29239	917.63562	317.376894	46.3132549	-1
ew_ru0088vo.slha	325.093844	328.483206	326.922194	2372.64913	2583.19887	2372.82681	-1	-1	-1	-1	-1	-1	-1	2529.88424	2218.59762	314.756744	32.8152323	[]
ew_xo05i9df.slha	210.988863	789.206446	788.557015	790.629817	2922.99599	2923.16092	1.258712	1.286913	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.312767	ATLAS-SUSY-2018-41	0.9036612	ATLAS-SUSY-2018-41	204.395005	2755.16085	765.531403	49.2004181	-1
ew_hr0qicxi.slha	431.773075	435.088464	433.655018	2053.05374	2707.8905	2708.05386	-1	-1	-1	-1	-1	-1	-1	2009.89929	2543.54266	418.364044	46.4359619	[]
ew_kedxi57a.slha	274.283938	284.841859	277.299807	794.989823	2363.74739	795.226823	1.028499	1.014128	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.09534	ATLAS-SUSY-2018-41	0.7444258	ATLAS-SUSY-2018-41	2310.7151	707.911736	273.023374	8.01538561	-1
ew_d24lx994.slha	384.135985	1140.79641	1140.96058	2061.44116	2064.54466	2065.11558	0.5799191	0.7236673	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.5821779	ATLAS-SUSY-2018-41	0.5669491	CMS-SUS-21-002	371.383956	1041.81837	2020.92286	20.2963961	-1
ew_ey2rkvxk.slha	123.284805	446.310666	444.980405	449.345272	1487.35455	1487.52206	1.646854	1.761839	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.168005	ATLAS-SUSY-2018-05-ewk	1.042808	CMS-SUS-21-002	115.306548	1357.95819	430.821957	37.1475267	-1
ew_pgd14sva.slha	253.59145	257.434426	255.831883	1324.83864	2635.64646	2635.81136	-1	-1	-1	-1	-1	-1	-1	1294.285	2472.57798	245.790588	36.4103095	[]
ew_xn9q6xud.slha	389.663719	1016.6628	1016.82153	1625.8423	1631.79748	1632.06201	0.7979975	1.030178	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.9209123	ATLAS-SUSY-2018-41	0.7546314	CMS-SUS-21-002	375.428796	926.410908	1591.29805	8.68374672	-1
ew_2dvez0qs.slha	163.180674	213.100454	167.605793	282.473196	1578.09914	286.049948	0.6331234	0.6627679	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4958101	ATLAS-SUSY-2018-32	0.6042926	ATLAS-SUSY-2018-32	1527.89256	193.530286	197.706351	40.0685501	-1
ew_87lvbv_5.slha	427.021305	937.857551	938.01773	1358.31285	1365.47958	1365.97204	0.8565838	1.040145	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.003562	ATLAS-SUSY-2018-41	0.7158085	CMS-SUS-21-002	409.009423	848.797261	1326.34623	31.5088197	-1
ew_nbbic_nl.slha	296.818167	371.975803	298.971205	412.586148	1034.31531	416.76041	0.01771859	0.116422	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1090964	ATLAS-SUSY-2019-09	0.1250347	ATLAS-SUSY-2019-09	989.496344	285.475627	354.682853	39.4004796	-1
ew_k3y59p97.slha	431.272485	453.8841	434.246746	634.658667	2676.02946	635.201355	0.0661578	0.06210708	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.04948232	CMS-SUS-21-002	0.04966967	CMS-SUS-21-002	2623.1469	549.106742	436.3364	12.6570313	-1
ew_y1jb_xob.slha	476.088968	483.324486	479.933958	970.001596	1641.53651	1641.6975	-1	-1	-1	-1	-1	-1	-1	935.771236	1507.71861	466.605652	9.46617325	[]
ew_trgdmdmf.slha	424.334653	429.364528	427.406928	1023.25239	2373.73736	2373.9021	-1	-1	-1	-1	-1	-1	-1	995.693391	2217.32948	412.491655	29.5656058	[]
ew__0eap5xd.slha	223.698902	237.49802	230.252087	522.113367	748.220021	748.324707	1.302533	1.2317	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.335115	ATLAS-SUSY-2018-41	0.905238	ATLAS-SUSY-2018-41	488.154171	648.566631	224.124758	42.3916676	-1
ew_qbxmn65n.slha	169.468591	336.140613	336.302595	1977.27981	1978.46155	1979.39301	0.9960312	1.113842	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.7043144	ATLAS-SUSY-2019-08	0.8177836	ATLAS-SUSY-2019-08	161.503726	290.218738	1934.80259	16.1816916	-1
ew_z27fh6yr.slha	251.235256	257.10238	254.905054	713.223443	2339.30075	2339.46602	-1	-1	-1	-1	-1	-1	-1	691.117452	2183.53533	245.942623	15.9828596	[]
ew_8d52jt4d.slha	357.238761	909.490523	909.005068	912.580486	1915.85528	1916.02136	0.6393829	0.6726679	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.686404	ATLAS-SUSY-2018-41	0.47188	ATLAS-SUSY-2018-41	344.437216	1772.8884	885.387014	39.9936789	-1
ew_52qp3hd0.slha	380.513753	1068.3048	1068.46931	2514.29718	2515.88906	2516.57274	0.6763526	0.8969236	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.767497	ATLAS-SUSY-2018-41	0.6807463	CMS-SUS-21-002	369.331243	973.196471	2471.01509	39.681777	-1
ew_632ddtp9.slha	197.616909	202.526044	200.168549	1487.97988	1729.24276	1729.39369	-1	-1	-1	-1	-1	-1	-1	1441.40796	1590.92753	192.482361	29.7048123	[]
