#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_tldp1o5x.slha	222.843751	226.040812	224.673892	2042.70591	2712.51442	2712.6781	-1	-1	-1	-1	-1	-1	-1	1999.75531	2547.62389	215.615334	41.8931654	[]
ew_5v21tp0y.slha	116.299871	122.766855	119.296529	1184.1731	1300.99956	1301.09432	-1	-1	-1	-1	-1	-1	-1	1138.59617	1178.35308	116.946562	9.53411205	['CMS-SUS-16-039-agg']
ew_hnvqjlr9.slha	217.490707	220.85557	219.422784	1699.41235	2753.795	2753.95961	-1	-1	-1	-1	-1	-1	-1	1663.42421	2588.21468	210.764605	28.4985075	[]
ew_lglal4gr.slha	417.189707	447.903918	444.014412	484.190568	1478.20617	1478.37173	0.007562754	0.007637632	ATLAS-SUSY-2013-11,CMS-SUS-16-048	0.007300616	CMS-SUS-16-048	0.007637745	CMS-SUS-16-048	439.172838	1349.52422	430.213256	20.6822306	-1
ew_a1g4l672.slha	169.076625	181.172913	173.37405	608.864949	2804.93614	609.161537	1.658775	1.629828	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.393863	ATLAS-SUSY-2018-41	0.95126	ATLAS-SUSY-2018-41	2751.9885	533.438293	169.849029	29.6880049	-1
ew_s4me8myi.slha	268.290139	878.807243	878.971786	2741.27634	2742.30611	2743.05716	1.551749	1.881725	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.770435	ATLAS-SUSY-2018-41	1.314959	CMS-SUS-21-002	259.881667	795.091439	2696.68843	44.031771	-1
ew_j0ld69f9.slha	149.270576	167.34279	161.709627	261.26862	1049.53985	1049.70893	0.414858	0.38929	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-16-048,CMS-SUS-21-002	0.3519721	ATLAS-SUSY-2019-09	0.2868451	ATLAS-SUSY-2019-09	233.774887	937.379794	156.407805	21.8939506	-1
ew_cbm3c4o8.slha	226.037613	232.829351	230.606386	547.404827	2590.50478	2590.67017	-1	-1	-1	-1	-1	-1	-1	528.951089	2428.58627	221.994186	20.418395	[]
ew_gcaq2n58.slha	436.366937	880.266477	879.030418	882.609892	1936.17257	1936.33782	0.426329	0.4526611	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.482363	ATLAS-SUSY-2018-41	0.3287077	ATLAS-SUSY-2018-41	422.892547	1793.59696	856.307048	14.5413785	-1
ew_48jj37_v.slha	393.068464	968.322445	968.486915	2529.23777	2530.63136	2531.34373	0.9252351	1.145998	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.06174	ATLAS-SUSY-2018-41	0.8113467	CMS-SUS-21-002	381.659887	878.67857	2486.2025	43.7105556	-1
