#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_ofitn4nr.slha	232.974385	811.384226	810.878091	815.033191	1745.59122	1745.75745	1.115068	1.151524	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.174955	ATLAS-SUSY-2018-41	0.808162	ATLAS-SUSY-2018-41	222.848448	1608.65655	789.654429	15.9553369	-1
ew_fc844i16.slha	460.927771	895.019932	895.163715	1228.69704	1238.66236	1238.87613	0.7072741	0.8792176	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.8228029	ATLAS-SUSY-2018-41	0.604573	CMS-SUS-21-002	441.388973	810.724998	1198.52461	17.132572	-1
ew_qhnoymq8.slha	257.173874	261.356821	259.523627	1344.67379	2303.98997	2304.15428	-1	-1	-1	-1	-1	-1	-1	1310.00093	2148.93116	249.649376	27.4543412	[]
ew_i_zdehqm.slha	486.3003	492.829557	488.930257	1365.75377	1819.03775	1365.95028	-1	-1	-1	-1	-1	-1	-1	1767.54547	1246.45776	474.422407	20.2929273	['CMS-SUS-16-039-agg']
ew_6s9e9x9x.slha	271.063474	1093.21335	1093.38073	1561.74293	1567.79224	1568.45441	0.6967832	0.944046	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.7622612	ATLAS-SUSY-2018-41	0.7418784	CMS-SUS-21-002	258.353659	995.457734	1528.43968	44.0764361	-1
ew_tf6_tkdf.slha	309.443662	314.318779	311.754091	1594.40514	2382.97305	1594.58292	-1	-1	-1	-1	-1	-1	-1	2329.70907	1468.43883	300.706917	28.5715678	[]
ew_zw4ffyh9.slha	32.1983844	292.639381	290.317371	295.121588	1660.3333	1660.50014	2.969166	3.049801	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.155825	ATLAS-SUSY-2019-09	1.998766	ATLAS-SUSY-2019-09	27.1490795	1524.7987	280.148775	22.2892281	-1
ew_4r87gh2h.slha	376.532317	386.340316	383.706982	560.89733	1995.7972	1995.96279	-1	-1	-1	-1	-1	-1	-1	536.563713	1849.24644	370.315417	47.8387315	[]
ew_3_8t1j1u.slha	206.545556	1077.77156	1077.58512	1081.03748	2199.48116	2199.64652	0.407974	0.5321374	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.4766673	ATLAS-SUSY-2018-41	0.3870624	CMS-SUS-21-002	198.504317	2050.33295	1051.4127	12.1798643	-1
ew_k4rmgovb.slha	127.34399	138.133248	134.735752	299.719987	2228.91159	2229.07768	0.6070734	0.4707588	ATLAS-SUSY-2019-09	0.6070734	ATLAS-SUSY-2019-09	0.4707588	ATLAS-SUSY-2019-09	280.864313	2075.12916	129.065892	46.0319006	-1
ew_9zn_qorv.slha	347.766383	352.896508	350.267364	1619.14421	1802.49736	1619.34344	-1	-1	-1	-1	-1	-1	-1	1750.82652	1487.43236	338.039352	41.2834432	[]
ew_69pnk1a7.slha	493.589459	499.654771	496.042061	1392.81043	2287.35474	1392.99566	-1	-1	-1	-1	-1	-1	-1	2234.24396	1275.33353	480.895997	36.1088023	['CMS-SUS-16-039-agg']
ew_1_mqxg2x.slha	109.522722	113.890382	111.900857	1189.70039	2208.38097	2208.54591	-1	-1	-1	-1	-1	-1	-1	1157.15945	2055.34688	107.993192	18.9852959	[]
ew_phh5a9ft.slha	229.231534	317.206923	230.952873	350.559253	2268.79743	355.173877	0.2405167	0.2449972	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.2638828	ATLAS-SUSY-2019-09	0.2242472	ATLAS-SUSY-2019-09	2215.61538	223.324142	300.804281	47.4711363	-1
ew_bfwts2hd.slha	323.92879	328.810363	326.282982	1611.11571	2251.04367	1611.29479	-1	-1	-1	-1	-1	-1	-1	2197.85046	1483.31006	314.696739	42.6022715	[]
ew_4r8ibl6a.slha	469.332379	864.543549	863.432915	869.572298	1439.09769	1439.26333	0.278283	0.3097626	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.2993489	ATLAS-SUSY-2018-41	0.212527	CMS-SUS-21-002	451.486117	1311.72828	843.238209	22.9312656	-1
ew_368viawz.slha	81.5569047	709.068767	709.641891	733.107131	872.879481	873.144414	1.89514	1.963277	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.906751	ATLAS-SUSY-2018-41	1.286639	ATLAS-SUSY-2018-41	71.1117501	753.691426	709.323522	42.0859711	-1
ew_ts50r1uu.slha	344.289758	347.517895	346.095438	2218.1177	2665.54671	2665.70857	-1	-1	-1	-1	-1	-1	-1	2171.24873	2502.18434	333.347536	27.927091	[]
ew__vkwf10c.slha	38.4808183	753.615967	753.782031	1551.4885	1554.4388	1555.38229	3.163667	3.534844	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.403803	ATLAS-SUSY-2018-41	2.346611	ATLAS-SUSY-2018-41	32.1482608	674.038396	1516.14533	35.1994353	-1
ew_aspnuqg_.slha	424.367106	475.656469	475.81492	1971.32546	1972.54686	1973.46672	0.01932222	0.0173733	ATLAS-SUSY-2013-11,CMS-SUS-16-048	0.01831901	CMS-SUS-16-048	0.01736957	CMS-SUS-16-048	409.813894	416.435926	1932.25592	48.7247578	-1
ew_x34sw9if.slha	289.094004	298.667662	292.139376	859.98096	2274.67324	860.205256	1.238442	1.226596	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.353683	ATLAS-SUSY-2018-41	0.9445828	ATLAS-SUSY-2018-41	2221.70147	769.023755	285.879829	10.6854233	-1
ew_94ac0338.slha	460.205708	464.670727	462.340347	1835.14334	2373.20685	1835.3203	-1	-1	-1	-1	-1	-1	-1	2319.947	1699.24911	446.951378	38.6562176	[]
ew_zx2jts3o.slha	274.857345	298.146278	286.160865	416.033644	649.224086	649.259714	0.08877868	0.09844944	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.08599598	ATLAS-SUSY-2018-41	0.06770573	CMS-SUS-21-002	380.815703	553.205618	285.087457	7.13197556	-1
ew_0xzjvc9t.slha	150.192472	154.646409	152.682471	1141.45469	2217.08586	2217.25083	-1	-1	-1	-1	-1	-1	-1	1109.98156	2063.84111	146.427595	34.8435933	[]
ew_s78toqbg.slha	482.908717	820.633365	819.003254	822.218667	1937.08355	1937.2491	0.2251526	0.2439446	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.236246	ATLAS-SUSY-2018-41	0.1679821	CMS-SUS-21-002	468.283956	1793.15447	797.021268	47.4914538	-1
ew_s448xtfj.slha	164.65208	176.229833	170.287097	561.216801	830.783067	830.9141	1.197625	1.211147	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.347392	ATLAS-SUSY-2018-41	0.9361032	ATLAS-SUSY-2018-41	527.712027	727.910129	164.982237	35.186682	-1
ew_s8785g72.slha	212.492687	223.76482	216.562791	679.39533	2176.75869	679.668355	1.4192	1.391179	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.385441	ATLAS-SUSY-2018-41	0.9359555	ATLAS-SUSY-2018-41	2123.69636	597.092739	211.312568	44.9301119	-1
ew_c__zl426.slha	289.02614	718.149568	718.295181	1274.93103	1282.38717	1282.41237	1.845989	2.245664	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.187159	ATLAS-SUSY-2018-41	1.445971	CMS-SUS-21-002	276.286698	646.374563	1245.14022	5.68334546	-1
ew_vs0qk4ib.slha	207.238015	1059.76626	1059.72127	1062.51059	2399.99217	2400.15761	0.4366071	0.5642481	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.5139026	ATLAS-SUSY-2018-41	0.4052385	CMS-SUS-21-002	199.133421	2244.38792	1032.2794	33.3901666	-1
ew_gfctyd1g.slha	495.922798	614.355637	607.757182	617.776867	951.95218	952.095593	0.002761951	0.00331994	ATLAS-SUSY-2013-11,CMS-SUS-13-012,CMS-SUS-21-002	0.02321066	CMS-SUS-16-039-agg	0.01913119	CMS-SUS-16-039-agg	477.765974	840.875833	596.495852	48.1839009	-1
ew_f6i238nf.slha	404.123618	439.215896	407.26265	544.525243	1709.49209	545.71038	0.03858593	0.02894207	ATLAS-SUSY-2013-11,ATLAS-SUSY-2016-24,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	0.03420342	CMS-SUS-16-039-agg	0.02490808	CMS-SUS-16-039-agg	1658.63964	448.744366	421.203673	20.0025296	-1
ew_lg74zd_1.slha	275.953024	280.463555	278.380949	1452.50691	2002.00689	2002.16862	-1	-1	-1	-1	-1	-1	-1	1411.30918	1855.3115	267.952881	30.7952067	[]
ew_fncwtvia.slha	466.176315	469.598785	467.952682	2406.01826	2688.09634	2406.19319	-1	-1	-1	-1	-1	-1	-1	2635.03165	2252.19318	452.05197	23.8356792	[]
ew_x3jvzc8k.slha	139.767007	289.233476	289.392822	1138.58713	1140.88186	1142.23654	1.361789	1.191343	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.850733	ATLAS-SUSY-2018-32	0.8161987	ATLAS-SUSY-2018-32	129.276177	242.554863	1106.86	26.7478904	-1
ew_1qy8t172.slha	158.169247	167.823624	162.07411	752.806492	2188.8715	753.044395	2.41203	2.301407	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	2.54892	ATLAS-SUSY-2018-41	1.780969	ATLAS-SUSY-2018-41	2135.8271	667.039351	157.440757	31.1939143	-1
ew_msey7sup.slha	135.969761	139.212257	137.810784	1935.79311	2676.61366	2676.77788	-1	-1	-1	-1	-1	-1	-1	1894.26158	2512.13487	131.962317	42.3084704	[]
ew_jv57csq_.slha	205.898247	226.407265	210.820494	437.465007	2455.00157	438.131223	0.6522598	0.7464231	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4476916	ATLAS-SUSY-2019-09	0.4480058	ATLAS-SUSY-2018-05-ewk	2401.67121	366.048707	212.683283	38.2762898	-1
ew_ohqf_j2f.slha	27.3455895	1022.72139	1022.89611	1026.32696	2148.97722	2149.14309	0.5395107	0.7008664	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.6392908	ATLAS-SUSY-2018-41	0.5023889	CMS-SUS-21-002	22.3676601	2000.06372	996.567261	25.1477774	-1
ew_464gwato.slha	135.808629	383.423278	383.576787	928.373028	933.633658	934.606125	1.973762	2.439878	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.604523	CMS-SUS-21-002	1.723007	ATLAS-SUSY-2019-08	124.940211	329.750847	900.632198	13.2694002	-1
ew_6qz5jxei.slha	362.096447	368.357844	365.740729	870.940832	1833.37091	1833.53527	-1	-1	-1	-1	-1	-1	-1	841.193131	1692.0944	352.917381	31.1436365	[]
ew_qoht2qm0.slha	328.4131	333.864127	330.969969	1465.13214	2022.02559	1465.31684	-1	-1	-1	-1	-1	-1	-1	1969.38834	1342.05663	319.516256	46.3381353	['CMS-SUS-16-039-agg']
ew_hmhgqu61.slha	144.021916	477.249107	477.003014	499.712162	654.50393	654.720164	1.126444	1.326363	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.750083	CMS-SUS-21-002	0.8708363	CMS-SUS-21-002	130.87177	548.288928	479.857152	19.8039753	-1
ew_krd6jun8.slha	268.996922	284.971929	272.502725	588.210046	2497.60177	588.578365	0.7173472	0.7266257	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4268351	ATLAS-SUSY-2018-41	0.4284726	CMS-SUS-21-002	2444.50826	510.868595	272.135395	9.04211512	-1
ew_u6j67nso.slha	233.024103	242.200573	235.732374	903.878711	1924.61274	904.09382	1.140298	1.206778	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.330479	ATLAS-SUSY-2018-41	0.9341394	ATLAS-SUSY-2018-41	1872.73857	808.997842	233.655664	5.02270719	-1
ew_xcirj3os.slha	332.583409	576.987181	577.150371	2334.22636	2335.60068	2336.30288	0.479564	0.639607	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4248428	CMS-SUS-21-002	0.4944489	ATLAS-SUSY-2019-08	322.408891	513.92682	2289.02606	13.8102172	-1
ew_p_ig3vae.slha	249.920364	258.645807	253.663387	914.444968	1100.75061	1100.86201	0.3809802	0.4584945	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.4401803	ATLAS-SUSY-2018-41	0.3090522	ATLAS-SUSY-2018-41	873.932213	987.02357	248.483577	6.97700384	-1
ew_cqtgn_ua.slha	16.7601076	523.933102	524.09703	1600.73546	1602.93296	1603.86042	4.506663	5.244957	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	3.867248	ATLAS-SUSY-2018-41	3.806627	CMS-SUS-21-002	11.6683988	461.63053	1563.23282	15.0638256	-1
ew_53_95h1a.slha	302.454575	474.948763	475.111026	2255.92368	2257.32555	2258.02904	0.2726771	0.2920689	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.2356892	ATLAS-SUSY-2019-08	0.2647582	ATLAS-SUSY-2019-08	292.816895	419.768026	2211.18579	11.5018126	-1
ew_o3lhtemq.slha	416.877906	432.250003	431.494634	1960.10081	1961.30454	1962.22957	-1	-1	-1	-1	-1	-1	-1	402.586992	375.937698	1919.57953	37.4247148	[]
ew_yfl2gczt.slha	431.401967	436.478814	434.474089	1040.81025	2407.22926	2407.39387	-1	-1	-1	-1	-1	-1	-1	1013.39449	2250.47265	420.619581	12.7027577	[]
ew_629wm1_q.slha	382.810574	386.062921	384.51105	2539.52585	2649.35309	2539.7108	-1	-1	-1	-1	-1	-1	-1	2596.25736	2381.20833	371.738685	14.0803963	[]
ew_9brdky5e.slha	148.92418	151.90738	150.567014	2636.84631	2786.04036	2637.02495	-1	-1	-1	-1	-1	-1	-1	2732.97521	2475.6865	144.988157	19.8939723	[]
ew_yk6l510s.slha	337.86597	340.813475	339.589525	2112.36308	3070.74601	3070.91026	-1	-1	-1	-1	-1	-1	-1	2073.56765	2899.60496	326.896858	28.4953563	[]
ew_034s7sy8.slha	186.121387	369.595269	367.077043	372.223972	2904.04552	2904.21061	0.747041	0.8413588	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.6838445	ATLAS-SUSY-2019-09	0.5972874	ATLAS-SUSY-2019-09	184.141018	2736.33882	355.024747	12.673445	-1
ew_gfbzrn6w.slha	120.547791	131.555486	125.793145	636.633101	803.84874	803.935457	1.446594	1.421631	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-16-048,CMS-SUS-21-002	1.591358	ATLAS-SUSY-2018-41	1.106996	ATLAS-SUSY-2018-41	600.070114	701.836035	121.711175	44.8706508	-1
ew_cq2r7m5h.slha	257.135763	261.360909	259.771403	951.616829	3022.70634	3022.87157	-1	-1	-1	-1	-1	-1	-1	930.513047	2852.00383	249.482164	42.7429286	[]
ew_kq6o5n81.slha	446.459645	451.79971	448.815326	1552.62563	2189.88059	1552.80745	-1	-1	-1	-1	-1	-1	-1	2136.96193	1427.41087	434.318694	27.8745536	[]
ew_o537qnpf.slha	344.981171	348.32738	346.756084	2453.89103	2525.7302	2454.08736	-1	-1	-1	-1	-1	-1	-1	2472.45973	2297.05197	334.613851	18.1695752	[]
ew_qrv7hikj.slha	431.465446	437.230104	435.594334	816.435042	3168.822	3168.98683	-1	-1	-1	-1	-1	-1	-1	797.771425	2997.05068	423.031418	7.93861123	[]
ew_2udgtuua.slha	296.17775	351.248373	348.48777	366.801179	2235.84104	2236.00678	0.2037631	0.1930799	ATLAS-SUSY-2013-11,ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.1969837	ATLAS-SUSY-2019-09	0.1887066	ATLAS-SUSY-2019-09	303.097602	2082.44805	335.936961	49.7323385	-1
ew_8migkdiz.slha	201.634857	369.605918	366.621332	376.468816	750.599464	750.778584	0.5916169	0.4486263	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.4299724	ATLAS-SUSY-2019-09	0.3135348	ATLAS-SUSY-2019-09	189.284451	649.644351	359.237104	44.8237301	-1
ew_4va0bp_b.slha	81.2654064	1004.44788	1004.61782	1299.51415	1310.79066	1311.32942	1.117587	1.498157	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	1.286802	ATLAS-SUSY-2018-41	1.127831	CMS-SUS-21-002	73.6569626	916.565925	1268.83775	12.9038974	-1
ew_kuplnj6g.slha	152.761663	158.838883	155.895768	1076.61495	1456.05442	1456.2105	-1	-1	-1	-1	-1	-1	-1	1036.80514	1327.23465	149.85776	33.2477762	['CMS-SUS-16-039-agg']
ew_y1bo_51c.slha	286.7527	296.2797	290.239587	837.075971	2072.72198	837.307641	1.339119	1.313991	ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-13-012,CMS-SUS-21-002	1.439104	ATLAS-SUSY-2018-41	1.003194	ATLAS-SUSY-2018-41	2019.95458	745.616426	282.213424	44.9486043	-1
ew_eo0gebqj.slha	192.816557	746.839082	746.354684	749.359264	2100.6808	2100.84662	1.462049	1.450744	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.478943	ATLAS-SUSY-2018-41	1.012857	ATLAS-SUSY-2018-41	184.391129	1951.96832	724.907419	42.6882085	-1
ew_0g4nt6ft.slha	314.487746	330.586218	318.510799	617.461249	1495.77949	617.872219	0.5402414	0.5145495	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3119425	ATLAS-SUSY-2018-05-ewk	0.2930376	CMS-SUS-21-002	1446.38087	532.548587	315.268172	19.0837975	-1
ew_hs1n0shz.slha	95.952735	421.19234	419.494471	422.963376	1999.67142	1999.8373	1.86478	2.106779	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.331879	ATLAS-SUSY-2018-05-ewk	1.263929	CMS-SUS-21-002	90.1502112	1853.44517	405.165391	30.0403453	-1
ew_6k1vhljt.slha	350.157687	364.220639	353.756363	676.905304	2299.04302	677.236387	0.5118126	0.4892792	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.3679458	ATLAS-SUSY-2018-41	0.282166	CMS-SUS-21-002	2245.89373	593.585059	348.026946	35.4155392	-1
ew_z5yqh344.slha	442.482748	450.826792	445.307925	1097.01353	1818.57457	1097.22454	0.2966421	0.3519186	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.372675	ATLAS-SUSY-2018-41	0.2602081	ATLAS-SUSY-2018-41	1767.17535	990.971341	433.875891	13.0574904	-1
ew_lt0_0p7e.slha	78.4720043	334.058475	332.738318	340.186344	920.443493	920.620314	1.784405	1.914416	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.51534	ATLAS-SUSY-2019-09	1.234047	ATLAS-SUSY-2019-09	69.8485472	813.580691	323.465482	32.8581473	-1
ew_6l1q8o94.slha	390.852218	394.571103	393.080264	1405.76382	2820.72934	2820.89424	-1	-1	-1	-1	-1	-1	-1	1375.70181	2654.04921	378.82943	44.7016544	[]
ew_lgttlmdt.slha	58.2959376	163.548269	158.255089	166.831776	2345.70481	2345.87079	0.2653236	0.6860038	ATLAS-SUSY-2013-11,ATLAS-SUSY-2017-03,ATLAS-SUSY-2019-02,CMS-SUS-13-012	1.748516	CMS-SUS-16-039-agg	2.47131	CMS-SUS-16-039-agg	58.2111109	2189.0129	151.737655	45.3922088	-1
ew_yfcfs4e1.slha	187.750957	267.45592	264.432848	276.523622	2622.57791	2622.74339	0.3606321	0.3484252	ATLAS-SUSY-2019-09,CMS-SUS-16-048	0.3539702	ATLAS-SUSY-2019-09	0.3426585	ATLAS-SUSY-2019-09	191.319416	2459.79937	254.180315	39.7267515	-1
ew_3xcx23ij.slha	102.200938	107.32126	105.19751	670.08059	2741.96054	2742.12643	-1	-1	-1	-1	-1	-1	-1	651.269409	2575.88626	100.640326	46.9874486	[]
ew_2cl5sgzf.slha	324.762423	1082.48826	1082.65333	1724.99639	1729.42166	1730.04432	0.6830105	0.9254107	ATLAS-SUSY-2018-41,ATLAS-SUSY-2019-08,CMS-SUS-21-002	0.765969	ATLAS-SUSY-2018-41	0.71664	CMS-SUS-21-002	311.644589	985.407459	1688.45837	28.9535782	-1
