#SLHA_file	m_N1	m_N2	m_C1	m_N3	m_N4	m_C2	r_obs(comb)	r_exp(comb)	Combination	max_r_obs	Most_Constraining_Analysis	max_r_exp	Most_sensitive_Analysis	M1	M2	Mu	Tan_Beta	Tp_not_included_in_combination
ew_kmraeo39.slha	258.217084	262.93078	260.660401	1713.04382	1769.87361	1764.93962	-1	-1	-1	-1	-1	-1	-1	1661.92842	1625.51398	250.840387	47.1120337	[]
ew_7ez8mfg2.slha	492.571693	498.771993	494.788869	1429.22116	2317.09317	1429.40557	-1	-1	-1	-1	-1	-1	-1	2264.28554	1311.31271	481.971338	8.67331774	['CMS-SUS-16-039-agg']
ew_i7ieqg1s.slha	429.423038	520.70862	516.120452	526.311782	1342.29722	1342.46299	0.001093786	0.001317452	ATLAS-SUSY-2013-11,CMS-SUS-13-012	0.0008417114	ATLAS-SUSY-2013-11	0.0009270859	CMS-SUS-13-012	420.86517	1218.5346	501.036642	29.1702121	-1
ew_s2z1wcsg.slha	445.204637	448.350968	446.903418	2613.16376	2768.35398	2613.34241	-1	-1	-1	-1	-1	-1	-1	2715.37539	2453.38222	431.306921	27.5825192	[]
ew_s3kw77c4.slha	318.67319	453.795897	451.24083	457.635159	2332.2758	2332.44118	0.1511455	0.1572544	ATLAS-SUSY-2013-11,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	0.1677331	ATLAS-SUSY-2019-09	0.1483699	ATLAS-SUSY-2019-09	314.029603	2176.80106	435.853145	39.7366509	-1
ew_myh5dgb8.slha	104.13546	298.128576	294.517091	299.808667	2059.01345	2059.17906	1.996208	1.782326	ATLAS-SUSY-2013-11,ATLAS-SUSY-2013-12,ATLAS-SUSY-2018-05-ewk,ATLAS-SUSY-2018-32,ATLAS-SUSY-2019-08,ATLAS-SUSY-2019-09,CMS-SUS-13-012,CMS-SUS-21-002	1.543615	ATLAS-SUSY-2019-09	1.351671	ATLAS-SUSY-2019-09	101.941247	1911.46553	286.880816	6.94783901	-1
ew_671jkhxi.slha	444.286705	448.648314	446.589207	1673.25465	2087.54861	2087.70808	-1	-1	-1	-1	-1	-1	-1	1628.2577	1938.69219	431.320775	35.1478261	[]
ew_xx5gfpui.slha	436.732203	1124.58244	1124.21576	1126.95703	2418.26852	2418.43378	0.2794898	0.3335916	ATLAS-SUSY-2018-41,CMS-SUS-21-002	0.3133652	ATLAS-SUSY-2018-41	0.2316381	CMS-SUS-21-002	424.440774	2262.4138	1095.85172	32.2420697	-1
ew_8bgqijo2.slha	135.301093	141.441165	138.911929	612.609902	2142.4352	2142.60108	-1	-1	-1	-1	-1	-1	-1	590.93297	1991.01332	133.081836	46.3244958	[]
ew__cgoc48a.slha	316.482069	319.65983	318.335472	1917.47748	2879.14425	2879.30874	-1	-1	-1	-1	-1	-1	-1	1879.20857	2711.1277	306.223169	46.3468774	[]
