X: nr=826; t='T2bbffff'; mgl=1000000.0; mstop=358.3; mlsp=292.4; id0='SR1McY'; r0=0.83; n0=14; id1='SR1HcY'; r1=0.79; n1=15; id2='SR1HcX'; r2=0.64; n2=11; id3='SR1McX'; r3=0.60; n3=10; id4='SR1LcY'; r4=0.47; n4=12; id5='SR1LcX'; r5=0.39; n5=9; id6='SR2McY'; r6=0.38; n6=38; id7='SR2HcY'; r7=0.37; n7=39; id8='SR2HcX'; r8=0.28; n8=36; id9='SR2McX'; r9=0.28; n9=34.
X: nr=827; t='T2bbffff'; mgl=1000000.0; mstop=283.5; mlsp=212.6; id0='SR1McY'; r0=1.28; n0=14; id1='SR1HcY'; r1=1.16; n1=15; id2='SR1HcX'; r2=1.06; n2=11; id3='SR1McX'; r3=0.97; n3=10; id4='SR2McY'; r4=0.64; n4=38; id5='SR1LcY'; r5=0.61; n5=12; id6='SR1LcX'; r6=0.59; n6=9; id7='SR2HcX'; r7=0.56; n7=36; id8='SR2HcY'; r8=0.52; n8=39; id9='SR2McX'; r9=0.49; n9=34.
X: nr=828; t='T2bbffff'; mgl=1000000.0; mstop=481.2; mlsp=469.3; id0='SR1VLaY'; r0=0.38; n0=35; id1='SR1LaY'; r1=0.21; n1=40; id2='SR1VLaX'; r2=0.15; n2=1; id3='SR1LbY'; r3=0.10; n3=6; id4='SR1LcY'; r4=0.10; n4=12; id5='SR1VLbY'; r5=0.08; n5=5; id6='SR1LaX'; r6=0.06; n6=2; id7='SR1LcX'; r7=0.06; n7=9; id8='SR1McY'; r8=0.04; n8=14; id9='SR2VLaY'; r9=0.04; n9=20.
X: nr=829; t='T2bbffff'; mgl=1000000.0; mstop=687.1; mlsp=628.2; id0='SR1McY'; r0=0.13; n0=14; id1='SR1HcY'; r1=0.09; n1=15; id2='SR1LcY'; r2=0.07; n2=12; id3='SR1HcX'; r3=0.04; n3=11; id4='SR1McX'; r4=0.04; n4=10; id5='SR2McY'; r5=0.04; n5=38; id6='SR2HcY'; r6=0.03; n6=39; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR1LbY'; r9=0.02; n9=6.
X: nr=830; t='T2bbffff'; mgl=1000000.0; mstop=529.9; mlsp=518.9; id0='SR1VLaY'; r0=0.23; n0=35; id1='SR1LaY'; r1=0.10; n1=40; id2='SR1VLaX'; r2=0.10; n2=1; id3='SR1VLbY'; r3=0.06; n3=5; id4='SR1LcY'; r4=0.06; n4=12; id5='SR1LbY'; r5=0.05; n5=6; id6='SR1LaX'; r6=0.03; n6=2; id7='SR1LcX'; r7=0.03; n7=9; id8='SR1VLbX'; r8=0.02; n8=43; id9='SR2VLaY'; r9=0.02; n9=20.
X: nr=831; t='T2bbffff'; mgl=1000000.0; mstop=336.8; mlsp=283.6; id0='SR1McY'; r0=1.11; n0=14; id1='SR1HcY'; r1=0.92; n1=15; id2='SR1LcY'; r2=0.76; n2=12; id3='SR1McX'; r3=0.71; n3=10; id4='SR1HcX'; r4=0.69; n4=11; id5='SR1LcX'; r5=0.60; n5=9; id6='SR2McY'; r6=0.56; n6=38; id7='SR2LcY'; r7=0.40; n7=37; id8='SR2HcY'; r8=0.40; n8=39; id9='SR2McX'; r9=0.33; n9=34.
X: nr=832; t='T2bbffff'; mgl=1000000.0; mstop=698.0; mlsp=633.2; id0='SR1McY'; r0=0.10; n0=14; id1='SR1HcY'; r1=0.10; n1=15; id2='SR1LcY'; r2=0.04; n2=12; id3='SR1HcX'; r3=0.04; n3=11; id4='SR1McX'; r4=0.03; n4=10; id5='SR2McY'; r5=0.03; n5=38; id6='SR2HcY'; r6=0.03; n6=39; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR2McX'; r9=0.01; n9=34.
X: nr=833; t='T2bbffff'; mgl=1000000.0; mstop=695.5; mlsp=679.1; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1VLaY'; r1=0.05; n1=35; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1LbY'; r3=0.03; n3=6; id4='SR1LcX'; r4=0.03; n4=9; id5='SR1McY'; r5=0.02; n5=14; id6='SR1VLaX'; r6=0.02; n6=1; id7='SR1LaX'; r7=0.01; n7=2; id8='SR1VLbY'; r8=0.01; n8=5; id9='SR2LcY'; r9=0.01; n9=37.
X: nr=834; t='T2bbffff'; mgl=1000000.0; mstop=477.4; mlsp=397.5; id0='SR1McY'; r0=0.36; n0=14; id1='SR1HcY'; r1=0.35; n1=15; id2='SR1HcX'; r2=0.25; n2=11; id3='SR1McX'; r3=0.17; n3=10; id4='SR2HcY'; r4=0.15; n4=39; id5='SR2McY'; r5=0.14; n5=38; id6='SR1LcY'; r6=0.12; n6=12; id7='SR2HcX'; r7=0.10; n7=36; id8='SR1LcX'; r8=0.09; n8=9; id9='SR2McX'; r9=0.07; n9=34.
X: nr=835; t='T2bbffff'; mgl=1000000.0; mstop=606.4; mlsp=594.2; id0='SR1VLaY'; r0=0.09; n0=35; id1='SR1LaY'; r1=0.05; n1=40; id2='SR1VLaX'; r2=0.05; n2=1; id3='SR1LcY'; r3=0.05; n3=12; id4='SR1LbY'; r4=0.04; n4=6; id5='SR1VLbY'; r5=0.03; n5=5; id6='SR1LcX'; r6=0.02; n6=9; id7='SR1LaX'; r7=0.02; n7=2; id8='SR1McY'; r8=0.02; n8=14; id9='SR1VLbX'; r9=0.02; n9=43.
X: nr=836; t='T2bbffff'; mgl=1000000.0; mstop=698.5; mlsp=623.1; id0='SR1HcY'; r0=0.10; n0=15; id1='SR1McY'; r1=0.08; n1=14; id2='SR1LcY'; r2=0.04; n2=12; id3='SR1HcX'; r3=0.03; n3=11; id4='SR2HcY'; r4=0.03; n4=39; id5='SR2McY'; r5=0.03; n5=38; id6='SR1McX'; r6=0.02; n6=10; id7='SR2LcY'; r7=0.01; n7=37; id8='SR2HcX'; r8=0.01; n8=36; id9='SR2McX'; r9=0.01; n9=34.
X: nr=837; t='T2bbffff'; mgl=1000000.0; mstop=711.5; mlsp=642.1; id0='SR1HcY'; r0=0.09; n0=15; id1='SR1McY'; r1=0.08; n1=14; id2='SR1LcY'; r2=0.04; n2=12; id3='SR1HcX'; r3=0.03; n3=11; id4='SR2McY'; r4=0.03; n4=38; id5='SR2HcY'; r5=0.03; n5=39; id6='SR1McX'; r6=0.03; n6=10; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=838; t='T2bbffff'; mgl=1000000.0; mstop=642.4; mlsp=604.2; id0='SR1McY'; r0=0.13; n0=14; id1='SR1LcY'; r1=0.11; n1=12; id2='SR1HcY'; r2=0.09; n2=15; id3='SR1LbY'; r3=0.05; n3=6; id4='SR1LcX'; r4=0.05; n4=9; id5='SR1McX'; r5=0.05; n5=10; id6='SR1LaY'; r6=0.04; n6=40; id7='SR1VLaY'; r7=0.04; n7=35; id8='SR2McY'; r8=0.04; n8=38; id9='SR2LcY'; r9=0.04; n9=37.
X: nr=839; t='T2bbffff'; mgl=1000000.0; mstop=612.6; mlsp=569.3; id0='SR1McY'; r0=0.19; n0=14; id1='SR1LcY'; r1=0.15; n1=12; id2='SR1HcY'; r2=0.12; n2=15; id3='SR1McX'; r3=0.07; n3=10; id4='SR1LcX'; r4=0.07; n4=9; id5='SR2McY'; r5=0.07; n5=38; id6='SR1LaY'; r6=0.06; n6=40; id7='SR1LbY'; r7=0.06; n7=6; id8='SR1HcX'; r8=0.05; n8=11; id9='SR2LcY'; r9=0.05; n9=37.
X: nr=840; t='T2bbffff'; mgl=1000000.0; mstop=517.0; mlsp=502.7; id0='SR1VLaY'; r0=0.23; n0=35; id1='SR1LaY'; r1=0.14; n1=40; id2='SR1LcY'; r2=0.12; n2=12; id3='SR1LbY'; r3=0.11; n3=6; id4='SR1VLaX'; r4=0.10; n4=1; id5='SR1VLbY'; r5=0.08; n5=5; id6='SR1LcX'; r6=0.07; n6=9; id7='SR1LaX'; r7=0.06; n7=2; id8='SR1McY'; r8=0.06; n8=14; id9='SR2LbY'; r9=0.04; n9=30.
X: nr=841; t='T2bbffff'; mgl=1000000.0; mstop=721.4; mlsp=642.6; id0='SR1HcY'; r0=0.07; n0=15; id1='SR1McY'; r1=0.06; n1=14; id2='SR1HcX'; r2=0.03; n2=11; id3='SR2HcY'; r3=0.03; n3=39; id4='SR1LcY'; r4=0.02; n4=12; id5='SR1McX'; r5=0.02; n5=10; id6='SR2LcY'; r6=0.02; n6=37; id7='SR2McY'; r7=0.02; n7=38; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=842; t='T2bbffff'; mgl=1000000.0; mstop=315.9; mlsp=240.2; id0='SR1McY'; r0=0.92; n0=14; id1='SR1HcX'; r1=0.89; n1=11; id2='SR1HcY'; r2=0.88; n2=15; id3='SR1McX'; r3=0.69; n3=10; id4='SR2McY'; r4=0.44; n4=38; id5='SR2HcX'; r5=0.42; n5=36; id6='SR1LcY'; r6=0.41; n6=12; id7='SR1LcX'; r7=0.41; n7=9; id8='SR2HcY'; r8=0.40; n8=39; id9='SR2McX'; r9=0.31; n9=34.
X: nr=843; t='T2bbffff'; mgl=1000000.0; mstop=724.6; mlsp=684.0; id0='SR1McY'; r0=0.10; n0=14; id1='SR1LcY'; r1=0.08; n1=12; id2='SR1HcY'; r2=0.07; n2=15; id3='SR2McY'; r3=0.04; n3=38; id4='SR1McX'; r4=0.03; n4=10; id5='SR1LcX'; r5=0.03; n5=9; id6='SR1LbY'; r6=0.02; n6=6; id7='SR1LaY'; r7=0.02; n7=40; id8='SR2LcY'; r8=0.02; n8=37; id9='SR1MbY'; r9=0.02; n9=7.
X: nr=844; t='T2bbffff'; mgl=1000000.0; mstop=633.4; mlsp=562.2; id0='SR1HcY'; r0=0.15; n0=15; id1='SR1McY'; r1=0.14; n1=14; id2='SR1HcX'; r2=0.07; n2=11; id3='SR1LcY'; r3=0.07; n3=12; id4='SR2McY'; r4=0.06; n4=38; id5='SR2HcY'; r5=0.05; n5=39; id6='SR1McX'; r6=0.05; n6=10; id7='SR2LcY'; r7=0.03; n7=37; id8='SR1LcX'; r8=0.03; n8=9; id9='SR2HcX'; r9=0.03; n9=36.
X: nr=845; t='T2bbffff'; mgl=1000000.0; mstop=665.6; mlsp=631.3; id0='SR1McY'; r0=0.13; n0=14; id1='SR1LcY'; r1=0.10; n1=12; id2='SR1HcY'; r2=0.07; n2=15; id3='SR1LcX'; r3=0.05; n3=9; id4='SR1VLaY'; r4=0.04; n4=35; id5='SR1LbY'; r5=0.04; n5=6; id6='SR1LaY'; r6=0.04; n6=40; id7='SR1McX'; r7=0.04; n7=10; id8='SR2McY'; r8=0.03; n8=38; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=846; t='T2bbffff'; mgl=1000000.0; mstop=333.0; mlsp=315.0; id0='SR1VLaY'; r0=1.17; n0=35; id1='SR1LaY'; r1=0.83; n1=40; id2='SR1VLaX'; r2=0.69; n2=1; id3='SR1LcY'; r3=0.50; n3=12; id4='SR1McY'; r4=0.48; n4=14; id5='SR1LaX'; r5=0.39; n5=2; id6='SR1LbY'; r6=0.39; n6=6; id7='SR1LcX'; r7=0.35; n7=9; id8='SR1HcY'; r8=0.29; n8=15; id9='SR1VLbY'; r9=0.28; n9=5.
X: nr=847; t='T2bbffff'; mgl=1000000.0; mstop=365.4; mlsp=347.6; id0='SR1VLaY'; r0=0.87; n0=35; id1='SR1LaY'; r1=0.72; n1=40; id2='SR1LcY'; r2=0.56; n2=12; id3='SR1VLaX'; r3=0.49; n3=1; id4='SR1LbY'; r4=0.47; n4=6; id5='SR1LaX'; r5=0.42; n5=2; id6='SR1McY'; r6=0.40; n6=14; id7='SR1LcX'; r7=0.34; n7=9; id8='SR1MaY'; r8=0.23; n8=41; id9='SR2LaY'; r9=0.22; n9=21.
X: nr=848; t='T2bbffff'; mgl=1000000.0; mstop=710.2; mlsp=697.2; id0='SR1VLaY'; r0=0.05; n0=35; id1='SR1LcY'; r1=0.03; n1=12; id2='SR1LaY'; r2=0.03; n2=40; id3='SR1LbY'; r3=0.02; n3=6; id4='SR1VLaX'; r4=0.01; n4=1; id5='SR1VLbY'; r5=0.01; n5=5; id6='SR1LcX'; r6=0.01; n6=9; id7='SR1McY'; r7=0.01; n7=14; id8='SR1LaX'; r8=0.01; n8=2; id9='SR1VLbX'; r9=0.01; n9=43.
X: nr=849; t='T2bbffff'; mgl=1000000.0; mstop=400.3; mlsp=351.2; id0='SR1McY'; r0=0.91; n0=14; id1='SR1HcY'; r1=0.68; n1=15; id2='SR1LcY'; r2=0.56; n2=12; id3='SR1McX'; r3=0.45; n3=10; id4='SR1LcX'; r4=0.42; n4=9; id5='SR1HcX'; r5=0.39; n5=11; id6='SR2McY'; r6=0.34; n6=38; id7='SR2HcY'; r7=0.29; n7=39; id8='SR2LcY'; r8=0.25; n8=37; id9='SR1LaY'; r9=0.22; n9=40.
X: nr=850; t='T2bbffff'; mgl=1000000.0; mstop=399.8; mlsp=380.5; id0='SR1LaY'; r0=0.60; n0=40; id1='SR1LcY'; r1=0.55; n1=12; id2='SR1VLaY'; r2=0.49; n2=35; id3='SR1LbY'; r3=0.39; n3=6; id4='SR1LaX'; r4=0.37; n4=2; id5='SR1McY'; r5=0.36; n5=14; id6='SR1VLaX'; r6=0.32; n6=1; id7='SR1LcX'; r7=0.29; n7=9; id8='SR1VLbY'; r8=0.23; n8=5; id9='SR1LbX'; r9=0.22; n9=44.
X: nr=851; t='T2bbffff'; mgl=1000000.0; mstop=447.7; mlsp=431.9; id0='SR1VLaY'; r0=0.40; n0=35; id1='SR1LaY'; r1=0.32; n1=40; id2='SR1LcY'; r2=0.26; n2=12; id3='SR1VLaX'; r3=0.22; n3=1; id4='SR1LbY'; r4=0.21; n4=6; id5='SR1LaX'; r5=0.17; n5=2; id6='SR1McY'; r6=0.15; n6=14; id7='SR1VLbY'; r7=0.14; n7=5; id8='SR1LcX'; r8=0.13; n8=9; id9='SR1LbX'; r9=0.08; n9=44.
X: nr=852; t='T2bbffff'; mgl=1000000.0; mstop=449.1; mlsp=385.7; id0='SR1McY'; r0=0.53; n0=14; id1='SR1HcY'; r1=0.49; n1=15; id2='SR1HcX'; r2=0.29; n2=11; id3='SR1McX'; r3=0.29; n3=10; id4='SR1LcY'; r4=0.29; n4=12; id5='SR2McY'; r5=0.26; n5=38; id6='SR1LcX'; r6=0.20; n6=9; id7='SR2HcY'; r7=0.19; n7=39; id8='SR2LcY'; r8=0.14; n8=37; id9='SR2HcX'; r9=0.14; n9=36.
X: nr=853; t='T2bbffff'; mgl=1000000.0; mstop=773.0; mlsp=750.2; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1McY'; r1=0.03; n1=14; id2='SR1VLaY'; r2=0.03; n2=35; id3='SR1LaY'; r3=0.02; n3=40; id4='SR1LbY'; r4=0.02; n4=6; id5='SR1LcX'; r5=0.02; n5=9; id6='SR1VLbY'; r6=0.01; n6=5; id7='SR2LcY'; r7=0.01; n7=37; id8='SR1VLaX'; r8=0.01; n8=1; id9='SR1LaX'; r9=0.01; n9=2.
X: nr=854; t='T2bbffff'; mgl=1000000.0; mstop=639.2; mlsp=564.4; id0='SR1HcY'; r0=0.14; n0=15; id1='SR1McY'; r1=0.12; n1=14; id2='SR1HcX'; r2=0.07; n2=11; id3='SR2McY'; r3=0.06; n3=38; id4='SR1LcY'; r4=0.06; n4=12; id5='SR2HcY'; r5=0.05; n5=39; id6='SR1McX'; r6=0.05; n6=10; id7='SR2HcX'; r7=0.02; n7=36; id8='SR1LcX'; r8=0.02; n8=9; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=855; t='T2bbffff'; mgl=1000000.0; mstop=544.0; mlsp=483.3; id0='SR1McY'; r0=0.29; n0=14; id1='SR1HcY'; r1=0.24; n1=15; id2='SR1LcY'; r2=0.15; n2=12; id3='SR1HcX'; r3=0.14; n3=11; id4='SR1McX'; r4=0.12; n4=10; id5='SR2McY'; r5=0.10; n5=38; id6='SR2HcY'; r6=0.09; n6=39; id7='SR1LcX'; r7=0.09; n7=9; id8='SR2LcY'; r8=0.06; n8=37; id9='SR2McX'; r9=0.05; n9=34.
X: nr=856; t='T2bbffff'; mgl=1000000.0; mstop=663.7; mlsp=607.1; id0='SR1McY'; r0=0.13; n0=14; id1='SR1HcY'; r1=0.12; n1=15; id2='SR1LcY'; r2=0.08; n2=12; id3='SR2McY'; r3=0.05; n3=38; id4='SR1HcX'; r4=0.04; n4=11; id5='SR2HcY'; r5=0.04; n5=39; id6='SR1McX'; r6=0.04; n6=10; id7='SR1LcX'; r7=0.04; n7=9; id8='SR2LcY'; r8=0.03; n8=37; id9='SR1MbY'; r9=0.02; n9=7.
X: nr=857; t='T2bbffff'; mgl=1000000.0; mstop=432.0; mlsp=421.4; id0='SR1VLaY'; r0=0.57; n0=35; id1='SR1VLaX'; r1=0.28; n1=1; id2='SR1LaY'; r2=0.25; n2=40; id3='SR1VLbY'; r3=0.13; n3=5; id4='SR1LbY'; r4=0.11; n4=6; id5='SR1LcY'; r5=0.10; n5=12; id6='SR1LaX'; r6=0.10; n6=2; id7='SR2VLaY'; r7=0.07; n7=20; id8='SR1VLbX'; r8=0.05; n8=43; id9='SR1LcX'; r9=0.04; n9=9.
X: nr=858; t='T2bbffff'; mgl=1000000.0; mstop=273.5; mlsp=215.9; id0='SR1McY'; r0=1.48; n0=14; id1='SR1HcX'; r1=1.23; n1=11; id2='SR1HcY'; r2=1.20; n2=15; id3='SR1McX'; r3=1.19; n3=10; id4='SR1LcY'; r4=0.96; n4=12; id5='SR1LcX'; r5=0.89; n5=9; id6='SR2McY'; r6=0.81; n6=38; id7='SR2HcY'; r7=0.71; n7=39; id8='SR2HcX'; r8=0.69; n8=36; id9='SR2LcY'; r9=0.67; n9=37.
X: nr=859; t='T2bbffff'; mgl=1000000.0; mstop=664.9; mlsp=649.3; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1VLaY'; r1=0.06; n1=35; id2='SR1LaY'; r2=0.05; n2=40; id3='SR1LbY'; r3=0.03; n3=6; id4='SR1LcX'; r4=0.03; n4=9; id5='SR1VLbY'; r5=0.03; n5=5; id6='SR1McY'; r6=0.02; n6=14; id7='SR1VLaX'; r7=0.02; n7=1; id8='SR1LaX'; r8=0.02; n8=2; id9='SR1MaY'; r9=0.01; n9=41.
X: nr=860; t='T2bbffff'; mgl=1000000.0; mstop=679.6; mlsp=655.2; id0='SR1LcY'; r0=0.09; n0=12; id1='SR1McY'; r1=0.06; n1=14; id2='SR1LaY'; r2=0.05; n2=40; id3='SR1LcX'; r3=0.04; n3=9; id4='SR1LbY'; r4=0.04; n4=6; id5='SR1VLaY'; r5=0.03; n5=35; id6='SR1HcY'; r6=0.02; n6=15; id7='SR1VLbY'; r7=0.02; n7=5; id8='SR1MaY'; r8=0.02; n8=41; id9='SR1LaX'; r9=0.02; n9=2.
X: nr=861; t='T2bbffff'; mgl=1000000.0; mstop=309.4; mlsp=267.7; id0='SR1McY'; r0=1.41; n0=14; id1='SR1LcY'; r1=1.04; n1=12; id2='SR1HcY'; r2=0.95; n2=15; id3='SR1LcX'; r3=0.87; n3=9; id4='SR1McX'; r4=0.77; n4=10; id5='SR2McY'; r5=0.69; n5=38; id6='SR1LaY'; r6=0.68; n6=40; id7='SR1HcX'; r7=0.66; n7=11; id8='SR1LbY'; r8=0.59; n8=6; id9='SR2LaY'; r9=0.53; n9=21.
X: nr=862; t='T2bbffff'; mgl=1000000.0; mstop=486.8; mlsp=455.2; id0='SR1McY'; r0=0.38; n0=14; id1='SR1LcY'; r1=0.37; n1=12; id2='SR1LaY'; r2=0.22; n2=40; id3='SR1LcX'; r3=0.18; n3=9; id4='SR1LbY'; r4=0.18; n4=6; id5='SR1HcY'; r5=0.17; n5=15; id6='SR1VLaY'; r6=0.17; n6=35; id7='SR1McX'; r7=0.13; n7=10; id8='SR2McY'; r8=0.12; n8=38; id9='SR2LcY'; r9=0.11; n9=37.
X: nr=863; t='T2bbffff'; mgl=1000000.0; mstop=467.0; mlsp=401.0; id0='SR1McY'; r0=0.47; n0=14; id1='SR1HcY'; r1=0.44; n1=15; id2='SR1HcX'; r2=0.26; n2=11; id3='SR1LcY'; r3=0.22; n3=12; id4='SR1McX'; r4=0.22; n4=10; id5='SR2McY'; r5=0.19; n5=38; id6='SR2HcY'; r6=0.17; n6=39; id7='SR1LcX'; r7=0.14; n7=9; id8='SR2LcY'; r8=0.11; n8=37; id9='SR2HcX'; r9=0.10; n9=36.
X: nr=864; t='T2bbffff'; mgl=1000000.0; mstop=401.3; mlsp=336.4; id0='SR1McY'; r0=0.74; n0=14; id1='SR1HcY'; r1=0.61; n1=15; id2='SR1HcX'; r2=0.44; n2=11; id3='SR1McX'; r3=0.42; n3=10; id4='SR1LcY'; r4=0.36; n4=12; id5='SR2McY'; r5=0.32; n5=38; id6='SR1LcX'; r6=0.28; n6=9; id7='SR2HcY'; r7=0.28; n7=39; id8='SR2HcX'; r8=0.20; n8=36; id9='SR2LcY'; r9=0.19; n9=37.
X: nr=865; t='T2bbffff'; mgl=1000000.0; mstop=508.3; mlsp=435.4; id0='SR1HcY'; r0=0.35; n0=15; id1='SR1McY'; r1=0.31; n1=14; id2='SR1HcX'; r2=0.19; n2=11; id3='SR2HcY'; r3=0.16; n3=39; id4='SR2McY'; r4=0.14; n4=38; id5='SR1McX'; r5=0.13; n5=10; id6='SR1LcY'; r6=0.13; n6=12; id7='SR1LcX'; r7=0.08; n7=9; id8='SR2HcX'; r8=0.08; n8=36; id9='SR2LcY'; r9=0.07; n9=37.
X: nr=866; t='T2bbffff'; mgl=1000000.0; mstop=448.1; mlsp=374.6; id0='SR1McY'; r0=0.48; n0=14; id1='SR1HcY'; r1=0.48; n1=15; id2='SR1HcX'; r2=0.29; n2=11; id3='SR1McX'; r3=0.23; n3=10; id4='SR2McY'; r4=0.21; n4=38; id5='SR2HcY'; r5=0.19; n5=39; id6='SR1LcY'; r6=0.19; n6=12; id7='SR1LcX'; r7=0.14; n7=9; id8='SR2HcX'; r8=0.13; n8=36; id9='SR2McX'; r9=0.10; n9=34.
X: nr=867; t='T2bbffff'; mgl=1000000.0; mstop=380.4; mlsp=302.1; id0='SR1McY'; r0=0.67; n0=14; id1='SR1HcY'; r1=0.67; n1=15; id2='SR1HcX'; r2=0.55; n2=11; id3='SR1McX'; r3=0.42; n3=10; id4='SR2HcY'; r4=0.29; n4=39; id5='SR2McY'; r5=0.27; n5=38; id6='SR1LcY'; r6=0.24; n6=12; id7='SR2HcX'; r7=0.21; n7=36; id8='SR1LcX'; r8=0.21; n8=9; id9='SR2McX'; r9=0.19; n9=34.
X: nr=868; t='T2bbffff'; mgl=1000000.0; mstop=548.2; mlsp=535.0; id0='SR1VLaY'; r0=0.19; n0=35; id1='SR1LaY'; r1=0.10; n1=40; id2='SR1LcY'; r2=0.09; n2=12; id3='SR1VLaX'; r3=0.09; n3=1; id4='SR1LbY'; r4=0.07; n4=6; id5='SR1VLbY'; r5=0.06; n5=5; id6='SR1LcX'; r6=0.04; n6=9; id7='SR1LaX'; r7=0.04; n7=2; id8='SR1McY'; r8=0.03; n8=14; id9='SR1LbX'; r9=0.03; n9=44.
X: nr=869; t='T2bbffff'; mgl=1000000.0; mstop=507.6; mlsp=462.4; id0='SR1McY'; r0=0.45; n0=14; id1='SR1LcY'; r1=0.31; n1=12; id2='SR1HcY'; r2=0.26; n2=15; id3='SR1McX'; r3=0.17; n3=10; id4='SR1LcX'; r4=0.15; n4=9; id5='SR2McY'; r5=0.15; n5=38; id6='SR1HcX'; r6=0.14; n6=11; id7='SR2LcY'; r7=0.12; n7=37; id8='SR1LbY'; r8=0.12; n8=6; id9='SR1LaY'; r9=0.11; n9=40.
X: nr=870; t='T2bbffff'; mgl=1000000.0; mstop=336.2; mlsp=296.6; id0='SR1McY'; r0=1.21; n0=14; id1='SR1LcY'; r1=0.92; n1=12; id2='SR1HcY'; r2=0.83; n2=15; id3='SR1LcX'; r3=0.76; n3=9; id4='SR1McX'; r4=0.65; n4=10; id5='SR2McY'; r5=0.55; n5=38; id6='SR1LaY'; r6=0.53; n6=40; id7='SR1HcX'; r7=0.52; n7=11; id8='SR2LcY'; r8=0.48; n8=37; id9='SR1LbY'; r9=0.47; n9=6.
X: nr=871; t='T2bbffff'; mgl=1000000.0; mstop=708.8; mlsp=671.0; id0='SR1McY'; r0=0.10; n0=14; id1='SR1LcY'; r1=0.10; n1=12; id2='SR1HcY'; r2=0.05; n2=15; id3='SR1LcX'; r3=0.03; n3=9; id4='SR1McX'; r4=0.03; n4=10; id5='SR1LaY'; r5=0.03; n5=40; id6='SR1LbY'; r6=0.03; n6=6; id7='SR2McY'; r7=0.02; n7=38; id8='SR1VLaY'; r8=0.02; n8=35; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=872; t='T2bbffff'; mgl=1000000.0; mstop=508.9; mlsp=459.4; id0='SR1McY'; r0=0.45; n0=14; id1='SR1LcY'; r1=0.28; n1=12; id2='SR1HcY'; r2=0.27; n2=15; id3='SR1McX'; r3=0.16; n3=10; id4='SR2McY'; r4=0.15; n4=38; id5='SR1LcX'; r5=0.14; n5=9; id6='SR1HcX'; r6=0.14; n6=11; id7='SR2LcY'; r7=0.11; n7=37; id8='SR1LbY'; r8=0.11; n8=6; id9='SR2HcY'; r9=0.11; n9=39.
X: nr=873; t='T2bbffff'; mgl=1000000.0; mstop=527.6; mlsp=509.9; id0='SR1VLaY'; r0=0.18; n0=35; id1='SR1LcY'; r1=0.15; n1=12; id2='SR1LaY'; r2=0.14; n2=40; id3='SR1LbY'; r3=0.11; n3=6; id4='SR1McY'; r4=0.10; n4=14; id5='SR1VLaX'; r5=0.09; n5=1; id6='SR1LcX'; r6=0.08; n6=9; id7='SR1VLbY'; r7=0.08; n7=5; id8='SR1LaX'; r8=0.06; n8=2; id9='SR2LbY'; r9=0.04; n9=30.
X: nr=874; t='T2bbffff'; mgl=1000000.0; mstop=678.1; mlsp=660.0; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1VLaY'; r1=0.05; n1=35; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1McY'; r3=0.03; n3=14; id4='SR1LbY'; r4=0.03; n4=6; id5='SR1LcX'; r5=0.02; n5=9; id6='SR1VLaX'; r6=0.02; n6=1; id7='SR1VLbY'; r7=0.02; n7=5; id8='SR2LcY'; r8=0.01; n8=37; id9='SR1LaX'; r9=0.01; n9=2.
X: nr=875; t='T2bbffff'; mgl=1000000.0; mstop=642.2; mlsp=596.8; id0='SR1McY'; r0=0.15; n0=14; id1='SR1LcY'; r1=0.11; n1=12; id2='SR1HcY'; r2=0.11; n2=15; id3='SR1McX'; r3=0.06; n3=10; id4='SR1LcX'; r4=0.05; n4=9; id5='SR2McY'; r5=0.05; n5=38; id6='SR1LbY'; r6=0.05; n6=6; id7='SR1HcX'; r7=0.04; n7=11; id8='SR2HcY'; r8=0.04; n8=39; id9='SR2LcY'; r9=0.04; n9=37.
X: nr=876; t='T2bbffff'; mgl=1000000.0; mstop=518.8; mlsp=487.2; id0='SR1McY'; r0=0.33; n0=14; id1='SR1LcY'; r1=0.25; n1=12; id2='SR1HcY'; r2=0.18; n2=15; id3='SR1LcX'; r3=0.15; n3=9; id4='SR1VLaY'; r4=0.14; n4=35; id5='SR1McX'; r5=0.12; n5=10; id6='SR2McY'; r6=0.11; n6=38; id7='SR1LaY'; r7=0.10; n7=40; id8='SR1LbY'; r8=0.09; n8=6; id9='SR2LcY'; r9=0.07; n9=37.
