X: nr=152; t='T2bbffff'; mgl=1000000.0; mstop=383.2; mlsp=338.6; id0='SR1McY'; r0=0.93; n0=14; id1='SR1LcY'; r1=0.68; n1=12; id2='SR1HcY'; r2=0.63; n2=15; id3='SR1LcX'; r3=0.49; n3=9; id4='SR1McX'; r4=0.48; n4=10; id5='SR2McY'; r5=0.39; n5=38; id6='SR1HcX'; r6=0.37; n6=11; id7='SR1LaY'; r7=0.31; n7=40; id8='SR2LcY'; r8=0.28; n8=37; id9='SR1LbY'; r9=0.28; n9=6.
X: nr=153; t='T2bbffff'; mgl=1000000.0; mstop=427.9; mlsp=414.4; id0='SR1VLaY'; r0=0.56; n0=35; id1='SR1VLaX'; r1=0.28; n1=1; id2='SR1LaY'; r2=0.24; n2=40; id3='SR1LcY'; r3=0.14; n3=12; id4='SR1LbY'; r4=0.12; n4=6; id5='SR1McY'; r5=0.12; n5=14; id6='SR1VLbY'; r6=0.11; n6=5; id7='SR1LaX'; r7=0.10; n7=2; id8='SR1LcX'; r8=0.08; n8=9; id9='SR2VLaY'; r9=0.07; n9=20.
X: nr=154; t='T2bbffff'; mgl=1000000.0; mstop=708.2; mlsp=681.9; id0='SR1LcY'; r0=0.08; n0=12; id1='SR1McY'; r1=0.06; n1=14; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1VLaY'; r3=0.03; n3=35; id4='SR1LcX'; r4=0.03; n4=9; id5='SR1LbY'; r5=0.03; n5=6; id6='SR1HcY'; r6=0.03; n6=15; id7='SR2McY'; r7=0.02; n7=38; id8='SR1McX'; r8=0.02; n8=10; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=155; t='T2bbffff'; mgl=1000000.0; mstop=688.2; mlsp=626.8; id0='SR1McY'; r0=0.12; n0=14; id1='SR1HcY'; r1=0.09; n1=15; id2='SR1LcY'; r2=0.07; n2=12; id3='SR1HcX'; r3=0.04; n3=11; id4='SR2McY'; r4=0.04; n4=38; id5='SR1McX'; r5=0.04; n5=10; id6='SR2HcY'; r6=0.03; n6=39; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR1LbY'; r9=0.02; n9=6.
X: nr=156; t='T2bbffff'; mgl=1000000.0; mstop=525.1; mlsp=450.0; id0='SR1HcY'; r0=0.32; n0=15; id1='SR1McY'; r1=0.30; n1=14; id2='SR1HcX'; r2=0.15; n2=11; id3='SR2HcY'; r3=0.13; n3=39; id4='SR1McX'; r4=0.11; n4=10; id5='SR2McY'; r5=0.11; n5=38; id6='SR1LcY'; r6=0.10; n6=12; id7='SR2LcY'; r7=0.06; n7=37; id8='SR1LcX'; r8=0.06; n8=9; id9='SR2HcX'; r9=0.06; n9=36.
X: nr=157; t='T2bbffff'; mgl=1000000.0; mstop=317.4; mlsp=298.6; id0='SR1VLaY'; r0=1.34; n0=35; id1='SR1LaY'; r1=1.19; n1=40; id2='SR1VLaX'; r2=0.80; n2=1; id3='SR1LcY'; r3=0.77; n3=12; id4='SR1LaX'; r4=0.72; n4=2; id5='SR1LbY'; r5=0.68; n5=6; id6='SR1McY'; r6=0.65; n6=14; id7='SR1LcX'; r7=0.54; n7=9; id8='SR2LaY'; r8=0.43; n8=21; id9='SR1MaY'; r9=0.41; n9=41.
X: nr=158; t='T2bbffff'; mgl=1000000.0; mstop=400.6; mlsp=360.1; id0='SR1McY'; r0=0.89; n0=14; id1='SR1LcY'; r1=0.64; n1=12; id2='SR1HcY'; r2=0.53; n2=15; id3='SR1LcX'; r3=0.47; n3=9; id4='SR1McX'; r4=0.42; n4=10; id5='SR2McY'; r5=0.36; n5=38; id6='SR1HcX'; r6=0.34; n6=11; id7='SR1LaY'; r7=0.27; n7=40; id8='SR2LcY'; r8=0.27; n8=37; id9='SR1LbY'; r9=0.27; n9=6.
X: nr=159; t='T2bbffff'; mgl=1000000.0; mstop=649.9; mlsp=586.8; id0='SR1HcY'; r0=0.14; n0=15; id1='SR1McY'; r1=0.12; n1=14; id2='SR1LcY'; r2=0.07; n2=12; id3='SR1HcX'; r3=0.06; n3=11; id4='SR1McX'; r4=0.05; n4=10; id5='SR2HcY'; r5=0.05; n5=39; id6='SR2McY'; r6=0.04; n6=38; id7='SR2LcY'; r7=0.04; n7=37; id8='SR1LcX'; r8=0.04; n8=9; id9='SR2McX'; r9=0.02; n9=34.
X: nr=160; t='T2bbffff'; mgl=1000000.0; mstop=341.6; mlsp=321.1; id0='SR1LaY'; r0=0.92; n0=40; id1='SR1VLaY'; r1=0.89; n1=35; id2='SR1LcY'; r2=0.68; n2=12; id3='SR1McY'; r3=0.64; n3=14; id4='SR1VLaX'; r4=0.57; n4=1; id5='SR1LbY'; r5=0.52; n5=6; id6='SR1LaX'; r6=0.48; n6=2; id7='SR1LcX'; r7=0.43; n7=9; id8='SR2LaY'; r8=0.35; n8=21; id9='SR1MaY'; r9=0.33; n9=41.
X: nr=161; t='T2bbffff'; mgl=1000000.0; mstop=670.1; mlsp=636.3; id0='SR1McY'; r0=0.13; n0=14; id1='SR1HcY'; r1=0.07; n1=15; id2='SR1LcY'; r2=0.07; n2=12; id3='SR1LcX'; r3=0.05; n3=9; id4='SR1McX'; r4=0.04; n4=10; id5='SR1VLaY'; r5=0.04; n5=35; id6='SR2McY'; r6=0.04; n6=38; id7='SR1LbY'; r7=0.03; n7=6; id8='SR1LaY'; r8=0.03; n8=40; id9='SR1MbY'; r9=0.02; n9=7.
X: nr=162; t='T2bbffff'; mgl=1000000.0; mstop=345.1; mlsp=289.9; id0='SR1McY'; r0=0.95; n0=14; id1='SR1HcY'; r1=0.84; n1=15; id2='SR1LcY'; r2=0.70; n2=12; id3='SR1McX'; r3=0.69; n3=10; id4='SR1HcX'; r4=0.66; n4=11; id5='SR1LcX'; r5=0.55; n5=9; id6='SR2McY'; r6=0.48; n6=38; id7='SR2HcY'; r7=0.39; n7=39; id8='SR2LcY'; r8=0.37; n8=37; id9='SR2McX'; r9=0.34; n9=34.
X: nr=163; t='T2bbffff'; mgl=1000000.0; mstop=517.2; mlsp=499.9; id0='SR1VLaY'; r0=0.20; n0=35; id1='SR1LcY'; r1=0.18; n1=12; id2='SR1LaY'; r2=0.17; n2=40; id3='SR1LbY'; r3=0.15; n3=6; id4='SR1LcX'; r4=0.10; n4=9; id5='SR1VLaX'; r5=0.10; n5=1; id6='SR1McY'; r6=0.10; n6=14; id7='SR1VLbY'; r7=0.09; n7=5; id8='SR1LaX'; r8=0.08; n8=2; id9='SR2LbY'; r9=0.06; n9=30.
X: nr=164; t='T2bbffff'; mgl=1000000.0; mstop=274.3; mlsp=206.2; id0='SR1McY'; r0=1.46; n0=14; id1='SR1HcY'; r1=1.23; n1=15; id2='SR1HcX'; r2=1.19; n2=11; id3='SR1McX'; r3=1.07; n3=10; id4='SR1LcY'; r4=0.78; n4=12; id5='SR2McY'; r5=0.77; n5=38; id6='SR1LcX'; r6=0.71; n6=9; id7='SR2HcX'; r7=0.62; n7=36; id8='SR2McX'; r8=0.59; n8=34; id9='SR2HcY'; r9=0.53; n9=39.
X: nr=165; t='T2bbffff'; mgl=1000000.0; mstop=407.6; mlsp=352.0; id0='SR1McY'; r0=0.80; n0=14; id1='SR1HcY'; r1=0.64; n1=15; id2='SR1LcY'; r2=0.47; n2=12; id3='SR1McX'; r3=0.41; n3=10; id4='SR1HcX'; r4=0.39; n4=11; id5='SR1LcX'; r5=0.33; n5=9; id6='SR2McY'; r6=0.31; n6=38; id7='SR2HcY'; r7=0.26; n7=39; id8='SR2LcY'; r8=0.21; n8=37; id9='SR2HcX'; r9=0.18; n9=36.
X: nr=166; t='T2bbffff'; mgl=1000000.0; mstop=609.6; mlsp=548.1; id0='SR1McY'; r0=0.21; n0=14; id1='SR1HcY'; r1=0.16; n1=15; id2='SR1LcY'; r2=0.10; n2=12; id3='SR2McY'; r3=0.08; n3=38; id4='SR1HcX'; r4=0.08; n4=11; id5='SR1McX'; r5=0.07; n5=10; id6='SR2HcY'; r6=0.05; n6=39; id7='SR2LcY'; r7=0.04; n7=37; id8='SR1LcX'; r8=0.04; n8=9; id9='SR1LaY'; r9=0.03; n9=40.
X: nr=167; t='T2bbffff'; mgl=1000000.0; mstop=353.5; mlsp=294.8; id0='SR1McY'; r0=0.97; n0=14; id1='SR1HcY'; r1=0.85; n1=15; id2='SR1McX'; r2=0.65; n2=10; id3='SR1HcX'; r3=0.65; n3=11; id4='SR1LcY'; r4=0.59; n4=12; id5='SR1LcX'; r5=0.51; n5=9; id6='SR2McY'; r6=0.44; n6=38; id7='SR2HcY'; r7=0.40; n7=39; id8='SR2LcY'; r8=0.34; n8=37; id9='SR2HcX'; r9=0.30; n9=36.
X: nr=168; t='T2bbffff'; mgl=1000000.0; mstop=394.9; mlsp=367.2; id0='SR1McY'; r0=0.69; n0=14; id1='SR1LcY'; r1=0.60; n1=12; id2='SR1LcX'; r2=0.43; n2=9; id3='SR1VLaY'; r3=0.41; n3=35; id4='SR1LaY'; r4=0.41; n4=40; id5='SR1HcY'; r5=0.38; n5=15; id6='SR1LbY'; r6=0.34; n6=6; id7='SR1McX'; r7=0.28; n7=10; id8='SR1LaX'; r8=0.26; n8=2; id9='SR2McY'; r9=0.24; n9=38.
X: nr=169; t='T2bbffff'; mgl=1000000.0; mstop=540.3; mlsp=477.3; id0='SR1McY'; r0=0.26; n0=14; id1='SR1HcY'; r1=0.25; n1=15; id2='SR1LcY'; r2=0.14; n2=12; id3='SR1HcX'; r3=0.14; n3=11; id4='SR1McX'; r4=0.12; n4=10; id5='SR2McY'; r5=0.11; n5=38; id6='SR2HcY'; r6=0.10; n6=39; id7='SR1LcX'; r7=0.08; n7=9; id8='SR2LcY'; r8=0.06; n8=37; id9='SR2McX'; r9=0.06; n9=34.
X: nr=170; t='T2bbffff'; mgl=1000000.0; mstop=597.2; mlsp=559.0; id0='SR1McY'; r0=0.27; n0=14; id1='SR1LcY'; r1=0.15; n1=12; id2='SR1HcY'; r2=0.13; n2=15; id3='SR1LcX'; r3=0.08; n3=9; id4='SR1McX'; r4=0.08; n4=10; id5='SR2McY'; r5=0.07; n5=38; id6='SR1LaY'; r6=0.07; n6=40; id7='SR1LbY'; r7=0.06; n7=6; id8='SR1VLaY'; r8=0.05; n8=35; id9='SR2LcY'; r9=0.05; n9=37.
X: nr=171; t='T2bbffff'; mgl=1000000.0; mstop=338.1; mlsp=265.2; id0='SR1HcY'; r0=0.90; n0=15; id1='SR1McY'; r1=0.88; n1=14; id2='SR1HcX'; r2=0.75; n2=11; id3='SR1McX'; r3=0.60; n3=10; id4='SR1LcY'; r4=0.44; n4=12; id5='SR2McY'; r5=0.38; n5=38; id6='SR2HcY'; r6=0.36; n6=39; id7='SR1LcX'; r7=0.34; n7=9; id8='SR2HcX'; r8=0.32; n8=36; id9='SR2McX'; r9=0.31; n9=34.
X: nr=172; t='T2bbffff'; mgl=1000000.0; mstop=442.0; mlsp=376.5; id0='SR1McY'; r0=0.56; n0=14; id1='SR1HcY'; r1=0.50; n1=15; id2='SR1HcX'; r2=0.30; n2=11; id3='SR1LcY'; r3=0.28; n3=12; id4='SR1McX'; r4=0.27; n4=10; id5='SR2McY'; r5=0.25; n5=38; id6='SR2HcY'; r6=0.21; n6=39; id7='SR1LcX'; r7=0.19; n7=9; id8='SR2LcY'; r8=0.13; n8=37; id9='SR2HcX'; r9=0.13; n9=36.
X: nr=173; t='T2bbffff'; mgl=1000000.0; mstop=724.4; mlsp=644.7; id0='SR1HcY'; r0=0.06; n0=15; id1='SR1McY'; r1=0.06; n1=14; id2='SR1HcX'; r2=0.03; n2=11; id3='SR2HcY'; r3=0.02; n3=39; id4='SR1LcY'; r4=0.02; n4=12; id5='SR1McX'; r5=0.02; n5=10; id6='SR2LcY'; r6=0.02; n6=37; id7='SR2McY'; r7=0.01; n7=38; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=174; t='T2bbffff'; mgl=1000000.0; mstop=777.9; mlsp=759.7; id0='SR1LcY'; r0=0.04; n0=12; id1='SR1VLaY'; r1=0.03; n1=35; id2='SR1LaY'; r2=0.02; n2=40; id3='SR1McY'; r3=0.02; n3=14; id4='SR1LbY'; r4=0.02; n4=6; id5='SR1LcX'; r5=0.01; n5=9; id6='SR1VLbY'; r6=0.01; n6=5; id7='SR1VLaX'; r7=0.01; n7=1; id8='SR2LcY'; r8=0.01; n8=37; id9='SR1LaX'; r9=0.01; n9=2.
X: nr=175; t='T2bbffff'; mgl=1000000.0; mstop=260.4; mlsp=235.5; id0='SR1VLaY'; r0=1.81; n0=35; id1='SR1LaY'; r1=1.70; n1=40; id2='SR1VLaX'; r2=1.28; n2=1; id3='SR1LaX'; r3=1.27; n3=2; id4='SR1McY'; r4=1.26; n4=14; id5='SR1LcY'; r5=1.05; n5=12; id6='SR1HcY'; r6=1.03; n6=15; id7='SR1LcX'; r7=0.98; n7=9; id8='SR2LaY'; r8=0.86; n8=21; id9='SR1LbY'; r9=0.85; n9=6.
X: nr=176; t='T2bbffff'; mgl=1000000.0; mstop=390.1; mlsp=361.8; id0='SR1McY'; r0=0.63; n0=14; id1='SR1VLaY'; r1=0.51; n1=35; id2='SR1LcY'; r2=0.50; n2=12; id3='SR1HcY'; r3=0.37; n3=15; id4='SR1LaY'; r4=0.36; n4=40; id5='SR1LcX'; r5=0.35; n5=9; id6='SR1McX'; r6=0.30; n6=10; id7='SR1VLaX'; r7=0.27; n7=1; id8='SR2McY'; r8=0.25; n8=38; id9='SR1LbY'; r9=0.25; n9=6.
X: nr=177; t='T2bbffff'; mgl=1000000.0; mstop=320.5; mlsp=264.8; id0='SR1McY'; r0=1.29; n0=14; id1='SR1HcY'; r1=0.97; n1=15; id2='SR1HcX'; r2=0.84; n2=11; id3='SR1McX'; r3=0.83; n3=10; id4='SR1LcY'; r4=0.77; n4=12; id5='SR1LcX'; r5=0.64; n5=9; id6='SR2McY'; r6=0.63; n6=38; id7='SR2McX'; r7=0.47; n7=34; id8='SR2HcY'; r8=0.46; n8=39; id9='SR2HcX'; r9=0.40; n9=36.
X: nr=178; t='T2bbffff'; mgl=1000000.0; mstop=284.4; mlsp=224.7; id0='SR1McY'; r0=1.31; n0=14; id1='SR1HcY'; r1=1.22; n1=15; id2='SR1HcX'; r2=1.02; n2=11; id3='SR1McX'; r3=0.96; n3=10; id4='SR1LcX'; r4=0.82; n4=9; id5='SR1LcY'; r5=0.79; n5=12; id6='SR2McY'; r6=0.71; n6=38; id7='SR2HcY'; r7=0.55; n7=39; id8='SR2McX'; r8=0.50; n8=34; id9='SR2HcX'; r9=0.50; n9=36.
X: nr=179; t='T2bbffff'; mgl=1000000.0; mstop=476.3; mlsp=423.1; id0='SR1McY'; r0=0.51; n0=14; id1='SR1HcY'; r1=0.39; n1=15; id2='SR1LcY'; r2=0.34; n2=12; id3='SR1McX'; r3=0.23; n3=10; id4='SR1HcX'; r4=0.23; n4=11; id5='SR1LcX'; r5=0.20; n5=9; id6='SR2McY'; r6=0.20; n6=38; id7='SR2HcY'; r7=0.18; n7=39; id8='SR2LcY'; r8=0.12; n8=37; id9='SR1LbY'; r9=0.10; n9=6.
X: nr=180; t='T2bbffff'; mgl=1000000.0; mstop=589.7; mlsp=529.5; id0='SR1McY'; r0=0.23; n0=14; id1='SR1HcY'; r1=0.19; n1=15; id2='SR1LcY'; r2=0.13; n2=12; id3='SR2McY'; r3=0.09; n3=38; id4='SR1McX'; r4=0.09; n4=10; id5='SR1HcX'; r5=0.09; n5=11; id6='SR1LcX'; r6=0.07; n6=9; id7='SR2HcY'; r7=0.06; n7=39; id8='SR2LcY'; r8=0.05; n8=37; id9='SR2McX'; r9=0.03; n9=34.
X: nr=181; t='T2bbffff'; mgl=1000000.0; mstop=561.4; mlsp=545.2; id0='SR1VLaY'; r0=0.16; n0=35; id1='SR1LcY'; r1=0.12; n1=12; id2='SR1LaY'; r2=0.10; n2=40; id3='SR1McY'; r3=0.08; n3=14; id4='SR1VLaX'; r4=0.07; n4=1; id5='SR1LbY'; r5=0.07; n5=6; id6='SR1LcX'; r6=0.05; n6=9; id7='SR1VLbY'; r7=0.05; n7=5; id8='SR1LaX'; r8=0.04; n8=2; id9='SR1LbX'; r9=0.03; n9=44.
X: nr=182; t='T2bbffff'; mgl=1000000.0; mstop=366.6; mlsp=326.9; id0='SR1McY'; r0=0.92; n0=14; id1='SR1LcY'; r1=0.68; n1=12; id2='SR1HcY'; r2=0.62; n2=15; id3='SR1McX'; r3=0.49; n3=10; id4='SR1LaY'; r4=0.47; n4=40; id5='SR1LcX'; r5=0.47; n5=9; id6='SR2McY'; r6=0.42; n6=38; id7='SR1VLaY'; r7=0.36; n7=35; id8='SR1HcX'; r8=0.35; n8=11; id9='SR1LbY'; r9=0.35; n9=6.
X: nr=183; t='T2bbffff'; mgl=1000000.0; mstop=762.0; mlsp=721.4; id0='SR1McY'; r0=0.07; n0=14; id1='SR1LcY'; r1=0.06; n1=12; id2='SR1HcY'; r2=0.04; n2=15; id3='SR1LcX'; r3=0.02; n3=9; id4='SR2McY'; r4=0.02; n4=38; id5='SR1McX'; r5=0.02; n5=10; id6='SR1LbY'; r6=0.02; n6=6; id7='SR1LaY'; r7=0.02; n7=40; id8='SR2LcY'; r8=0.02; n8=37; id9='SR1VLaY'; r9=0.02; n9=35.
X: nr=184; t='T2bbffff'; mgl=1000000.0; mstop=772.9; mlsp=698.8; id0='SR1HcY'; r0=0.06; n0=15; id1='SR1McY'; r1=0.05; n1=14; id2='SR1HcX'; r2=0.02; n2=11; id3='SR1LcY'; r3=0.02; n3=12; id4='SR2HcY'; r4=0.02; n4=39; id5='SR2McY'; r5=0.02; n5=38; id6='SR1McX'; r6=0.02; n6=10; id7='SR2LcY'; r7=0.01; n7=37; id8='SR2HcX'; r8=0.01; n8=36; id9='SR1LcX'; r9=0.01; n9=9.
X: nr=185; t='T2bbffff'; mgl=1000000.0; mstop=795.5; mlsp=755.3; id0='SR1McY'; r0=0.07; n0=14; id1='SR1LcY'; r1=0.05; n1=12; id2='SR1HcY'; r2=0.04; n2=15; id3='SR1LcX'; r3=0.02; n3=9; id4='SR1LaY'; r4=0.02; n4=40; id5='SR2McY'; r5=0.02; n5=38; id6='SR1McX'; r6=0.01; n6=10; id7='SR1LbY'; r7=0.01; n7=6; id8='SR1VLaY'; r8=0.01; n8=35; id9='SR2LcY'; r9=0.01; n9=37.
X: nr=186; t='T2bbffff'; mgl=1000000.0; mstop=692.6; mlsp=680.5; id0='SR1VLaY'; r0=0.06; n0=35; id1='SR1LcY'; r1=0.03; n1=12; id2='SR1LaY'; r2=0.03; n2=40; id3='SR1LbY'; r3=0.02; n3=6; id4='SR1VLaX'; r4=0.01; n4=1; id5='SR1LcX'; r5=0.01; n5=9; id6='SR1VLbY'; r6=0.01; n6=5; id7='SR1LaX'; r7=0.01; n7=2; id8='SR1McY'; r8=0.01; n8=14; id9='SR2VLaY'; r9=0.01; n9=20.
X: nr=187; t='T2bbffff'; mgl=1000000.0; mstop=432.5; mlsp=365.6; id0='SR1McY'; r0=0.60; n0=14; id1='SR1HcY'; r1=0.53; n1=15; id2='SR1HcX'; r2=0.35; n2=11; id3='SR1McX'; r3=0.30; n3=10; id4='SR2McY'; r4=0.26; n4=38; id5='SR1LcY'; r5=0.26; n5=12; id6='SR2HcY'; r6=0.21; n6=39; id7='SR1LcX'; r7=0.18; n7=9; id8='SR2HcX'; r8=0.15; n8=36; id9='SR2LcY'; r9=0.14; n9=37.
X: nr=188; t='T2bbffff'; mgl=1000000.0; mstop=345.4; mlsp=272.4; id0='SR1HcY'; r0=0.85; n0=15; id1='SR1McY'; r1=0.82; n1=14; id2='SR1HcX'; r2=0.68; n2=11; id3='SR1McX'; r3=0.55; n3=10; id4='SR1LcY'; r4=0.43; n4=12; id5='SR2HcY'; r5=0.34; n5=39; id6='SR2McY'; r6=0.33; n6=38; id7='SR1LcX'; r7=0.31; n7=9; id8='SR2HcX'; r8=0.28; n8=36; id9='SR2McX'; r9=0.26; n9=34.
X: nr=189; t='T2bbffff'; mgl=1000000.0; mstop=327.1; mlsp=257.5; id0='SR1McY'; r0=1.01; n0=14; id1='SR1HcY'; r1=0.97; n1=15; id2='SR1HcX'; r2=0.86; n2=11; id3='SR1McX'; r3=0.72; n3=10; id4='SR2McY'; r4=0.54; n4=38; id5='SR1LcY'; r5=0.52; n5=12; id6='SR1LcX'; r6=0.45; n6=9; id7='SR2HcY'; r7=0.41; n7=39; id8='SR2HcX'; r8=0.39; n8=36; id9='SR2McX'; r9=0.36; n9=34.
X: nr=190; t='T2bbffff'; mgl=1000000.0; mstop=715.5; mlsp=663.9; id0='SR1McY'; r0=0.11; n0=14; id1='SR1HcY'; r1=0.08; n1=15; id2='SR1LcY'; r2=0.06; n2=12; id3='SR2McY'; r3=0.04; n3=38; id4='SR1McX'; r4=0.03; n4=10; id5='SR1HcX'; r5=0.03; n5=11; id6='SR1LcX'; r6=0.02; n6=9; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LbY'; r8=0.02; n8=6; id9='SR2HcY'; r9=0.02; n9=39.
X: nr=191; t='T2bbffff'; mgl=1000000.0; mstop=513.4; mlsp=441.8; id0='SR1HcY'; r0=0.33; n0=15; id1='SR1McY'; r1=0.32; n1=14; id2='SR1HcX'; r2=0.18; n2=11; id3='SR2HcY'; r3=0.15; n3=39; id4='SR1McX'; r4=0.13; n4=10; id5='SR1LcY'; r5=0.13; n5=12; id6='SR2McY'; r6=0.12; n6=38; id7='SR2LcY'; r7=0.08; n7=37; id8='SR1LcX'; r8=0.07; n8=9; id9='SR2HcX'; r9=0.06; n9=36.
X: nr=192; t='T2bbffff'; mgl=1000000.0; mstop=667.2; mlsp=646.7; id0='SR1LcY'; r0=0.09; n0=12; id1='SR1McY'; r1=0.06; n1=14; id2='SR1VLaY'; r2=0.05; n2=35; id3='SR1LaY'; r3=0.04; n3=40; id4='SR1LbY'; r4=0.04; n4=6; id5='SR1LcX'; r5=0.04; n5=9; id6='SR1VLbY'; r6=0.03; n6=5; id7='SR1VLaX'; r7=0.02; n7=1; id8='SR2LcY'; r8=0.02; n8=37; id9='SR2McY'; r9=0.02; n9=38.
X: nr=193; t='T2bbffff'; mgl=1000000.0; mstop=407.0; mlsp=338.7; id0='SR1McY'; r0=0.67; n0=14; id1='SR1HcY'; r1=0.59; n1=15; id2='SR1HcX'; r2=0.43; n2=11; id3='SR1McX'; r3=0.38; n3=10; id4='SR1LcY'; r4=0.30; n4=12; id5='SR2McY'; r5=0.29; n5=38; id6='SR2HcY'; r6=0.25; n6=39; id7='SR1LcX'; r7=0.25; n7=9; id8='SR2HcX'; r8=0.19; n8=36; id9='SR2McX'; r9=0.17; n9=34.
X: nr=194; t='T2bbffff'; mgl=1000000.0; mstop=377.3; mlsp=315.7; id0='SR1McY'; r0=0.87; n0=14; id1='SR1HcY'; r1=0.76; n1=15; id2='SR1HcX'; r2=0.57; n2=11; id3='SR1McX'; r3=0.49; n3=10; id4='SR1LcY'; r4=0.46; n4=12; id5='SR2McY'; r5=0.40; n5=38; id6='SR1LcX'; r6=0.36; n6=9; id7='SR2HcY'; r7=0.28; n7=39; id8='SR2HcX'; r8=0.26; n8=36; id9='SR2LcY'; r9=0.24; n9=37.
X: nr=195; t='T2bbffff'; mgl=1000000.0; mstop=283.3; mlsp=223.3; id0='SR1McY'; r0=1.34; n0=14; id1='SR1HcY'; r1=1.26; n1=15; id2='SR1HcX'; r2=0.99; n2=11; id3='SR1McX'; r3=0.96; n3=10; id4='SR1LcX'; r4=0.81; n4=9; id5='SR1LcY'; r5=0.79; n5=12; id6='SR2McY'; r6=0.69; n6=38; id7='SR2HcY'; r7=0.55; n7=39; id8='SR2McX'; r8=0.51; n8=34; id9='SR2HcX'; r9=0.50; n9=36.
X: nr=196; t='T2bbffff'; mgl=1000000.0; mstop=331.1; mlsp=292.9; id0='SR1McY'; r0=1.15; n0=14; id1='SR1LcY'; r1=0.98; n1=12; id2='SR1HcY'; r2=0.77; n2=15; id3='SR1LcX'; r3=0.76; n3=9; id4='SR1McX'; r4=0.63; n4=10; id5='SR1LaY'; r5=0.60; n5=40; id6='SR2McY'; r6=0.56; n6=38; id7='SR1LbY'; r7=0.52; n7=6; id8='SR1HcX'; r8=0.50; n8=11; id9='SR2LcY'; r9=0.48; n9=37.
X: nr=197; t='T2bbffff'; mgl=1000000.0; mstop=552.3; mlsp=507.8; id0='SR1McY'; r0=0.34; n0=14; id1='SR1LcY'; r1=0.25; n1=12; id2='SR1HcY'; r2=0.23; n2=15; id3='SR1LcX'; r3=0.13; n3=9; id4='SR1McX'; r4=0.12; n4=10; id5='SR2McY'; r5=0.11; n5=38; id6='SR2LcY'; r6=0.09; n6=37; id7='SR1HcX'; r7=0.08; n7=11; id8='SR1LbY'; r8=0.08; n8=6; id9='SR1LaY'; r9=0.07; n9=40.
X: nr=198; t='T2bbffff'; mgl=1000000.0; mstop=626.0; mlsp=574.7; id0='SR1McY'; r0=0.22; n0=14; id1='SR1HcY'; r1=0.14; n1=15; id2='SR1LcY'; r2=0.13; n2=12; id3='SR2McY'; r3=0.07; n3=38; id4='SR1McX'; r4=0.07; n4=10; id5='SR2LcY'; r5=0.07; n5=37; id6='SR1HcX'; r6=0.06; n6=11; id7='SR1LcX'; r7=0.06; n7=9; id8='SR2HcY'; r8=0.05; n8=39; id9='SR1LaY'; r9=0.04; n9=40.
X: nr=199; t='T2bbffff'; mgl=1000000.0; mstop=776.6; mlsp=729.5; id0='SR1McY'; r0=0.07; n0=14; id1='SR1LcY'; r1=0.05; n1=12; id2='SR1HcY'; r2=0.04; n2=15; id3='SR1McX'; r3=0.02; n3=10; id4='SR1LcX'; r4=0.02; n4=9; id5='SR2McY'; r5=0.02; n5=38; id6='SR1HcX'; r6=0.02; n6=11; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LaY'; r8=0.01; n8=40; id9='SR2HcY'; r9=0.01; n9=39.
X: nr=200; t='T2bbffff'; mgl=1000000.0; mstop=672.7; mlsp=642.7; id0='SR1LcY'; r0=0.13; n0=12; id1='SR1McY'; r1=0.11; n1=14; id2='SR1LcX'; r2=0.05; n2=9; id3='SR1HcY'; r3=0.05; n3=15; id4='SR1LbY'; r4=0.04; n4=6; id5='SR1VLaY'; r5=0.04; n5=35; id6='SR1McX'; r6=0.04; n6=10; id7='SR2McY'; r7=0.03; n7=38; id8='SR1LaY'; r8=0.03; n8=40; id9='SR2LcY'; r9=0.03; n9=37.
X: nr=201; t='T2bbffff'; mgl=1000000.0; mstop=275.4; mlsp=204.9; id0='SR1McY'; r0=1.43; n0=14; id1='SR1HcY'; r1=1.23; n1=15; id2='SR1HcX'; r2=1.17; n2=11; id3='SR1McX'; r3=1.04; n3=10; id4='SR2McY'; r4=0.75; n4=38; id5='SR1LcY'; r5=0.73; n5=12; id6='SR1LcX'; r6=0.66; n6=9; id7='SR2HcX'; r7=0.60; n7=36; id8='SR2McX'; r8=0.58; n8=34; id9='SR2HcY'; r9=0.50; n9=39.
X: nr=202; t='T2bbffff'; mgl=1000000.0; mstop=586.4; mlsp=508.0; id0='SR1HcY'; r0=0.20; n0=15; id1='SR1McY'; r1=0.16; n1=14; id2='SR1HcX'; r2=0.09; n2=11; id3='SR2HcY'; r3=0.08; n3=39; id4='SR1McX'; r4=0.07; n4=10; id5='SR1LcY'; r5=0.06; n5=12; id6='SR2McY'; r6=0.06; n6=38; id7='SR2HcX'; r7=0.03; n7=36; id8='SR1LcX'; r8=0.03; n8=9; id9='SR2McX'; r9=0.03; n9=34.
