X: nr=142; t='T2tt'; mgl=1000000.0; mstop=785.2; mlsp=389.3; id0='t1b2MT2450_650MET500_600'; r0=0.27; n0=27; id1='t1b2MT2350_450MET400_500'; r1=0.25; n1=21; id2='t2b2MT2500+MET450_600'; r2=0.23; n2=67; id3='t2b2MT2400_500MET250_450'; r3=0.23; n3=63; id4='t1b2MT2450_650MET400_500'; r4=0.23; n4=26; id5='t2b1MT2450+MET450_600'; r5=0.22; n5=53; id6='t1b1MT2400_550MET400_500'; r6=0.20; n6=3; id7='t2b1MT2300_450MET350_450'; r7=0.16; n7=50; id8='t1b1MT2400_550MET500_600'; r8=0.15; n8=4; id9='t2b2MT2400_500MET450_600'; r9=0.15; n9=64.
X: nr=143; t='T1tttt'; mgl=1893.9; mstop=1000000.0; mlsp=1093.9; id0='t2b3+MT2300_1300MET500+'; r0=0.12; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.08; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.07; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.04; n3=73; id4='t2b2MT2400+MET600+'; r4=0.04; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.04; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.03; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.03; n8=81; id9='t2b1MT2450+MET600+'; r9=0.02; n9=54.
X: nr=144; t='T1tttt'; mgl=1849.8; mstop=1000000.0; mlsp=968.4; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.13; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.06; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.06; n5=40; id6='t2b3+MT21300+MET350_500'; r6=0.04; n6=75; id7='t2b3+MT2900_1300MET350_500'; r7=0.04; n7=73; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t1b2MT2650+MET750+'; r9=0.03; n9=31.
X: nr=145; t='T2tt'; mgl=1000000.0; mstop=879.5; mlsp=360.8; id0='t2b1MT2450+MET600+'; r0=0.29; n0=54; id1='t1b2MT2450_650MET500_600'; r1=0.28; n1=27; id2='t2b2MT2500+MET450_600'; r2=0.25; n2=67; id3='t2b2MT2400+MET600+'; r3=0.22; n3=65; id4='t1b2MT2450_650MET600_750'; r4=0.19; n4=28; id5='t2b1MT2450+MET450_600'; r5=0.19; n5=53; id6='t1b2MT2450_650MET400_500'; r6=0.18; n6=26; id7='t1b1MT2550_750MET600_750'; r7=0.16; n7=9; id8='t2b2MT2400_500MET250_450'; r8=0.15; n8=63; id9='t1b1MT2550_750MET500_600'; r9=0.14; n9=8.
X: nr=146; t='T2tt'; mgl=1000000.0; mstop=764.1; mlsp=299.8; id0='t1b2MT2450_650MET500_600'; r0=0.50; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.47; n1=67; id2='t1b2MT2450_650MET400_500'; r2=0.41; n2=26; id3='t2b2MT2400_500MET250_450'; r3=0.40; n3=63; id4='t2b1MT2450+MET450_600'; r4=0.37; n4=53; id5='t1b2MT2350_450MET400_500'; r5=0.34; n5=21; id6='t1b1MT2400_550MET400_500'; r6=0.31; n6=3; id7='t1b1MT2400_550MET500_600'; r7=0.29; n7=4; id8='t2b1MT2450+MET600+'; r8=0.26; n8=54; id9='t2b2MT2400_500MET450_600'; r9=0.25; n9=64.
X: nr=147; t='T2tt'; mgl=1000000.0; mstop=470.4; mlsp=264.4; id0='t2b2MT2200_300MET250_350'; r0=0.47; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.32; n1=15; id2='t2b2MT2200_300MET350_450'; r2=0.29; n2=56; id3='t2b1MT2200_300MET250_350'; r3=0.28; n3=44; id4='t1b2MT2200_350MET400_500'; r4=0.26; n4=16; id5='t2b1MT2200_300MET350_450'; r5=0.26; n5=45; id6='t2b2MT2200_300MET450_600'; r6=0.24; n6=58; id7='t1b2MT2200_350MET500_600'; r7=0.21; n7=17; id8='t2b1MT2200_300MET450_600'; r8=0.21; n8=47; id9='t2b1MT2300_450MET250_350'; r9=0.19; n9=49.
X: nr=148; t='T1tttt'; mgl=1820.8; mstop=1000000.0; mlsp=672.3; id0='t2b3+MT21300+MET500+'; r0=0.26; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.17; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.14; n2=43; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.08; n4=71; id5='t3+b2MT2300+MET400+'; r5=0.07; n5=81; id6='t1b2MT2650+MET750+'; r6=0.06; n6=31; id7='t2b1MT2450+MET600+'; r7=0.06; n7=54; id8='t2b3+MT21300+MET350_500'; r8=0.05; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.05; n9=40.
X: nr=149; t='T2tt'; mgl=1000000.0; mstop=597.4; mlsp=307.0; id0='t2b2MT2300_400MET250_350'; r0=0.60; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.48; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.45; n2=49; id3='t2b2MT2300_400MET350_450'; r3=0.41; n3=61; id4='t2b1MT2300_450MET350_450'; r4=0.36; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.33; n5=16; id6='t2b2MT2400_500MET250_450'; r6=0.31; n6=63; id7='t1b1MT2300_400MET250_400'; r7=0.29; n7=46; id8='t2b1MT2300_450MET450_600'; r8=0.27; n8=51; id9='t1b3+MT2300_1000MET250_350'; r9=0.26; n9=32.
X: nr=150; t='T1tttt'; mgl=2121.1; mstop=1000000.0; mlsp=1156.0; id0='t2b3+MT21300+MET500+'; r0=0.05; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.03; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.02; n2=71; id3='t1b3+MT21500+MET550+'; r3=0.02; n3=43; id4='t2b2MT2400+MET600+'; r4=0.02; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.01; n5=40; id6='t1b2MT2650+MET750+'; r6=0.01; n6=31; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t2b1MT2450+MET600+'; r9=0.01; n9=54.
X: nr=151; t='T1tttt'; mgl=1877.3; mstop=1000000.0; mlsp=947.1; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.10; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.10; n2=71; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.06; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.05; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.03; n6=81; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t1b2MT2650+MET750+'; r8=0.03; n8=31; id9='t2b3+MT2900_1300MET350_500'; r9=0.03; n9=73.
X: nr=152; t='T2tt'; mgl=1000000.0; mstop=553.3; mlsp=281.3; id0='t2b2MT2300_400MET250_350'; r0=0.62; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.61; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.50; n2=49; id3='t1b2MT2200_350MET400_500'; r3=0.43; n3=16; id4='t2b1MT2300_450MET350_450'; r4=0.40; n4=50; id5='t2b2MT2300_400MET350_450'; r5=0.39; n5=61; id6='t2b2MT2200_300MET250_350'; r6=0.35; n6=55; id7='t1b3+MT2300_1000MET250_350'; r7=0.34; n7=32; id8='t1b1MT2300_400MET250_400'; r8=0.34; n8=46; id9='t2b1MT2300_450MET450_600'; r9=0.27; n9=51.
X: nr=153; t='T2tt'; mgl=1000000.0; mstop=1101.4; mlsp=568.2; id0='t2b1MT2450+MET600+'; r0=0.10; n0=54; id1='t2b2MT2400+MET600+'; r1=0.08; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.06; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.06; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.05; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.05; n5=9; id6='t1b2MT2650+MET600_750'; r6=0.04; n6=30; id7='t2b1MT2450+MET450_600'; r7=0.04; n7=53; id8='t1b2MT2650+MET750+'; r8=0.04; n8=31; id9='t1b1MT2550_750MET750+'; r9=0.04; n9=10.
X: nr=154; t='T1tttt'; mgl=1990.7; mstop=1000000.0; mlsp=1396.1; id0='t2b3+MT2300_1300MET500+'; r0=0.04; n0=71; id1='t2b3+MT2900_1300MET350_500'; r1=0.03; n1=73; id2='t3+b3+MT2300+MET350+'; r2=0.02; n2=83; id3='t2b3+MT2300_900MET350_500'; r3=0.02; n3=70; id4='t2b3+MT21300+MET500+'; r4=0.01; n4=76; id5='t3+b3+MT2300+MET250_350'; r5=0.01; n5=82; id6='t2b3+MT2900_1300MET250_350'; r6=0.01; n6=72; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t1b3+MT2300_1000MET450_550'; r8=0.01; n8=34; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=155; t='T2tt'; mgl=1000000.0; mstop=593.6; mlsp=353.0; id0='t1b2MT2200_350MET250_400'; r0=0.26; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.26; n1=60; id2='t2b1MT2300_450MET250_350'; r2=0.22; n2=49; id3='t2b2MT2300_400MET350_450'; r3=0.21; n3=61; id4='t1b2MT2200_350MET400_500'; r4=0.20; n4=16; id5='t2b2MT2200_300MET250_350'; r5=0.19; n5=55; id6='t2b1MT2300_450MET450_600'; r6=0.17; n6=51; id7='t2b1MT2300_450MET350_450'; r7=0.16; n7=50; id8='t1b1MT2300_400MET250_400'; r8=0.14; n8=46; id9='t1b3+MT2300_1000MET250_350'; r9=0.14; n9=32.
X: nr=156; t='T1tttt'; mgl=1983.3; mstop=1000000.0; mlsp=1302.0; id0='t2b3+MT2300_1300MET500+'; r0=0.07; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.03; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.03; n3=76; id4='t2b2MT2400+MET600+'; r4=0.02; n4=65; id5='t3+b2MT2300+MET400+'; r5=0.01; n5=81; id6='t1b3+MT21000_1500MET550+'; r6=0.01; n6=40; id7='t3+b3+MT2300+MET250_350'; r7=0.01; n7=82; id8='t2b3+MT2900_1300MET250_350'; r8=0.01; n8=72; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=157; t='T2tt'; mgl=1000000.0; mstop=874.2; mlsp=535.3; id0='t2b2MT2400_500MET250_450'; r0=0.10; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.09; n1=21; id2='t1b2MT2450_650MET400_500'; r2=0.07; n2=26; id3='t1b1MT2400_550MET400_500'; r3=0.07; n3=3; id4='t2b1MT2300_450MET350_450'; r4=0.07; n4=50; id5='t2b2MT2300_400MET250_350'; r5=0.06; n5=60; id6='t1b2MT2200_350MET400_500'; r6=0.06; n6=16; id7='t1b2MT2350_450MET500_600'; r7=0.06; n7=22; id8='t2b2MT2400_500MET450_600'; r8=0.06; n8=64; id9='t1b2MT2450_650MET500_600'; r9=0.06; n9=27.
X: nr=158; t='T1tttt'; mgl=1950.5; mstop=1000000.0; mlsp=196.3; id0='t2b3+MT21300+MET500+'; r0=0.17; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.12; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t3+b1MT2300+MET350+'; r7=0.02; n7=78; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b2MT2200_650MET750+'; r9=0.02; n9=19.
X: nr=159; t='T2tt'; mgl=1000000.0; mstop=900.9; mlsp=315.6; id0='t2b1MT2450+MET600+'; r0=0.35; n0=54; id1='t2b2MT2400+MET600+'; r1=0.31; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.27; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.22; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.22; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.20; n5=9; id6='t2b1MT2450+MET450_600'; r6=0.17; n6=53; id7='t2b2MT2400_500MET250_450'; r7=0.15; n7=63; id8='t1b2MT2650+MET600_750'; r8=0.15; n8=30; id9='t1b2MT2650+MET750+'; r9=0.14; n9=31.
X: nr=160; t='T2tt'; mgl=1000000.0; mstop=897.8; mlsp=391.5; id0='t2b1MT2450+MET600+'; r0=0.27; n0=54; id1='t1b2MT2450_650MET500_600'; r1=0.25; n1=27; id2='t2b2MT2500+MET450_600'; r2=0.20; n2=67; id3='t2b2MT2400+MET600+'; r3=0.18; n3=65; id4='t1b2MT2450_650MET600_750'; r4=0.17; n4=28; id5='t2b1MT2450+MET450_600'; r5=0.16; n5=53; id6='t1b2MT2450_650MET400_500'; r6=0.14; n6=26; id7='t1b1MT2550_750MET600_750'; r7=0.13; n7=9; id8='t2b2MT2400_500MET250_450'; r8=0.13; n8=63; id9='t1b1MT2550_750MET500_600'; r9=0.11; n9=8.
X: nr=161; t='T1tttt'; mgl=1833.2; mstop=1000000.0; mlsp=481.3; id0='t2b3+MT21300+MET500+'; r0=0.28; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.19; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.18; n2=83; id3='t2b2MT2400+MET600+'; r3=0.11; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t1b2MT2650+MET750+'; r5=0.07; n5=31; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t2b3+MT2300_1300MET500+'; r8=0.04; n8=71; id9='t1b2MT2200_650MET750+'; r9=0.04; n9=19.
X: nr=162; t='T2tt'; mgl=1000000.0; mstop=949.1; mlsp=308.2; id0='t2b1MT2450+MET600+'; r0=0.31; n0=54; id1='t2b2MT2400+MET600+'; r1=0.26; n1=65; id2='t1b2MT2650+MET750+'; r2=0.19; n2=31; id3='t1b2MT2450_650MET500_600'; r3=0.18; n3=27; id4='t2b2MT2500+MET450_600'; r4=0.17; n4=67; id5='t1b2MT2450_650MET600_750'; r5=0.17; n5=28; id6='t1b2MT2650+MET600_750'; r6=0.16; n6=30; id7='t1b1MT2550_750MET600_750'; r7=0.16; n7=9; id8='t1b1MT2550_750MET750+'; r8=0.13; n8=10; id9='t2b1MT2450+MET450_600'; r9=0.13; n9=53.
X: nr=163; t='T1tttt'; mgl=1841.9; mstop=1000000.0; mlsp=1374.2; id0='t3+b3+MT2300+MET350+'; r0=0.02; n0=83; id1='t2b3+MT2900_1300MET350_500'; r1=0.02; n1=73; id2='t2b3+MT2300_900MET250_350'; r2=0.02; n2=69; id3='t2b3+MT2300_1300MET500+'; r3=0.02; n3=71; id4='t2b3+MT2300_900MET350_500'; r4=0.02; n4=70; id5='t3+b3+MT2300+MET250_350'; r5=0.02; n5=82; id6='t2b3+MT21300+MET500+'; r6=0.02; n6=76; id7='t2b3+MT2900_1300MET250_350'; r7=0.01; n7=72; id8='t1b3+MT2300_1000MET350_450'; r8=0.01; n8=33; id9='t3+b2MT2300+MET250_400'; r9=0.01; n9=80.
X: nr=164; t='T1tttt'; mgl=2105.0; mstop=1000000.0; mlsp=1321.4; id0='t2b3+MT2300_1300MET500+'; r0=0.04; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.03; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.03; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.02; n3=73; id4='t2b2MT2400+MET600+'; r4=0.01; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.01; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.01; n6=43; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t2b1MT2450+MET600+'; r9=0.01; n9=54.
X: nr=165; t='T2tt'; mgl=1000000.0; mstop=688.6; mlsp=330.6; id0='t2b2MT2400_500MET250_450'; r0=0.53; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.46; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.35; n2=3; id3='t2b2MT2300_400MET250_350'; r3=0.32; n3=60; id4='t2b1MT2300_450MET350_450'; r4=0.30; n4=50; id5='t1b2MT2450_650MET400_500'; r5=0.29; n5=26; id6='t1b2MT2200_350MET400_500'; r6=0.29; n6=16; id7='t2b2MT2300_400MET350_450'; r7=0.27; n7=61; id8='t2b1MT2300_450MET250_350'; r8=0.26; n8=49; id9='t1b2MT2450_650MET500_600'; r9=0.24; n9=27.
X: nr=166; t='T2tt'; mgl=1000000.0; mstop=1107.8; mlsp=418.8; id0='t2b1MT2450+MET600+'; r0=0.17; n0=54; id1='t1b2MT2650+MET750+'; r1=0.13; n1=31; id2='t2b2MT2400+MET600+'; r2=0.12; n2=65; id3='t1b1MT2750+MET750+'; r3=0.07; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.06; n4=30; id5='t1b2MT2450_650MET500_600'; r5=0.06; n5=27; id6='t1b1MT2550_750MET750+'; r6=0.06; n6=10; id7='t2b2MT2500+MET450_600'; r7=0.05; n7=67; id8='t1b1MT2550_750MET600_750'; r8=0.05; n8=9; id9='t1b2MT2450_650MET600_750'; r9=0.05; n9=28.
X: nr=167; t='T1tttt'; mgl=2098.0; mstop=1000000.0; mlsp=391.1; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=168; t='T2tt'; mgl=1000000.0; mstop=1113.4; mlsp=309.9; id0='t2b1MT2450+MET600+'; r0=0.19; n0=54; id1='t1b2MT2650+MET750+'; r1=0.17; n1=31; id2='t2b2MT2400+MET600+'; r2=0.16; n2=65; id3='t1b1MT2750+MET750+'; r3=0.10; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.07; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.07; n5=10; id6='t1b2MT2450_650MET600_750'; r6=0.05; n6=28; id7='t2b2MT2500+MET450_600'; r7=0.05; n7=67; id8='t1b2MT2450_650MET500_600'; r8=0.05; n8=27; id9='t1b1MT2550_750MET600_750'; r9=0.05; n9=9.
X: nr=169; t='T1tttt'; mgl=1850.3; mstop=1000000.0; mlsp=993.8; id0='t2b3+MT21300+MET500+'; r0=0.14; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.14; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.05; n4=40; id5='t1b3+MT21500+MET550+'; r5=0.05; n5=43; id6='t2b3+MT2900_1300MET350_500'; r6=0.04; n6=73; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=170; t='T1tttt'; mgl=1881.9; mstop=1000000.0; mlsp=103.0; id0='t2b3+MT21300+MET500+'; r0=0.23; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.14; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b2MT2650+MET750+'; r4=0.06; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=171; t='T2tt'; mgl=1000000.0; mstop=437.7; mlsp=161.7; id0='t1b2MT2200_350MET250_400'; r0=1.61; n0=15; id1='t2b2MT2300_400MET250_350'; r1=1.61; n1=60; id2='t2b1MT2300_450MET250_350'; r2=1.34; n2=49; id3='t2b2MT2200_300MET250_350'; r3=1.08; n3=55; id4='t1b3+MT2300_1000MET250_350'; r4=0.92; n4=32; id5='t1b1MT2300_400MET250_400'; r5=0.75; n5=46; id6='t1b2MT2200_350MET400_500'; r6=0.72; n6=16; id7='t2b2MT2300_400MET350_450'; r7=0.71; n7=61; id8='t1b1MT2200_300MET250_400'; r8=0.63; n8=1; id9='t2b1MT2200_300MET250_350'; r9=0.61; n9=44.
X: nr=172; t='T1tttt'; mgl=2098.3; mstop=1000000.0; mlsp=96.9; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=173; t='T2tt'; mgl=1000000.0; mstop=421.1; mlsp=238.7; id0='t2b2MT2200_300MET250_350'; r0=0.54; n0=55; id1='t2b2MT2200_300MET350_450'; r1=0.36; n1=56; id2='t2b1MT2200_300MET250_350'; r2=0.34; n2=44; id3='t2b2MT2200_300MET450_600'; r3=0.32; n3=58; id4='t2b1MT2200_300MET350_450'; r4=0.28; n4=45; id5='t1b2MT2200_350MET250_400'; r5=0.28; n5=15; id6='t1b2MT2200_350MET400_500'; r6=0.27; n6=16; id7='t2b1MT2200_300MET450_600'; r7=0.21; n7=47; id8='t1b3+MT21000_1500MET350_450'; r8=0.20; n8=38; id9='t1b2MT2200_350MET500_600'; r9=0.20; n9=17.
X: nr=174; t='T1tttt'; mgl=1945.4; mstop=1000000.0; mlsp=1102.3; id0='t2b3+MT2300_1300MET500+'; r0=0.09; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.08; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.03; n4=40; id5='t1b3+MT21500+MET550+'; r5=0.03; n5=43; id6='t2b3+MT2900_1300MET350_500'; r6=0.03; n6=73; id7='t3+b2MT2300+MET400+'; r7=0.03; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t2b1MT2450+MET600+'; r9=0.02; n9=54.
X: nr=175; t='T1tttt'; mgl=1992.1; mstop=1000000.0; mlsp=145.7; id0='t2b3+MT21300+MET500+'; r0=0.13; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.09; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.04; n4=81; id5='t1b2MT2650+MET750+'; r5=0.04; n5=31; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.02; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.02; n9=75.
X: nr=176; t='T2tt'; mgl=1000000.0; mstop=523.2; mlsp=187.4; id0='t2b2MT2300_400MET250_350'; r0=1.40; n0=60; id1='t2b2MT2400_500MET250_450'; r1=1.20; n1=63; id2='t1b2MT2200_350MET250_400'; r2=1.18; n2=15; id3='t2b1MT2300_450MET250_350'; r3=1.16; n3=49; id4='t2b1MT2300_450MET350_450'; r4=0.97; n4=50; id5='t1b2MT2350_450MET400_500'; r5=0.95; n5=21; id6='t1b2MT2200_350MET400_500'; r6=0.87; n6=16; id7='t2b2MT2300_400MET350_450'; r7=0.84; n7=61; id8='t1b1MT2300_400MET250_400'; r8=0.78; n8=46; id9='t1b3+MT2300_1000MET250_350'; r9=0.64; n9=32.
X: nr=177; t='T2tt'; mgl=1000000.0; mstop=557.9; mlsp=198.5; id0='t2b2MT2400_500MET250_450'; r0=1.23; n0=63; id1='t2b2MT2300_400MET250_350'; r1=1.12; n1=60; id2='t1b2MT2350_450MET400_500'; r2=1.08; n2=21; id3='t2b1MT2300_450MET250_350'; r3=0.91; n3=49; id4='t1b2MT2200_350MET250_400'; r4=0.87; n4=15; id5='t2b1MT2300_450MET350_450'; r5=0.87; n5=50; id6='t2b2MT2300_400MET350_450'; r6=0.85; n6=61; id7='t1b2MT2200_350MET400_500'; r7=0.76; n7=16; id8='t1b1MT2400_550MET400_500'; r8=0.69; n8=3; id9='t1b3+MT2300_1000MET350_450'; r9=0.62; n9=33.
X: nr=178; t='T2tt'; mgl=1000000.0; mstop=737.0; mlsp=414.9; id0='t1b2MT2350_450MET400_500'; r0=0.22; n0=21; id1='t2b2MT2400_500MET250_450'; r1=0.22; n1=63; id2='t2b2MT2300_400MET250_350'; r2=0.21; n2=60; id3='t2b1MT2300_450MET350_450'; r3=0.18; n3=50; id4='t2b1MT2300_450MET250_350'; r4=0.18; n4=49; id5='t1b2MT2200_350MET400_500'; r5=0.17; n5=16; id6='t2b2MT2300_400MET350_450'; r6=0.17; n6=61; id7='t1b1MT2400_550MET400_500'; r7=0.16; n7=3; id8='t1b2MT2200_350MET250_400'; r8=0.15; n8=15; id9='t1b1MT2300_400MET400_500'; r9=0.14; n9=57.
X: nr=179; t='T1tttt'; mgl=1991.9; mstop=1000000.0; mlsp=81.0; id0='t2b3+MT21300+MET500+'; r0=0.13; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.09; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.02; n9=78.
