#            mprod              mhscp              width               c000               c100               c200               c300
     5.5000000e+01      5.0000000e+01      0.0000000e+00      3.1607544e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-22      3.1607447e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-20      3.1597775e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-19      3.1509986e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.0000000e-19      3.1122780e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-18      3.0645511e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.8000000e-18      2.9897178e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-18      2.8631655e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.6000000e-18      2.6586579e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-17      2.3212261e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-17      1.9899290e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-17      1.6047935e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-17      1.1816522e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      4.6000000e-17      7.7224138e-07      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      6.8000000e-17      4.0016530e-07      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-16      1.6038263e-07      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-16      4.7010167e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-16      1.6263073e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-16      8.0003150e-09      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      4.6000000e-16      3.7340887e-09      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      6.8000000e-16      1.1268525e-09      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-15      1.9924067e-10      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-15      1.4293323e-11      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-15      4.0920429e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-15      3.0096537e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.6000000e-15      2.8991447e-20      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      5.0716609e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-22      5.0716503e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-20      5.0706062e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-19      5.0611242e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      5.0000000e-19      5.0191924e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-18      4.9672592e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
