#            mhscp              width               c000               c100               c200               c300
     1.0000000e+02      1.0000000e-15      5.2948440e-11      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.5000000e-15      5.9079689e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      2.2000000e-15      1.3399656e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      3.2000000e-15      2.7262291e-19      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      0.0000000e+00      1.4402655e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-22      1.4402592e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-20      1.4396327e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-19      1.4339508e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      5.0000000e-19      1.4089804e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-18      1.3784058e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.8000000e-18      1.3309227e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      3.2000000e-18      1.2519019e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      5.6000000e-18      1.1276563e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-17      9.3224158e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.5000000e-17      7.5248376e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      2.2000000e-17      5.5950554e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      3.2000000e-17      3.6897736e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      4.6000000e-17      2.0874042e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      6.8000000e-17      8.7775090e-03      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-16      2.6325414e-03      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.5000000e-16      4.4775144e-04      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      2.2000000e-16      4.4720193e-05      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      3.2000000e-16      2.1881037e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      4.6000000e-16      5.2355380e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      6.8000000e-16      6.9434581e-10      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-15      1.2201383e-11      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.5000000e-15      4.6601181e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      2.2000000e-15      2.3837823e-17      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      3.2000000e-15      5.7192651e-22      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      0.0000000e+00      1.7041693e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-22      1.7041614e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-20      1.7033875e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-19      1.6963692e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      5.0000000e-19      1.6655455e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-18      1.6278494e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.8000000e-18      1.5694066e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      3.2000000e-18      1.4724232e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      5.6000000e-18      1.3206610e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-17      1.0838900e-01      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.5000000e-17      8.6837249e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      2.2000000e-17      6.3977514e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      3.2000000e-17      4.1738925e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      4.6000000e-17      2.3350000e-02      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      6.8000000e-17      9.7161056e-03      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-16      2.8998784e-03      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.5000000e-16      4.9590705e-04      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      2.2000000e-16      5.0321240e-05      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      3.2000000e-16      2.4908645e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      4.6000000e-16      5.5959367e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      6.8000000e-16      4.7534283e-10      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-15      3.8707784e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.5000000e-15      5.1210545e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      2.2000000e-15      6.2570904e-19      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      3.2000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      0.0000000e+00      1.8378512e-01      1.8310267e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-22      1.8378425e-01      1.8310180e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-20      1.8369819e-01      1.8301611e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-19      1.8291773e-01      1.8223900e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      5.0000000e-19      1.7949168e-01      1.7882759e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-18      1.7530524e-01      1.7465899e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.8000000e-18      1.6882245e-01      1.6820369e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      3.2000000e-18      1.5808586e-01      1.5751229e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      5.6000000e-18      1.4134087e-01      1.4083681e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-17      1.1536387e-01      1.1496510e-01      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.5000000e-17      9.1894079e-02      9.1587345e-02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      2.2000000e-17      6.7213628e-02      6.6999783e-02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      3.2000000e-17      4.3462155e-02      4.3332788e-02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      4.6000000e-17      2.4074635e-02      2.4009126e-02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      6.8000000e-17      9.9130379e-03      9.8894368e-03      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-16      2.9402195e-03      2.9343801e-03      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.5000000e-16      5.0638948e-04      5.0561522e-04      0.0000000e+00      0.0000000e+00
     1.7500000e+02      2.2000000e-16      5.3214949e-05      5.3156979e-05      0.0000000e+00      0.0000000e+00
     1.7500000e+02      3.2000000e-16      2.8463704e-06      2.8444201e-06      0.0000000e+00      0.0000000e+00
     1.7500000e+02      4.6000000e-16      6.9790561e-08      6.9766716e-08      0.0000000e+00      0.0000000e+00
     1.7500000e+02      6.8000000e-16      4.1919555e-10      4.1916202e-10      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-15      9.1506063e-13      9.1505751e-13      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.5000000e-15      2.7864957e-16      2.7864957e-16      0.0000000e+00      0.0000000e+00
     1.7500000e+02      2.2000000e-15      6.7164827e-21      6.7164827e-21      0.0000000e+00      0.0000000e+00
     1.7500000e+02      3.2000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      0.0000000e+00      2.1070129e-01      2.1021278e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-22      2.1070029e-01      2.1021178e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-20      2.1060135e-01      2.1011310e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-19      2.0970414e-01      2.0921824e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      5.0000000e-19      2.0576575e-01      2.0529015e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-18      2.0095371e-01      2.0049066e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.8000000e-18      1.9350314e-01      1.9305945e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      3.2000000e-18      1.8116638e-01      1.8075453e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      5.6000000e-18      1.6193236e-01      1.6156956e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-17      1.3211039e-01      1.3182211e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.5000000e-17      1.0518422e-01      1.0496135e-01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      2.2000000e-17      7.6887415e-02      7.6730928e-02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      3.2000000e-17      4.9673803e-02      4.9578179e-02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      4.6000000e-17      2.7474445e-02      2.7425363e-02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      6.8000000e-17      1.1272117e-02      1.1254097e-02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-16      3.3120303e-03      3.3074794e-03      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.5000000e-16      5.5560639e-04      5.5499514e-04      0.0000000e+00      0.0000000e+00
     2.0000000e+02      2.2000000e-16      5.5079536e-05      5.5034819e-05      0.0000000e+00      0.0000000e+00
     2.0000000e+02      3.2000000e-16      2.6417430e-06      2.6403955e-06      0.0000000e+00      0.0000000e+00
     2.0000000e+02      4.6000000e-16      5.5361581e-08      5.5348833e-08      0.0000000e+00      0.0000000e+00
     2.0000000e+02      6.8000000e-16      2.7030572e-10      2.7029464e-10      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-15      3.5727483e-13      3.5727430e-13      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.5000000e-15      2.9139670e-17      2.9139670e-17      0.0000000e+00      0.0000000e+00
     2.0000000e+02      2.2000000e-15      5.7653882e-23      5.7653882e-23      0.0000000e+00      0.0000000e+00
     2.0000000e+02      3.2000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      0.0000000e+00      2.3108445e-01      2.3071751e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-22      2.3108335e-01      2.3071641e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-20      2.3097388e-01      2.3060715e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-19      2.2998131e-01      2.2961641e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      5.0000000e-19      2.2562492e-01      2.2526804e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-18      2.2030355e-01      2.1995645e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.8000000e-18      2.1206748e-01      2.1173543e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      3.2000000e-18      1.9843855e-01      1.9813119e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      5.6000000e-18      1.7721197e-01      1.7694251e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-17      1.4435792e-01      1.4414567e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.5000000e-17      1.1476085e-01      1.1459833e-01      0.0000000e+00      0.0000000e+00
     2.2500000e+02      2.2000000e-17      8.3736061e-02      8.3623447e-02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      3.2000000e-17      5.3990082e-02      5.3922513e-02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      4.6000000e-17      2.9807867e-02      2.9774028e-02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      6.8000000e-17      1.2219201e-02      1.2207229e-02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-16      3.5991295e-03      3.5962581e-03      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.5000000e-16      6.1057211e-04      6.1021554e-04      0.0000000e+00      0.0000000e+00
     2.2500000e+02      2.2000000e-16      6.2224032e-05      6.2200477e-05      0.0000000e+00      0.0000000e+00
     2.2500000e+02      3.2000000e-16      3.1415257e-06      3.1408824e-06      0.0000000e+00      0.0000000e+00
     2.2500000e+02      4.6000000e-16      6.9239115e-08      6.9232930e-08      0.0000000e+00      0.0000000e+00
     2.2500000e+02      6.8000000e-16      3.0923674e-10      3.0922947e-10      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-15      2.8280275e-13      2.8280214e-13      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.5000000e-15      1.3227349e-17      1.3227349e-17      0.0000000e+00      0.0000000e+00
     2.2500000e+02      2.2000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      3.2000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      5.6000000e-15      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.0000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.8000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.2500000e+02      3.7000000e-14      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
