CMDLINE /usr/bin/python ./memPyhf.py
MEM 231.593750 1594284005.8004
MEM 231.593750 1594284005.9008
MEM 231.593750 1594284006.0011
MEM 231.851562 1594284006.1014
MEM 231.851562 1594284006.2017
MEM 231.953125 1594284006.3020
MEM 231.953125 1594284006.4023
MEM 231.953125 1594284006.5027
MEM 231.953125 1594284006.6030
MEM 231.953125 1594284006.7033
MEM 231.953125 1594284006.8036
MEM 231.953125 1594284006.9039
MEM 232.207031 1594284007.0042
MEM 232.207031 1594284007.1046
MEM 232.207031 1594284007.2049
MEM 232.207031 1594284007.3052
MEM 232.207031 1594284007.4055
MEM 232.207031 1594284007.5058
MEM 232.464844 1594284007.6061
MEM 232.464844 1594284007.7064
MEM 232.464844 1594284007.8068
MEM 232.558594 1594284007.9071
MEM 232.558594 1594284008.0074
MEM 232.558594 1594284008.1078
MEM 232.558594 1594284008.2081
MEM 232.558594 1594284008.3084
MEM 232.558594 1594284008.4088
MEM 232.812500 1594284008.5091
MEM 232.812500 1594284008.6094
MEM 232.812500 1594284008.7098
MEM 232.812500 1594284008.8101
MEM 232.812500 1594284008.9105
MEM 232.812500 1594284009.0108
MEM 232.812500 1594284009.1111
MEM 233.070312 1594284009.2114
MEM 233.070312 1594284009.3118
MEM 233.167969 1594284009.4121
MEM 233.167969 1594284009.5124
MEM 233.167969 1594284009.6128
MEM 233.167969 1594284009.7131
MEM 233.167969 1594284009.8135
MEM 233.167969 1594284009.9138
MEM 233.167969 1594284010.0141
MEM 233.421875 1594284010.1145
MEM 233.421875 1594284010.2148
MEM 233.421875 1594284010.3151
MEM 233.421875 1594284010.4153
MEM 233.421875 1594284010.5158
MEM 233.421875 1594284010.6162
MEM 233.679688 1594284010.7165
MEM 233.679688 1594284010.8168
MEM 233.679688 1594284010.9171
MEM 233.785156 1594284011.0174
MEM 233.785156 1594284011.1178
MEM 233.785156 1594284011.2181
MEM 233.785156 1594284011.3184
MEM 233.785156 1594284011.4188
MEM 233.785156 1594284011.5190
MEM 234.039062 1594284011.6194
MEM 234.039062 1594284011.7197
MEM 234.039062 1594284011.8200
MEM 234.039062 1594284011.9203
MEM 234.039062 1594284012.0206
MEM 234.039062 1594284012.1209
MEM 234.039062 1594284012.2212
MEM 234.296875 1594284012.3216
MEM 234.296875 1594284012.4219
MEM 234.468750 1594284012.5222
MEM 234.468750 1594284012.6225
MEM 234.468750 1594284012.7229
MEM 234.468750 1594284012.8232
MEM 234.468750 1594284012.9235
MEM 234.468750 1594284013.0239
MEM 234.468750 1594284013.1242
MEM 234.468750 1594284013.2246
MEM 234.468750 1594284013.3249
MEM 234.722656 1594284013.4253
MEM 234.722656 1594284013.5256
MEM 234.722656 1594284013.6259
MEM 234.722656 1594284013.7262
MEM 234.722656 1594284013.8265
MEM 234.722656 1594284013.9269
MEM 234.980469 1594284014.0272
MEM 235.015625 1594284014.1275
MEM 235.015625 1594284014.2279
MEM 235.015625 1594284014.3282
MEM 235.015625 1594284014.4285
MEM 235.015625 1594284014.5289
MEM 235.015625 1594284014.6292
MEM 235.269531 1594284014.7295
MEM 235.269531 1594284014.8299
MEM 235.269531 1594284014.9302
MEM 235.269531 1594284015.0305
MEM 235.269531 1594284015.1309
MEM 235.269531 1594284015.2312
MEM 235.269531 1594284015.3315
MEM 235.527344 1594284015.4319
MEM 235.527344 1594284015.5322
MEM 235.636719 1594284015.6326
MEM 235.636719 1594284015.7329
MEM 235.636719 1594284015.8332
MEM 235.636719 1594284015.9335
MEM 235.636719 1594284016.0339
MEM 235.636719 1594284016.1342
MEM 235.636719 1594284016.2345
MEM 235.890625 1594284016.3348
MEM 235.890625 1594284016.4352
MEM 235.890625 1594284016.5355
MEM 235.890625 1594284016.6359
MEM 235.890625 1594284016.7363
MEM 235.890625 1594284016.8366
MEM 236.148438 1594284016.9370
MEM 236.148438 1594284017.0373
MEM 236.148438 1594284017.1377
MEM 236.250000 1594284017.2379
MEM 236.250000 1594284017.3383
MEM 236.250000 1594284017.4386
MEM 236.250000 1594284017.5389
MEM 236.250000 1594284017.6393
MEM 236.250000 1594284017.7396
MEM 236.503906 1594284017.8399
MEM 236.503906 1594284017.9402
MEM 236.503906 1594284018.0405
MEM 236.503906 1594284018.1408
MEM 236.503906 1594284018.2412
MEM 236.503906 1594284018.3415
MEM 236.503906 1594284018.4418
MEM 236.761719 1594284018.5421
MEM 236.761719 1594284018.6424
MEM 236.761719 1594284018.7428
MEM 236.878906 1594284018.8431
MEM 236.878906 1594284018.9434
MEM 236.878906 1594284019.0438
MEM 236.878906 1594284019.1441
MEM 236.878906 1594284019.2445
MEM 236.878906 1594284019.3448
MEM 237.132812 1594284019.4451
MEM 237.132812 1594284019.5454
MEM 237.132812 1594284019.6458
MEM 237.132812 1594284019.7460
MEM 237.132812 1594284019.8463
MEM 237.132812 1594284019.9467
MEM 237.390625 1594284020.0469
MEM 237.390625 1594284020.1472
MEM 237.488281 1594284020.2475
MEM 237.488281 1594284020.3479
MEM 237.488281 1594284020.4482
MEM 237.488281 1594284020.5485
MEM 237.488281 1594284020.6488
MEM 237.488281 1594284020.7493
MEM 237.742188 1594284020.8496
MEM 237.742188 1594284020.9499
MEM 237.742188 1594284021.0502
MEM 237.742188 1594284021.1506
MEM 237.742188 1594284021.2509
MEM 237.742188 1594284021.3512
MEM 237.742188 1594284021.4515
MEM 238.000000 1594284021.5518
MEM 238.000000 1594284021.6521
MEM 238.097656 1594284021.7524
MEM 238.097656 1594284021.8528
MEM 238.097656 1594284021.9531
MEM 238.097656 1594284022.0534
MEM 238.097656 1594284022.1538
MEM 238.097656 1594284022.2541
MEM 238.351562 1594284022.3545
MEM 238.351562 1594284022.4549
MEM 238.351562 1594284022.5551
MEM 238.351562 1594284022.6555
MEM 238.351562 1594284022.7558
MEM 238.351562 1594284022.8562
MEM 238.351562 1594284022.9566
MEM 238.609375 1594284023.0569
MEM 238.609375 1594284023.1572
MEM 238.710938 1594284023.2575
MEM 238.710938 1594284023.3579
MEM 238.710938 1594284023.4582
MEM 238.710938 1594284023.5585
MEM 238.710938 1594284023.6588
MEM 238.964844 1594284023.7591
MEM 238.964844 1594284023.8594
MEM 238.964844 1594284023.9598
MEM 238.964844 1594284024.0600
MEM 238.964844 1594284024.1604
MEM 238.964844 1594284024.2607
MEM 238.964844 1594284024.3610
MEM 238.964844 1594284024.4613
MEM 239.222656 1594284024.5616
MEM 239.222656 1594284024.6619
MEM 239.222656 1594284024.7622
MEM 239.335938 1594284024.8625
MEM 239.335938 1594284024.9628
MEM 239.335938 1594284025.0631
MEM 239.335938 1594284025.1634
MEM 239.335938 1594284025.2638
MEM 239.335938 1594284025.3641
MEM 239.589844 1594284025.4644
MEM 239.589844 1594284025.5648
MEM 239.589844 1594284025.6651
MEM 239.589844 1594284025.7654
MEM 239.589844 1594284025.8658
MEM 239.589844 1594284025.9661
MEM 239.589844 1594284026.0665
MEM 239.847656 1594284026.1668
MEM 239.847656 1594284026.2671
MEM 239.847656 1594284026.3674
MEM 239.960938 1594284026.4677
MEM 239.960938 1594284026.5680
MEM 239.960938 1594284026.6683
MEM 239.960938 1594284026.7687
MEM 239.960938 1594284026.8690
MEM 239.960938 1594284026.9693
MEM 240.214844 1594284027.0696
MEM 240.214844 1594284027.1700
MEM 240.214844 1594284027.2703
MEM 240.214844 1594284027.3706
MEM 240.214844 1594284027.4709
MEM 240.214844 1594284027.5713
MEM 240.214844 1594284027.6716
MEM 240.472656 1594284027.7719
MEM 240.472656 1594284027.8722
MEM 240.570312 1594284027.9725
MEM 240.570312 1594284028.0729
MEM 240.570312 1594284028.1732
MEM 240.570312 1594284028.2735
MEM 240.570312 1594284028.3739
MEM 240.570312 1594284028.4742
MEM 240.570312 1594284028.5745
MEM 240.824219 1594284028.6748
MEM 240.824219 1594284028.7751
MEM 240.824219 1594284028.8754
MEM 240.824219 1594284028.9757
MEM 240.824219 1594284029.0759
MEM 240.824219 1594284029.1763
MEM 241.082031 1594284029.2767
MEM 241.082031 1594284029.3770
MEM 241.082031 1594284029.4774
MEM 241.191406 1594284029.5777
MEM 241.191406 1594284029.6780
MEM 241.191406 1594284029.7784
MEM 241.191406 1594284029.8787
MEM 241.191406 1594284029.9789
MEM 241.191406 1594284030.0792
MEM 241.445312 1594284030.1795
MEM 241.445312 1594284030.2799
MEM 241.445312 1594284030.3802
MEM 241.445312 1594284030.4806
MEM 241.445312 1594284030.5810
MEM 241.445312 1594284030.6813
MEM 241.445312 1594284030.7816
MEM 241.703125 1594284030.8819
MEM 241.703125 1594284030.9824
MEM 241.800781 1594284031.0827
MEM 241.800781 1594284031.1830
MEM 241.800781 1594284031.2833
MEM 241.800781 1594284031.3837
MEM 241.800781 1594284031.4840
MEM 241.800781 1594284031.5843
MEM 241.800781 1594284031.6846
MEM 242.054688 1594284031.7849
MEM 242.054688 1594284031.8852
MEM 242.054688 1594284031.9856
MEM 242.054688 1594284032.0859
MEM 242.054688 1594284032.1862
MEM 242.054688 1594284032.2865
MEM 242.312500 1594284032.3869
MEM 242.312500 1594284032.4872
MEM 242.312500 1594284032.5875
MEM 242.425781 1594284032.6878
MEM 242.425781 1594284032.7881
MEM 242.425781 1594284032.8884
MEM 242.425781 1594284032.9887
MEM 242.425781 1594284033.0890
MEM 242.425781 1594284033.1893
MEM 242.679688 1594284033.2897
MEM 242.679688 1594284033.3900
MEM 242.679688 1594284033.4903
MEM 242.679688 1594284033.5906
MEM 242.679688 1594284033.6910
MEM 242.679688 1594284033.7913
MEM 242.679688 1594284033.8916
MEM 242.937500 1594284033.9919
MEM 242.937500 1594284034.0922
MEM 243.039062 1594284034.1926
MEM 243.042969 1594284034.2930
MEM 243.042969 1594284034.3933
MEM 243.042969 1594284034.4936
MEM 243.042969 1594284034.5939
MEM 243.042969 1594284034.6943
MEM 243.042969 1594284034.7946
MEM 243.296875 1594284034.8949
MEM 243.296875 1594284034.9952
MEM 243.296875 1594284035.0956
MEM 243.296875 1594284035.1959
MEM 243.296875 1594284035.2963
MEM 243.296875 1594284035.3967
MEM 243.296875 1594284035.4970
MEM 243.554688 1594284035.5973
MEM 243.554688 1594284035.6977
MEM 243.660156 1594284035.7979
MEM 243.660156 1594284035.8983
MEM 243.660156 1594284035.9986
MEM 243.660156 1594284036.0991
MEM 243.660156 1594284036.1994
MEM 243.660156 1594284036.2997
MEM 243.914062 1594284036.4000
MEM 243.914062 1594284036.5004
MEM 243.914062 1594284036.6007
MEM 243.914062 1594284036.7009
MEM 243.914062 1594284036.8012
MEM 243.914062 1594284036.9016
MEM 243.914062 1594284037.0019
MEM 244.171875 1594284037.1022
MEM 244.171875 1594284037.2025
MEM 244.171875 1594284037.3029
MEM 244.277344 1594284037.4032
MEM 244.277344 1594284037.5035
MEM 244.277344 1594284037.6039
MEM 244.277344 1594284037.7042
MEM 244.277344 1594284037.8045
MEM 244.277344 1594284037.9048
MEM 244.531250 1594284038.0051
MEM 244.531250 1594284038.1054
MEM 244.531250 1594284038.2058
MEM 244.531250 1594284038.3061
MEM 244.531250 1594284038.4065
MEM 244.531250 1594284038.5068
MEM 244.531250 1594284038.6071
MEM 244.789062 1594284038.7074
MEM 244.789062 1594284038.8078
MEM 244.886719 1594284038.9081
MEM 244.886719 1594284039.0084
MEM 244.886719 1594284039.1088
MEM 244.886719 1594284039.2091
MEM 244.886719 1594284039.3094
MEM 244.886719 1594284039.4097
MEM 244.886719 1594284039.5100
MEM 245.140625 1594284039.6104
MEM 245.140625 1594284039.7107
MEM 245.140625 1594284039.8110
MEM 245.140625 1594284039.9113
MEM 245.140625 1594284040.0116
MEM 245.140625 1594284040.1119
MEM 245.398438 1594284040.2122
MEM 245.398438 1594284040.3126
MEM 245.398438 1594284040.4129
MEM 245.503906 1594284040.5132
MEM 245.503906 1594284040.6135
MEM 245.503906 1594284040.7140
MEM 245.503906 1594284040.8143
MEM 245.503906 1594284040.9146
MEM 245.503906 1594284041.0149
MEM 245.757812 1594284041.1152
MEM 245.757812 1594284041.2156
MEM 245.757812 1594284041.3159
MEM 245.757812 1594284041.4162
MEM 245.757812 1594284041.5165
MEM 245.757812 1594284041.6170
MEM 245.757812 1594284041.7172
MEM 246.015625 1594284041.8175
MEM 246.015625 1594284041.9179
MEM 246.121094 1594284042.0182
MEM 246.125000 1594284042.1185
MEM 246.125000 1594284042.2188
MEM 246.125000 1594284042.3191
MEM 246.125000 1594284042.4194
MEM 246.125000 1594284042.5198
MEM 246.125000 1594284042.6201
MEM 246.378906 1594284042.7204
MEM 246.378906 1594284042.8207
MEM 246.378906 1594284042.9210
MEM 246.378906 1594284043.0213
MEM 246.378906 1594284043.1216
MEM 246.378906 1594284043.2219
MEM 246.378906 1594284043.3223
MEM 246.636719 1594284043.4226
MEM 246.636719 1594284043.5229
MEM 246.750000 1594284043.6232
MEM 246.750000 1594284043.7236
MEM 246.750000 1594284043.8239
MEM 246.750000 1594284043.9242
MEM 246.750000 1594284044.0245
MEM 246.750000 1594284044.1248
MEM 246.750000 1594284044.2252
MEM 247.003906 1594284044.3255
MEM 247.003906 1594284044.4258
MEM 247.003906 1594284044.5261
MEM 247.003906 1594284044.6265
MEM 247.003906 1594284044.7268
MEM 247.003906 1594284044.8271
MEM 247.261719 1594284044.9274
MEM 247.261719 1594284045.0278
MEM 247.261719 1594284045.1281
MEM 247.363281 1594284045.2285
MEM 247.363281 1594284045.3288
MEM 247.363281 1594284045.4291
MEM 247.363281 1594284045.5295
MEM 247.363281 1594284045.6298
MEM 247.363281 1594284045.7301
MEM 247.617188 1594284045.8304
MEM 247.617188 1594284045.9308
MEM 247.617188 1594284046.0311
MEM 247.617188 1594284046.1314
MEM 247.617188 1594284046.2318
MEM 247.617188 1594284046.3323
MEM 247.617188 1594284046.4326
MEM 247.875000 1594284046.5329
MEM 247.875000 1594284046.6332
MEM 247.875000 1594284046.7335
MEM 247.980469 1594284046.8339
MEM 247.980469 1594284046.9342
MEM 247.980469 1594284047.0345
MEM 247.980469 1594284047.1348
MEM 247.980469 1594284047.2352
MEM 247.980469 1594284047.3355
MEM 248.234375 1594284047.4358
MEM 248.234375 1594284047.5361
MEM 248.234375 1594284047.6364
MEM 248.234375 1594284047.7368
MEM 248.234375 1594284047.8371
MEM 248.234375 1594284047.9375
MEM 248.234375 1594284048.0379
MEM 248.234375 1594284048.1382
MEM 248.492188 1594284048.2385
MEM 248.492188 1594284048.3388
MEM 248.492188 1594284048.4392
MEM 248.492188 1594284048.5395
MEM 248.492188 1594284048.6399
MEM 248.492188 1594284048.7402
MEM 248.492188 1594284048.8405
MEM 248.492188 1594284048.9408
MEM 248.726562 1594284049.0411
MEM 248.726562 1594284049.1414
MEM 248.726562 1594284049.2418
MEM 248.726562 1594284049.3421
MEM 248.726562 1594284049.4424
MEM 248.980469 1594284049.5427
MEM 248.980469 1594284049.6429
MEM 248.980469 1594284049.7432
MEM 248.980469 1594284049.8435
MEM 248.980469 1594284049.9439
MEM 248.980469 1594284050.0442
MEM 249.238281 1594284050.1445
MEM 249.238281 1594284050.2448
MEM 249.238281 1594284050.3451
MEM 249.238281 1594284050.4455
MEM 249.238281 1594284050.5458
MEM 249.238281 1594284050.6461
MEM 249.492188 1594284050.7464
MEM 249.492188 1594284050.8468
MEM 249.492188 1594284050.9471
MEM 249.492188 1594284051.0474
MEM 249.750000 1594284051.1478
MEM 249.750000 1594284051.2480
MEM 249.750000 1594284051.3484
MEM 249.750000 1594284051.4488
MEM 249.835938 1594284051.5492
MEM 249.835938 1594284051.6494
MEM 249.835938 1594284051.7498
MEM 249.835938 1594284051.8502
MEM 249.835938 1594284051.9505
MEM 249.835938 1594284052.0509
MEM 249.835938 1594284052.1512
MEM 250.089844 1594284052.2515
MEM 250.089844 1594284052.3519
MEM 250.089844 1594284052.4522
MEM 250.089844 1594284052.5524
MEM 250.089844 1594284052.6528
MEM 250.089844 1594284052.7531
MEM 250.347656 1594284052.8534
MEM 250.347656 1594284052.9538
MEM 250.347656 1594284053.0541
MEM 250.453125 1594284053.1544
MEM 250.453125 1594284053.2548
MEM 250.453125 1594284053.3551
MEM 250.453125 1594284053.4555
MEM 250.453125 1594284053.5558
MEM 250.453125 1594284053.6561
MEM 250.707031 1594284053.7564
MEM 250.707031 1594284053.8567
MEM 250.707031 1594284053.9572
MEM 250.707031 1594284054.0575
MEM 250.707031 1594284054.1578
MEM 250.707031 1594284054.2581
MEM 250.707031 1594284054.3584
MEM 250.964844 1594284054.4588
MEM 250.964844 1594284054.5591
MEM 251.066406 1594284054.6594
MEM 251.066406 1594284054.7598
MEM 251.066406 1594284054.8601
MEM 251.066406 1594284054.9604
MEM 251.066406 1594284055.0608
MEM 251.066406 1594284055.1611
MEM 251.066406 1594284055.2614
MEM 251.320312 1594284055.3618
MEM 251.320312 1594284055.4621
MEM 251.320312 1594284055.5624
MEM 251.320312 1594284055.6628
MEM 251.320312 1594284055.7631
MEM 251.320312 1594284055.8634
MEM 251.578125 1594284055.9638
MEM 251.578125 1594284056.0641
MEM 251.578125 1594284056.1644
MEM 251.687500 1594284056.2647
MEM 251.687500 1594284056.3650
MEM 251.687500 1594284056.4654
MEM 251.687500 1594284056.5659
MEM 251.687500 1594284056.6662
MEM 251.687500 1594284056.7665
MEM 251.941406 1594284056.8669
MEM 251.941406 1594284056.9672
MEM 251.941406 1594284057.0675
MEM 251.941406 1594284057.1679
MEM 251.941406 1594284057.2682
MEM 251.941406 1594284057.3685
MEM 251.941406 1594284057.4689
MEM 252.199219 1594284057.5692
MEM 252.199219 1594284057.6695
MEM 252.199219 1594284057.7698
MEM 252.304688 1594284057.8701
MEM 252.304688 1594284057.9704
MEM 252.304688 1594284058.0708
MEM 252.304688 1594284058.1711
MEM 252.304688 1594284058.2714
MEM 252.304688 1594284058.3717
MEM 252.558594 1594284058.4720
MEM 252.558594 1594284058.5723
MEM 252.558594 1594284058.6727
MEM 252.558594 1594284058.7730
MEM 252.558594 1594284058.8733
MEM 252.558594 1594284058.9737
MEM 252.558594 1594284059.0740
MEM 252.816406 1594284059.1743
MEM 252.816406 1594284059.2746
MEM 252.910156 1594284059.3750
MEM 252.910156 1594284059.4753
MEM 252.910156 1594284059.5756
MEM 252.910156 1594284059.6759
MEM 252.910156 1594284059.7762
MEM 252.910156 1594284059.8765
MEM 252.910156 1594284059.9769
MEM 253.164062 1594284060.0773
MEM 253.164062 1594284060.1777
MEM 253.164062 1594284060.2780
MEM 253.164062 1594284060.3783
MEM 253.164062 1594284060.4786
MEM 253.164062 1594284060.5790
MEM 253.421875 1594284060.6793
MEM 253.421875 1594284060.7796
MEM 253.421875 1594284060.8799
MEM 253.531250 1594284060.9803
MEM 253.531250 1594284061.0806
MEM 253.531250 1594284061.1809
MEM 253.531250 1594284061.2811
MEM 253.531250 1594284061.3815
MEM 253.531250 1594284061.4818
MEM 253.785156 1594284061.5821
MEM 253.785156 1594284061.6825
MEM 253.785156 1594284061.7829
MEM 253.785156 1594284061.8832
MEM 253.785156 1594284061.9835
MEM 253.785156 1594284062.0839
MEM 253.785156 1594284062.1842
MEM 254.042969 1594284062.2845
MEM 254.042969 1594284062.3848
MEM 254.148438 1594284062.4851
MEM 254.152344 1594284062.5855
MEM 254.152344 1594284062.6859
MEM 254.152344 1594284062.7862
MEM 254.152344 1594284062.8865
MEM 254.152344 1594284062.9868
MEM 254.152344 1594284063.0872
MEM 254.406250 1594284063.1875
MEM 254.406250 1594284063.2878
MEM 254.406250 1594284063.3881
MEM 254.406250 1594284063.4885
MEM 254.406250 1594284063.5889
MEM 254.406250 1594284063.6892
MEM 254.406250 1594284063.7895
MEM 254.664062 1594284063.8899
MEM 254.664062 1594284063.9902
MEM 254.769531 1594284064.0905
MEM 254.769531 1594284064.1908
MEM 254.769531 1594284064.2912
MEM 254.769531 1594284064.3915
MEM 254.769531 1594284064.4919
MEM 254.769531 1594284064.5922
MEM 254.769531 1594284064.6925
MEM 255.023438 1594284064.7928
MEM 255.023438 1594284064.8931
MEM 255.023438 1594284064.9934
MEM 255.023438 1594284065.0938
MEM 255.023438 1594284065.1941
MEM 255.023438 1594284065.2944
MEM 255.281250 1594284065.3948
MEM 255.281250 1594284065.4951
MEM 255.281250 1594284065.5954
MEM 255.382812 1594284065.6958
MEM 255.382812 1594284065.7961
MEM 255.382812 1594284065.8964
MEM 255.382812 1594284065.9967
MEM 255.382812 1594284066.0971
MEM 255.382812 1594284066.1974
MEM 255.636719 1594284066.2977
MEM 255.636719 1594284066.3980
MEM 255.636719 1594284066.4983
MEM 255.636719 1594284066.5987
MEM 255.636719 1594284066.6990
MEM 255.636719 1594284066.7995
MEM 255.636719 1594284066.8998
MEM 255.894531 1594284067.0001
MEM 255.894531 1594284067.1004
MEM 256.128906 1594284067.2008
MEM 256.128906 1594284067.3011
MEM 256.128906 1594284067.4014
MEM 256.128906 1594284067.5018
MEM 256.128906 1594284067.6021
MEM 256.128906 1594284067.7024
MEM 256.128906 1594284067.8027
MEM 256.128906 1594284067.9030
MEM 256.128906 1594284068.0033
MEM 256.128906 1594284068.1037
MEM 256.382812 1594284068.2040
MEM 256.382812 1594284068.3043
MEM 256.382812 1594284068.4046
MEM 256.382812 1594284068.5049
MEM 256.382812 1594284068.6053
MEM 256.382812 1594284068.7056
MEM 256.613281 1594284068.8059
MEM 256.613281 1594284068.9063
MEM 256.613281 1594284069.0066
MEM 256.613281 1594284069.1069
MEM 256.613281 1594284069.2072
MEM 256.613281 1594284069.3075
MEM 256.867188 1594284069.4079
MEM 256.867188 1594284069.5082
MEM 256.867188 1594284069.6085
MEM 256.867188 1594284069.7089
MEM 256.867188 1594284069.8092
MEM 256.867188 1594284069.9095
MEM 256.867188 1594284070.0098
MEM 257.125000 1594284070.1101
MEM 257.125000 1594284070.2104
MEM 257.222656 1594284070.3108
MEM 257.222656 1594284070.4111
MEM 257.222656 1594284070.5114
MEM 257.222656 1594284070.6118
MEM 257.222656 1594284070.7121
MEM 257.222656 1594284070.8125
MEM 257.222656 1594284070.9128
MEM 257.476562 1594284071.0131
MEM 257.476562 1594284071.1135
MEM 257.476562 1594284071.2138
MEM 257.476562 1594284071.3141
MEM 257.476562 1594284071.4144
MEM 257.476562 1594284071.5148
MEM 257.734375 1594284071.6151
MEM 257.734375 1594284071.7155
MEM 257.734375 1594284071.8158
MEM 257.839844 1594284071.9163
MEM 257.839844 1594284072.0166
MEM 257.839844 1594284072.1170
MEM 257.839844 1594284072.2174
MEM 257.839844 1594284072.3177
MEM 257.839844 1594284072.4179
MEM 258.093750 1594284072.5183
MEM 258.093750 1594284072.6186
MEM 258.093750 1594284072.7189
MEM 258.093750 1594284072.8192
MEM 258.093750 1594284072.9195
MEM 258.093750 1594284073.0199
MEM 258.093750 1594284073.1202
MEM 258.351562 1594284073.2205
MEM 258.351562 1594284073.3209
MEM 258.453125 1594284073.4212
MEM 258.457031 1594284073.5215
MEM 258.457031 1594284073.6219
MEM 258.457031 1594284073.7222
MEM 258.457031 1594284073.8225
MEM 258.457031 1594284073.9229
MEM 258.457031 1594284074.0232
MEM 258.710938 1594284074.1235
MEM 258.710938 1594284074.2239
MEM 258.710938 1594284074.3242
MEM 258.710938 1594284074.4245
MEM 258.710938 1594284074.5250
MEM 258.710938 1594284074.6253
MEM 258.710938 1594284074.7256
MEM 258.968750 1594284074.8259
MEM 258.968750 1594284074.9262
MEM 259.066406 1594284075.0265
MEM 259.066406 1594284075.1269
MEM 259.066406 1594284075.2272
MEM 259.066406 1594284075.3275
MEM 259.066406 1594284075.4279
MEM 259.066406 1594284075.5282
MEM 259.320312 1594284075.6285
MEM 259.320312 1594284075.7289
MEM 259.320312 1594284075.8292
MEM 259.320312 1594284075.9295
MEM 259.320312 1594284076.0299
MEM 259.320312 1594284076.1302
MEM 259.320312 1594284076.2305
MEM 259.578125 1594284076.3309
MEM 259.578125 1594284076.4312
MEM 259.578125 1594284076.5315
MEM 259.687500 1594284076.6319
MEM 259.687500 1594284076.7323
MEM 259.687500 1594284076.8326
MEM 259.687500 1594284076.9329
MEM 259.687500 1594284077.0333
MEM 259.687500 1594284077.1336
MEM 259.941406 1594284077.2339
MEM 259.941406 1594284077.3342
MEM 259.941406 1594284077.4345
MEM 259.941406 1594284077.5349
MEM 259.941406 1594284077.6352
MEM 259.941406 1594284077.7354
MEM 259.941406 1594284077.8358
MEM 260.199219 1594284077.9361
MEM 260.199219 1594284078.0364
MEM 260.312500 1594284078.1368
MEM 260.312500 1594284078.2372
MEM 260.312500 1594284078.3376
MEM 260.312500 1594284078.4379
MEM 260.312500 1594284078.5383
MEM 260.312500 1594284078.6386
MEM 260.312500 1594284078.7389
MEM 260.566406 1594284078.8392
MEM 260.566406 1594284078.9395
MEM 260.566406 1594284079.0398
MEM 260.566406 1594284079.1401
MEM 260.566406 1594284079.2405
MEM 260.566406 1594284079.3408
MEM 260.824219 1594284079.4411
MEM 260.824219 1594284079.5415
MEM 260.824219 1594284079.6418
MEM 260.925781 1594284079.7422
MEM 260.925781 1594284079.8425
MEM 260.925781 1594284079.9429
MEM 260.925781 1594284080.0432
MEM 260.925781 1594284080.1435
MEM 260.925781 1594284080.2439
MEM 261.179688 1594284080.3442
MEM 261.179688 1594284080.4445
MEM 261.179688 1594284080.5448
MEM 261.179688 1594284080.6452
MEM 261.179688 1594284080.7455
MEM 261.179688 1594284080.8457
MEM 261.179688 1594284080.9461
MEM 261.437500 1594284081.0464
MEM 261.437500 1594284081.1467
MEM 261.437500 1594284081.2470
MEM 261.546875 1594284081.3473
MEM 261.546875 1594284081.4476
MEM 261.546875 1594284081.5479
MEM 261.546875 1594284081.6482
MEM 261.546875 1594284081.7485
MEM 261.546875 1594284081.8489
MEM 261.800781 1594284081.9492
MEM 261.800781 1594284082.0495
MEM 261.800781 1594284082.1500
MEM 261.800781 1594284082.2503
MEM 261.800781 1594284082.3506
MEM 261.800781 1594284082.4509
MEM 261.800781 1594284082.5512
MEM 262.058594 1594284082.6516
MEM 262.058594 1594284082.7519
MEM 262.152344 1594284082.8522
MEM 262.152344 1594284082.9525
MEM 262.152344 1594284083.0530
MEM 262.152344 1594284083.1533
MEM 262.152344 1594284083.2536
MEM 262.152344 1594284083.3539
MEM 262.406250 1594284083.4542
MEM 262.406250 1594284083.5545
MEM 262.406250 1594284083.6549
MEM 262.406250 1594284083.7553
MEM 262.406250 1594284083.8556
MEM 262.406250 1594284083.9559
MEM 262.406250 1594284084.0562
MEM 262.664062 1594284084.1565
MEM 262.664062 1594284084.2569
MEM 262.664062 1594284084.3573
MEM 262.765625 1594284084.4576
MEM 262.765625 1594284084.5580
MEM 262.765625 1594284084.6583
MEM 262.765625 1594284084.7586
MEM 262.765625 1594284084.8590
MEM 262.765625 1594284084.9593
MEM 263.019531 1594284085.0595
MEM 263.019531 1594284085.1599
MEM 263.277344 1594284085.2602
MEM 263.277344 1594284085.3605
MEM 263.277344 1594284085.4609
MEM 263.277344 1594284085.5612
MEM 263.277344 1594284085.6615
MEM 263.277344 1594284085.7619
MEM 263.277344 1594284085.8622
MEM 263.414062 1594284085.9625
MEM 263.414062 1594284086.0629
MEM 263.414062 1594284086.1632
MEM 263.414062 1594284086.2635
MEM 263.414062 1594284086.3639
MEM 263.414062 1594284086.4642
MEM 263.414062 1594284086.5645
MEM 263.667969 1594284086.6649
MEM 263.667969 1594284086.7652
MEM 263.667969 1594284086.8655
MEM 263.667969 1594284086.9658
MEM 263.667969 1594284087.0661
MEM 263.667969 1594284087.1665
MEM 263.667969 1594284087.2669
MEM 263.925781 1594284087.3672
MEM 263.925781 1594284087.4675
MEM 263.996094 1594284087.5679
MEM 263.996094 1594284087.6682
MEM 263.996094 1594284087.7685
MEM 263.996094 1594284087.8689
MEM 263.996094 1594284087.9692
MEM 263.996094 1594284088.0695
MEM 264.250000 1594284088.1699
